Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
SRR7543029	(1, 34.2811)	(2, 34.2274)	(3, 34.2092)	(4, 34.2574)	(5, 34.2627)	(6, 38.901)	(7, 38.8552)	(8, 38.9318)	(9, 38.9351)	(10, 38.9642)	(11, 38.9249)	(12, 38.8925)	(13, 38.8867)	(14, 38.8659)	(15, 38.937)	(16, 38.9264)	(17, 38.9085)	(18, 38.8969)	(19, 38.9088)	(20, 38.9173)	(21, 38.9049)	(22, 38.9391)	(23, 38.9087)	(24, 38.8766)	(25, 38.8861)	(26, 38.9154)	(27, 38.9241)	(28, 38.9321)	(29, 38.8965)	(30, 38.892)	(31, 38.9122)	(32, 38.9233)	(33, 38.8613)	(34, 38.8873)	(35, 38.8636)	(36, 38.8693)	(37, 38.8696)	(38, 38.8943)	(39, 38.8805)	(40, 38.9072)	(41, 38.8964)	(42, 38.8966)	(43, 38.8919)	(44, 38.8822)	(45, 38.8775)	(46, 38.8853)	(47, 38.8817)	(48, 38.8582)	(49, 38.8577)	(50, 38.8571)	(51, 38.8408)	(52, 38.8395)	(53, 38.8234)	(54, 38.8098)	(55, 38.8211)	(56, 38.8121)	(57, 38.8229)	(58, 38.7992)	(59, 38.8032)	(60, 38.7735)	(61, 38.7896)	(62, 38.7768)	(63, 38.7623)	(64, 38.7724)	(65, 38.7664)	(66, 38.7727)	(67, 38.7685)	(68, 38.7513)	(69, 38.7532)	(70, 38.7239)	(71, 38.7168)	(72, 38.7332)	(73, 38.7177)	(74, 38.6933)	(75, 38.7007)	(76, 38.6913)	(77, 38.675)	(78, 38.6473)	(79, 38.6525)	(80, 38.6444)	(81, 38.6459)	(82, 38.6503)	(83, 38.6412)	(84, 38.6273)	(85, 38.6247)	(86, 38.6147)	(87, 38.6079)	(88, 38.5904)	(89, 38.5956)	(90, 38.5887)	(91, 38.5707)	(92, 38.548)	(93, 38.5298)	(94, 38.523)	(95, 38.5319)	(96, 38.532)	(97, 38.523)	(98, 38.498)	(99, 38.454)	(100, 38.4275)
SRR7543030	(1, 34.2405)	(2, 34.211)	(3, 34.1969)	(4, 34.2011)	(5, 34.1989)	(6, 38.8208)	(7, 38.8708)	(8, 38.8643)	(9, 38.8523)	(10, 38.8702)	(11, 38.8607)	(12, 38.8518)	(13, 38.8428)	(14, 38.8271)	(15, 38.8388)	(16, 38.8278)	(17, 38.8328)	(18, 38.8212)	(19, 38.8352)	(20, 38.8239)	(21, 38.8272)	(22, 38.8338)	(23, 38.8272)	(24, 38.8146)	(25, 38.8205)	(26, 38.8205)	(27, 38.8258)	(28, 38.8298)	(29, 38.8201)	(30, 38.799)	(31, 38.8107)	(32, 38.8178)	(33, 38.7978)	(34, 38.7978)	(35, 38.8003)	(36, 38.8003)	(37, 38.7907)	(38, 38.7976)	(39, 38.7938)	(40, 38.7922)	(41, 38.7713)	(42, 38.763)	(43, 38.7561)	(44, 38.7481)	(45, 38.7454)	(46, 38.7533)	(47, 38.7514)	(48, 38.7259)	(49, 38.7252)	(50, 38.7228)	(51, 38.7078)	(52, 38.7053)	(53, 38.6884)	(54, 38.6771)	(55, 38.6892)	(56, 38.679)	(57, 38.6926)	(58, 38.6642)	(59, 38.6691)	(60, 38.6397)	(61, 38.6546)	(62, 38.6396)	(63, 38.6264)	(64, 38.6328)	(65, 38.6276)	(66, 38.6319)	(67, 38.6291)	(68, 38.61)	(69, 38.6119)	(70, 38.5824)	(71, 38.5723)	(72, 38.5866)	(73, 38.5699)	(74, 38.5468)	(75, 38.5555)	(76, 38.5435)	(77, 38.5279)	(78, 38.4961)	(79, 38.5027)	(80, 38.4928)	(81, 38.492)	(82, 38.4923)	(83, 38.483)	(84, 38.4698)	(85, 38.4662)	(86, 38.4547)	(87, 38.4488)	(88, 38.4304)	(89, 38.4324)	(90, 38.4248)	(91, 38.4023)	(92, 38.3771)	(93, 38.3603)	(94, 38.3487)	(95, 38.3577)	(96, 38.3533)	(97, 38.343)	(98, 38.3124)	(99, 38.2631)	(100, 38.231)
SRR7543031	(1, 34.2095)	(2, 34.2133)	(3, 34.1796)	(4, 34.222)	(5, 34.1731)	(6, 38.8729)	(7, 38.9099)	(8, 38.896)	(9, 38.8983)	(10, 38.9155)	(11, 38.9076)	(12, 38.897)	(13, 38.8898)	(14, 38.8699)	(15, 38.8829)	(16, 38.8709)	(17, 38.8802)	(18, 38.8677)	(19, 38.8815)	(20, 38.8711)	(21, 38.8735)	(22, 38.8801)	(23, 38.8709)	(24, 38.8594)	(25, 38.8695)	(26, 38.8677)	(27, 38.8742)	(28, 38.8772)	(29, 38.8671)	(30, 38.8469)	(31, 38.8575)	(32, 38.8641)	(33, 38.8424)	(34, 38.8467)	(35, 38.848)	(36, 38.8468)	(37, 38.8389)	(38, 38.8438)	(39, 38.8405)	(40, 38.8417)	(41, 38.8173)	(42, 38.8069)	(43, 38.8054)	(44, 38.7948)	(45, 38.7923)	(46, 38.7977)	(47, 38.7979)	(48, 38.7742)	(49, 38.773)	(50, 38.7712)	(51, 38.756)	(52, 38.7552)	(53, 38.7385)	(54, 38.7247)	(55, 38.737)	(56, 38.7293)	(57, 38.7392)	(58, 38.7155)	(59, 38.7182)	(60, 38.6884)	(61, 38.7061)	(62, 38.6916)	(63, 38.6753)	(64, 38.6848)	(65, 38.6785)	(66, 38.6851)	(67, 38.6809)	(68, 38.6651)	(69, 38.6666)	(70, 38.6367)	(71, 38.6271)	(72, 38.6442)	(73, 38.6276)	(74, 38.6041)	(75, 38.612)	(76, 38.6032)	(77, 38.5868)	(78, 38.5561)	(79, 38.5615)	(80, 38.5562)	(81, 38.5556)	(82, 38.5596)	(83, 38.5502)	(84, 38.5362)	(85, 38.5322)	(86, 38.5233)	(87, 38.5164)	(88, 38.4985)	(89, 38.5037)	(90, 38.4952)	(91, 38.4758)	(92, 38.4516)	(93, 38.434)	(94, 38.424)	(95, 38.4312)	(96, 38.4326)	(97, 38.4215)	(98, 38.3952)	(99, 38.3489)	(100, 38.3175)
SRR7543032	(1, 32.0133)	(2, 32.1737)	(3, 32.2169)	(4, 35.7524)	(5, 35.7515)	(6, 35.7266)	(7, 35.7165)	(8, 35.6992)	(9, 37.3959)	(10, 37.4262)	(11, 37.4056)	(12, 37.3655)	(13, 37.3406)	(14, 38.7267)	(15, 38.7097)	(16, 38.6975)	(17, 38.6927)	(18, 38.6505)	(19, 38.7346)	(20, 38.7001)	(21, 38.6854)	(22, 38.6832)	(23, 38.662)	(24, 38.6288)	(25, 38.5861)	(26, 38.57)	(27, 38.5405)	(28, 38.5001)	(29, 38.4918)	(30, 38.4198)	(31, 38.3975)	(32, 38.3849)	(33, 38.2874)	(34, 38.2928)	(35, 38.2498)	(36, 38.2129)	(37, 38.1829)	(38, 38.1283)	(39, 38.1112)	(40, 38.0702)	(41, 37.9972)	(42, 37.9565)	(43, 37.9217)	(44, 37.8599)	(45, 37.8169)	(46, 37.7486)	(47, 37.6987)	(48, 37.6304)	(49, 37.5878)	(50, 37.5411)	(51, 37.4388)	(52, 37.3923)	(53, 37.3063)	(54, 37.2106)	(55, 37.1398)	(56, 37.0384)	(57, 36.9177)	(58, 36.8131)	(59, 36.6965)	(60, 36.5727)	(61, 36.4271)	(62, 36.2703)	(63, 36.1221)	(64, 35.9955)	(65, 35.8129)	(66, 35.6737)	(67, 35.5004)	(68, 35.342)	(69, 35.177)	(70, 35.0034)	(71, 34.8202)	(72, 34.6422)	(73, 34.491)	(74, 34.3195)	(75, 34.1663)	(76, 33.974)	(77, 33.8374)	(78, 33.7006)	(79, 33.5683)	(80, 33.3871)	(81, 33.2509)	(82, 33.1042)	(83, 32.9811)	(84, 32.8684)	(85, 32.7537)	(86, 32.6491)	(87, 32.494)	(88, 32.3888)	(89, 32.3183)	(90, 32.2428)	(91, 32.167)	(92, 32.0666)	(93, 31.9765)	(94, 31.876)	(95, 31.7697)	(96, 31.6679)	(97, 31.5904)	(98, 31.4621)	(99, 31.3194)	(100, 31.1815)
SRR7543033	(1, 32.1041)	(2, 32.2308)	(3, 32.2955)	(4, 35.8382)	(5, 35.8329)	(6, 35.8135)	(7, 35.7908)	(8, 35.7796)	(9, 37.4935)	(10, 37.5021)	(11, 37.5026)	(12, 37.4583)	(13, 37.4084)	(14, 38.8165)	(15, 38.8203)	(16, 38.8091)	(17, 38.7978)	(18, 38.7691)	(19, 38.8513)	(20, 38.8078)	(21, 38.7718)	(22, 38.7783)	(23, 38.7558)	(24, 38.7095)	(25, 38.6618)	(26, 38.6548)	(27, 38.6275)	(28, 38.5879)	(29, 38.5716)	(30, 38.4998)	(31, 38.4699)	(32, 38.4622)	(33, 38.3514)	(34, 38.3627)	(35, 38.3136)	(36, 38.2701)	(37, 38.236)	(38, 38.1846)	(39, 38.1686)	(40, 38.138)	(41, 38.0569)	(42, 38.0186)	(43, 37.9773)	(44, 37.9211)	(45, 37.8785)	(46, 37.8145)	(47, 37.7639)	(48, 37.6945)	(49, 37.6614)	(50, 37.6203)	(51, 37.524)	(52, 37.4753)	(53, 37.3944)	(54, 37.3031)	(55, 37.2354)	(56, 37.1326)	(57, 37.0178)	(58, 36.9196)	(59, 36.8072)	(60, 36.6875)	(61, 36.5469)	(62, 36.399)	(63, 36.2533)	(64, 36.1303)	(65, 35.9622)	(66, 35.8231)	(67, 35.6496)	(68, 35.4969)	(69, 35.3377)	(70, 35.1658)	(71, 34.9835)	(72, 34.8159)	(73, 34.6629)	(74, 34.493)	(75, 34.3428)	(76, 34.152)	(77, 34.0134)	(78, 33.8692)	(79, 33.7389)	(80, 33.5614)	(81, 33.4223)	(82, 33.2653)	(83, 33.1386)	(84, 33.0192)	(85, 32.8957)	(86, 32.7853)	(87, 32.6322)	(88, 32.5213)	(89, 32.438)	(90, 32.362)	(91, 32.2809)	(92, 32.1702)	(93, 32.0766)	(94, 31.9718)	(95, 31.8623)	(96, 31.7537)	(97, 31.6762)	(98, 31.5508)	(99, 31.4094)	(100, 31.272)
SRR7543034	(1, 32.0189)	(2, 32.1549)	(3, 32.2358)	(4, 35.78)	(5, 35.7674)	(6, 35.7592)	(7, 35.735)	(8, 35.711)	(9, 37.415)	(10, 37.4519)	(11, 37.4465)	(12, 37.3954)	(13, 37.3614)	(14, 38.7568)	(15, 38.7518)	(16, 38.7389)	(17, 38.7247)	(18, 38.6898)	(19, 38.7782)	(20, 38.7432)	(21, 38.7109)	(22, 38.7104)	(23, 38.6927)	(24, 38.6472)	(25, 38.5935)	(26, 38.5782)	(27, 38.5467)	(28, 38.4997)	(29, 38.4944)	(30, 38.4163)	(31, 38.3948)	(32, 38.3738)	(33, 38.2623)	(34, 38.2771)	(35, 38.2297)	(36, 38.1809)	(37, 38.1461)	(38, 38.0854)	(39, 38.0661)	(40, 38.0248)	(41, 37.9465)	(42, 37.8998)	(43, 37.8553)	(44, 37.8015)	(45, 37.7651)	(46, 37.6943)	(47, 37.6397)	(48, 37.5674)	(49, 37.5282)	(50, 37.4862)	(51, 37.3876)	(52, 37.3415)	(53, 37.2559)	(54, 37.1575)	(55, 37.0786)	(56, 36.9716)	(57, 36.8553)	(58, 36.7631)	(59, 36.6477)	(60, 36.5339)	(61, 36.3913)	(62, 36.2397)	(63, 36.0962)	(64, 35.9744)	(65, 35.8014)	(66, 35.6662)	(67, 35.4963)	(68, 35.3421)	(69, 35.1737)	(70, 35.007)	(71, 34.8252)	(72, 34.6567)	(73, 34.502)	(74, 34.3307)	(75, 34.18)	(76, 33.989)	(77, 33.8585)	(78, 33.7187)	(79, 33.5928)	(80, 33.4115)	(81, 33.2783)	(82, 33.1313)	(83, 33.0068)	(84, 32.8963)	(85, 32.7787)	(86, 32.6758)	(87, 32.52)	(88, 32.4096)	(89, 32.3388)	(90, 32.2675)	(91, 32.1882)	(92, 32.0784)	(93, 31.9895)	(94, 31.8845)	(95, 31.7801)	(96, 31.6796)	(97, 31.5955)	(98, 31.4687)	(99, 31.3247)	(100, 31.181)
SRR7543035	(1, 32.0197)	(2, 32.145)	(3, 32.1873)	(4, 35.7586)	(5, 35.7485)	(6, 35.7341)	(7, 35.6948)	(8, 35.687)	(9, 37.3755)	(10, 37.4093)	(11, 37.4032)	(12, 37.3498)	(13, 37.3125)	(14, 38.6986)	(15, 38.6942)	(16, 38.6787)	(17, 38.6626)	(18, 38.6311)	(19, 38.7101)	(20, 38.665)	(21, 38.6286)	(22, 38.627)	(23, 38.6053)	(24, 38.5489)	(25, 38.4982)	(26, 38.4732)	(27, 38.4346)	(28, 38.3875)	(29, 38.3732)	(30, 38.2934)	(31, 38.2686)	(32, 38.2437)	(33, 38.1237)	(34, 38.1418)	(35, 38.0876)	(36, 38.0439)	(37, 38.0101)	(38, 37.9397)	(39, 37.9217)	(40, 37.871)	(41, 37.7817)	(42, 37.7333)	(43, 37.6971)	(44, 37.6325)	(45, 37.5878)	(46, 37.513)	(47, 37.448)	(48, 37.37)	(49, 37.3257)	(50, 37.2681)	(51, 37.1576)	(52, 37.0962)	(53, 37.007)	(54, 36.9019)	(55, 36.8242)	(56, 36.6928)	(57, 36.5651)	(58, 36.4547)	(59, 36.3272)	(60, 36.1905)	(61, 36.0305)	(62, 35.8542)	(63, 35.6886)	(64, 35.5551)	(65, 35.3723)	(66, 35.2238)	(67, 35.0296)	(68, 34.856)	(69, 34.68)	(70, 34.5062)	(71, 34.3163)	(72, 34.1509)	(73, 33.9885)	(74, 33.8202)	(75, 33.6756)	(76, 33.4872)	(77, 33.3539)	(78, 33.2107)	(79, 33.1013)	(80, 32.9315)	(81, 32.8164)	(82, 32.6826)	(83, 32.5691)	(84, 32.46)	(85, 32.3538)	(86, 32.2643)	(87, 32.1228)	(88, 32.0206)	(89, 31.9498)	(90, 31.8849)	(91, 31.8135)	(92, 31.7026)	(93, 31.6122)	(94, 31.5093)	(95, 31.3973)	(96, 31.2827)	(97, 31.209)	(98, 31.069)	(99, 30.9194)	(100, 30.7727)
SRR7543036	(1, 32.0889)	(2, 32.249)	(3, 32.2902)	(4, 35.8043)	(5, 35.8162)	(6, 35.7917)	(7, 35.7697)	(8, 35.7684)	(9, 37.4687)	(10, 37.4877)	(11, 37.5053)	(12, 37.4654)	(13, 37.4167)	(14, 38.8178)	(15, 38.8165)	(16, 38.7975)	(17, 38.7926)	(18, 38.7686)	(19, 38.8472)	(20, 38.8002)	(21, 38.7686)	(22, 38.7636)	(23, 38.7416)	(24, 38.6922)	(25, 38.6461)	(26, 38.6169)	(27, 38.5789)	(28, 38.5309)	(29, 38.5243)	(30, 38.4532)	(31, 38.4241)	(32, 38.3986)	(33, 38.302)	(34, 38.3053)	(35, 38.2539)	(36, 38.207)	(37, 38.1766)	(38, 38.1167)	(39, 38.0994)	(40, 38.0468)	(41, 37.9747)	(42, 37.926)	(43, 37.8892)	(44, 37.8293)	(45, 37.7818)	(46, 37.7166)	(47, 37.6563)	(48, 37.5802)	(49, 37.5458)	(50, 37.4987)	(51, 37.3924)	(52, 37.3302)	(53, 37.2475)	(54, 37.1569)	(55, 37.0867)	(56, 36.9719)	(57, 36.8542)	(58, 36.7538)	(59, 36.642)	(60, 36.5092)	(61, 36.3605)	(62, 36.2093)	(63, 36.0521)	(64, 35.924)	(65, 35.7591)	(66, 35.6131)	(67, 35.4321)	(68, 35.2721)	(69, 35.1103)	(70, 34.9368)	(71, 34.7539)	(72, 34.5875)	(73, 34.4242)	(74, 34.2538)	(75, 34.1055)	(76, 33.9265)	(77, 33.7907)	(78, 33.641)	(79, 33.5163)	(80, 33.3472)	(81, 33.2184)	(82, 33.0649)	(83, 32.944)	(84, 32.8316)	(85, 32.7122)	(86, 32.612)	(87, 32.466)	(88, 32.3649)	(89, 32.2748)	(90, 32.2008)	(91, 32.1218)	(92, 32.0052)	(93, 31.9144)	(94, 31.8129)	(95, 31.703)	(96, 31.5811)	(97, 31.5002)	(98, 31.3732)	(99, 31.2261)	(100, 31.0845)
SRR7543037	(1, 32.1364)	(2, 32.299)	(3, 32.3385)	(4, 35.8692)	(5, 35.8631)	(6, 35.8568)	(7, 35.8421)	(8, 35.8434)	(9, 37.5466)	(10, 37.5609)	(11, 37.5429)	(12, 37.5122)	(13, 37.4798)	(14, 38.8875)	(15, 38.8822)	(16, 38.864)	(17, 38.8571)	(18, 38.8286)	(19, 38.8967)	(20, 38.8589)	(21, 38.8408)	(22, 38.8368)	(23, 38.811)	(24, 38.7744)	(25, 38.7402)	(26, 38.7157)	(27, 38.6815)	(28, 38.636)	(29, 38.6247)	(30, 38.5572)	(31, 38.5329)	(32, 38.5098)	(33, 38.4256)	(34, 38.4197)	(35, 38.3685)	(36, 38.3355)	(37, 38.3144)	(38, 38.252)	(39, 38.2303)	(40, 38.1836)	(41, 38.1218)	(42, 38.0738)	(43, 38.0401)	(44, 37.985)	(45, 37.9478)	(46, 37.8805)	(47, 37.827)	(48, 37.761)	(49, 37.7235)	(50, 37.6781)	(51, 37.5815)	(52, 37.53)	(53, 37.447)	(54, 37.3544)	(55, 37.282)	(56, 37.1778)	(57, 37.066)	(58, 36.9664)	(59, 36.8565)	(60, 36.7361)	(61, 36.5884)	(62, 36.4373)	(63, 36.288)	(64, 36.1662)	(65, 35.9934)	(66, 35.8582)	(67, 35.6848)	(68, 35.5276)	(69, 35.3618)	(70, 35.1903)	(71, 35.0072)	(72, 34.8331)	(73, 34.6781)	(74, 34.5051)	(75, 34.354)	(76, 34.1651)	(77, 34.0297)	(78, 33.8851)	(79, 33.7536)	(80, 33.5734)	(81, 33.4375)	(82, 33.2882)	(83, 33.1614)	(84, 33.0465)	(85, 32.9289)	(86, 32.8263)	(87, 32.675)	(88, 32.5656)	(89, 32.4924)	(90, 32.4165)	(91, 32.3392)	(92, 32.2351)	(93, 32.1458)	(94, 32.0469)	(95, 31.9415)	(96, 31.8391)	(97, 31.7599)	(98, 31.6349)	(99, 31.4958)	(100, 31.3614)
SRR7543038	(1, 32.0649)	(2, 32.1948)	(3, 32.2097)	(4, 35.788)	(5, 35.8012)	(6, 35.7955)	(7, 35.7808)	(8, 35.7882)	(9, 37.483)	(10, 37.4873)	(11, 37.4491)	(12, 37.449)	(13, 37.43)	(14, 38.798)	(15, 38.7699)	(16, 38.7766)	(17, 38.7733)	(18, 38.7484)	(19, 38.7947)	(20, 38.7474)	(21, 38.7526)	(22, 38.7244)	(23, 38.6759)	(24, 38.6626)	(25, 38.6416)	(26, 38.6013)	(27, 38.5666)	(28, 38.5215)	(29, 38.4659)	(30, 38.421)	(31, 38.4005)	(32, 38.373)	(33, 38.328)	(34, 38.2727)	(35, 38.1807)	(36, 38.1754)	(37, 38.154)	(38, 38.0926)	(39, 38.0547)	(40, 38.0078)	(41, 37.9289)	(42, 37.8406)	(43, 37.8075)	(44, 37.7498)	(45, 37.7121)	(46, 37.633)	(47, 37.5783)	(48, 37.5033)	(49, 37.4594)	(50, 37.4099)	(51, 37.3056)	(52, 37.2507)	(53, 37.1589)	(54, 37.0559)	(55, 36.9731)	(56, 36.8497)	(57, 36.7188)	(58, 36.6226)	(59, 36.4971)	(60, 36.3718)	(61, 36.2107)	(62, 36.0545)	(63, 35.8953)	(64, 35.7735)	(65, 35.598)	(66, 35.4577)	(67, 35.274)	(68, 35.1095)	(69, 34.9376)	(70, 34.7659)	(71, 34.5843)	(72, 34.4124)	(73, 34.2521)	(74, 34.0775)	(75, 33.9303)	(76, 33.7472)	(77, 33.6198)	(78, 33.4821)	(79, 33.3604)	(80, 33.1846)	(81, 33.0584)	(82, 32.9174)	(83, 32.8028)	(84, 32.6959)	(85, 32.5834)	(86, 32.4899)	(87, 32.3398)	(88, 32.24)	(89, 32.1733)	(90, 32.1073)	(91, 32.0314)	(92, 31.9243)	(93, 31.8386)	(94, 31.7348)	(95, 31.6292)	(96, 31.5302)	(97, 31.4455)	(98, 31.3143)	(99, 31.1655)	(100, 31.0196)
