Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54
SRR7543034_1	(1, 32.418709343426684)	(2, 32.58922232925756)	(3, 32.61345322977032)	(4, 36.12518936405838)	(5, 36.08223091568312)	(6, 36.01220975302649)	(7, 36.02137974453108)	(8, 35.998849934767435)	(9, 37.743217103067444)	(10, 37.723806244121484)	(12, 37.68820807670136)	(14, 39.09055062729452)	(16, 39.0688922221548)	(18, 39.064976941047966)	(20, 39.058022125974695)	(22, 39.00786956900998)	(24, 38.96947383491611)	(26, 38.873265250007584)	(28, 38.8184257145241)	(30, 38.74712309232683)	(32, 38.679312820473925)	(34, 38.622605339209315)	(36, 38.54678399678388)	(38, 38.465773024818716)	(40, 38.380424694317185)	(42, 38.285422286022026)	(44, 38.21288140189326)	(46, 38.09806329454777)	(48, 37.97827114748627)	(50, 37.86473707864316)	(52, 37.723162869019085)	(54, 37.552444173063506)	(56, 37.37545886556024)	(58, 37.2021150709973)	(60, 36.98053274522892)	(62, 36.75650524136047)	(64, 36.51464421705756)	(66, 36.25799785339361)	(68, 35.950743954610274)	(70, 35.671086273855394)	(72, 35.368618397099425)	(74, 35.06132247641008)	(76, 34.7557266414333)	(78, 34.457996886282956)	(80, 34.18432000743348)	(82, 33.92031658651658)	(84, 33.69694195819048)	(86, 33.48147163900603)	(88, 33.31569040322825)	(90, 33.18335964759246)	(92, 33.03300769516672)	(94, 32.872280579659574)	(96, 32.7244243984951)	(98, 32.53337608847356)	(100, 32.388401271276436)
SRR7543034_2	(1, 32.01890337237173)	(2, 32.15485133044085)	(3, 32.23582864316272)	(4, 35.78003974635153)	(5, 35.76739369368003)	(6, 35.75919164719804)	(7, 35.73497986134288)	(8, 35.711039397433176)	(9, 37.414993249188385)	(10, 37.44916978291211)	(12, 37.37839747868564)	(14, 38.75434426105161)	(16, 38.73176892123547)	(18, 38.73398840225735)	(20, 38.72701868230226)	(22, 38.70156247155557)	(24, 38.62031774325678)	(26, 38.56244654343275)	(28, 38.49704196880973)	(30, 38.40556189128918)	(32, 38.318009022573506)	(34, 38.25342503185776)	(36, 38.16353221047362)	(38, 38.07573492824419)	(40, 37.98564125125156)	(42, 37.87755814041688)	(44, 37.78330880791286)	(46, 37.66699406838799)	(48, 37.54782108073667)	(50, 37.43690975909463)	(52, 37.2987387549683)	(54, 37.118073534542916)	(56, 36.913467300282164)	(58, 36.70539380366516)	(60, 36.46260827846719)	(62, 36.167954333414244)	(64, 35.88792562350193)	(66, 35.58123630874723)	(68, 35.257917147061505)	(70, 34.91607645104524)	(72, 34.57934835704967)	(74, 34.25533020191753)	(76, 33.92378242665129)	(78, 33.65574202038897)	(80, 33.34491038107952)	(82, 33.06902130298249)	(84, 32.83751397569708)	(86, 32.597900706180404)	(88, 32.37420334734064)	(90, 32.227851649018476)	(92, 32.033941999908976)	(94, 31.83230098379805)	(96, 31.637575188112507)	(98, 31.396688385569952)	(100, 31.181026275069026)
SRR7543034_clean_1	(1, 39.16070818623161)	(2, 39.16722935065832)	(3, 39.14226292639254)	(4, 39.14348119768525)	(5, 39.12412587877796)	(6, 39.154491878866274)	(7, 39.145544121648186)	(8, 39.1206797406189)	(9, 39.089594347282905)	(10, 39.070126321890875)	(12, 39.003814531211404)	(14, 38.93565537615717)	(16, 38.87888723123264)	(18, 38.81125053677789)	(20, 38.74339878408118)	(22, 38.68639170912201)	(24, 38.607396630606374)	(26, 38.53221000929997)	(28, 38.433636859898996)	(30, 38.362948316797585)	(32, 38.26915052862137)	(34, 38.152259364906186)	(36, 38.037057275140924)	(38, 37.91299664850058)	(40, 37.75929005134364)	(42, 37.599361227079555)	(44, 37.43463208174613)	(46, 37.244683502165515)	(48, 37.035532388923656)	(50, 36.82132516342247)	(52, 36.57673330389261)	(54, 36.30642909115819)	(56, 36.02374370497179)	(58, 35.740151840262)	(60, 35.42146566007515)	(62, 35.12967186267662)	(64, 34.8234728398936)	(66, 34.54289013931188)	(68, 34.27590599264636)	(70, 34.01921219428964)	(72, 33.8121813109044)	(74, 33.614182916699676)	(76, 33.47911673995236)	(78, 33.342601752642175)	(80, 33.20159388544835)	(82, 33.06604720819635)	(84, 32.90472562064804)	(86, 32.75044618433923)							
SRR7543034_clean_2	(1, 38.87562321672599)	(2, 38.87147280283577)	(3, 38.859458040889415)	(4, 38.84518290170317)	(5, 38.81069479450301)	(6, 38.89836451224702)	(7, 38.86315195977198)	(8, 38.832259893247965)	(9, 38.831379336476004)	(10, 38.79314839057261)	(12, 38.712324671034935)	(14, 38.65330218430759)	(16, 38.58820010347014)	(18, 38.519351674505984)	(20, 38.4093613871247)	(22, 38.346212126909236)	(24, 38.25722971124193)	(26, 38.18924863050533)	(28, 38.07053759932681)	(30, 37.97782372165875)	(32, 37.88069099776959)	(34, 37.755310635076455)	(36, 37.660520914139255)	(38, 37.52129228927599)	(40, 37.374525981978145)	(42, 37.20893998635181)	(44, 37.01529908887152)	(46, 36.82369663857756)	(48, 36.589347944452015)	(50, 36.34702436232196)	(52, 36.08052108485256)	(54, 35.79616469028394)	(56, 35.48891532027355)	(58, 35.15323915910914)	(60, 34.837878001132786)	(62, 34.51074408395698)	(64, 34.21668793323256)	(66, 33.93043350575677)	(68, 33.632267234278686)	(70, 33.37778710002115)	(72, 33.15248808361588)	(74, 32.88858956604937)	(76, 32.72681760767757)	(78, 32.56157165750727)	(80, 32.379312938988484)	(82, 32.1764625017652)	(84, 31.982147579320127)	(86, 31.726051250087643)							
SRR7543035_1	(1, 32.44882784354006)	(2, 32.61150367034178)	(3, 32.64324122873965)	(4, 36.15685037150004)	(5, 36.110335463173605)	(6, 36.03334664483503)	(7, 36.037075059539326)	(8, 36.02088250507076)	(9, 37.7717724288111)	(10, 37.745796732952556)	(12, 37.71253711417752)	(14, 39.1169187200762)	(16, 39.090473941673125)	(18, 39.0853099927413)	(20, 39.07333693157693)	(22, 39.01772775832201)	(24, 38.975656053181126)	(26, 38.88577508850079)	(28, 38.829215898115606)	(30, 38.744691618636395)	(32, 38.671252934473756)	(34, 38.604033676627324)	(36, 38.53084001102469)	(38, 38.44695026358606)	(40, 38.353928528817164)	(42, 38.248155164173895)	(44, 38.15689857118957)	(46, 38.02258524138004)	(48, 37.87900511508269)	(50, 37.74436082379226)	(52, 37.577981265359746)	(54, 37.377590972852204)	(56, 37.18380078839195)	(58, 36.99690457594605)	(60, 36.735759262172316)	(62, 36.49297632207957)	(64, 36.233195471945365)	(66, 35.95570738064308)	(68, 35.643218316181965)	(70, 35.350380269305035)	(72, 35.05563593928822)	(74, 34.75517984191502)	(76, 34.4583188081604)	(78, 34.180267588679094)	(80, 33.9448618881014)	(82, 33.71672219698601)	(84, 33.523186591871195)	(86, 33.32293304567381)	(88, 33.19106479821285)	(90, 33.091517754482695)	(92, 32.95513021331507)	(94, 32.808825471465454)	(96, 32.66817679862744)	(98, 32.48522525377116)	(100, 32.34455466819617)
SRR7543035_2	(1, 32.019711548395655)	(2, 32.14499662227241)	(3, 32.18733861227553)	(4, 35.75861433016346)	(5, 35.748485354959676)	(6, 35.73405602595268)	(7, 35.694787068185775)	(8, 35.686991716152235)	(9, 37.375458542767994)	(10, 37.40622496282333)	(12, 37.33115096775978)	(14, 38.69640377825577)	(16, 38.670645064318464)	(18, 38.67061869404753)	(20, 38.64675966026759)	(22, 38.61615544029104)	(24, 38.52354250721037)	(26, 38.45389266441552)	(28, 38.38035795580659)	(30, 38.28100773094692)	(32, 38.183703534999395)	(34, 38.11471149090596)	(36, 38.02699315922678)	(38, 37.93069038785711)	(40, 37.826324583291395)	(42, 37.71520905167673)	(44, 37.61015155865381)	(46, 37.48047900076586)	(48, 37.34785713845317)	(50, 37.212866784223365)	(52, 37.051610015437234)	(54, 36.86306351560953)	(56, 36.6289487085316)	(58, 36.39095424303908)	(60, 36.11048639443993)	(62, 35.77139158044324)	(64, 35.463696822869764)	(66, 35.126720420637895)	(68, 34.76800479197397)	(70, 34.4112264617212)	(72, 34.069695626251026)	(74, 33.74789244045568)	(76, 33.42057630581583)	(78, 33.15599367096834)	(80, 32.8739683516756)	(82, 32.62583039274956)	(84, 32.406885156928524)	(86, 32.193524982019895)	(88, 31.985205653119543)	(90, 31.849205271687943)	(92, 31.657420644231134)	(94, 31.45330129130176)	(96, 31.245843703695805)	(98, 30.994181501784013)	(100, 30.772707469460478)
SRR7543035_clean_1	(1, 39.19125604944318)	(2, 39.20392321843755)	(3, 39.170969960480555)	(4, 39.172612505819366)	(5, 39.153436268892605)	(6, 39.180662362480994)	(7, 39.16564863340788)	(8, 39.147658778321016)	(9, 39.10717952337646)	(10, 39.087452862184946)	(12, 39.02368062320572)	(14, 38.95971943800113)	(16, 38.89215003392029)	(18, 38.8214644823141)	(20, 38.73842919901665)	(22, 38.68465957954814)	(24, 38.602358825232685)	(26, 38.52394694862251)	(28, 38.41333252386715)	(30, 38.334142587171144)	(32, 38.21324530876973)	(34, 38.0789888867003)	(36, 37.937236259906086)	(38, 37.795398758076715)	(40, 37.60728934916625)	(42, 37.42216721447906)	(44, 37.24422763031748)	(46, 37.03188670746931)	(48, 36.78859642857171)	(50, 36.55727940996246)	(52, 36.29679104685812)	(54, 36.00895492249922)	(56, 35.719754519907674)	(58, 35.42592077142375)	(60, 35.121281409556445)	(62, 34.837094508415035)	(64, 34.53918891991066)	(66, 34.29670002405893)	(68, 34.06447063461097)	(70, 33.8379739274789)	(72, 33.655401109423565)	(74, 33.484676953574365)	(76, 33.38229258434595)	(78, 33.27204452227242)	(80, 33.144108034726194)	(82, 33.01756672067067)	(84, 32.857681379407424)	(86, 32.7150613493026)							
SRR7543035_clean_2	(1, 38.832387922696576)	(2, 38.82907208419535)	(3, 38.81444253303968)	(4, 38.79849248177491)	(5, 38.76761079472846)	(6, 38.84614863548888)	(7, 38.80127702846238)	(8, 38.766090306357896)	(9, 38.76429542339031)	(10, 38.71790806332795)	(12, 38.630130437873646)	(14, 38.55989724875779)	(16, 38.4851909520537)	(18, 38.41012765782871)	(20, 38.29247807582498)	(22, 38.226932655726046)	(24, 38.13614091540688)	(26, 38.06038551910013)	(28, 37.925465852885594)	(30, 37.835324085033534)	(32, 37.72166656006855)	(34, 37.58145574126844)	(36, 37.470575330851254)	(38, 37.304788268533144)	(40, 37.14529272480163)	(42, 36.96638186282716)	(44, 36.74248971569183)	(46, 36.52126423476598)	(48, 36.25806156547116)	(50, 35.98534717853635)	(52, 35.701668610042105)	(54, 35.381826902960086)	(56, 35.056813351419436)	(58, 34.71236599161806)	(60, 34.39354040510129)	(62, 34.07566615559429)	(64, 33.77815638830671)	(66, 33.512364415079716)	(68, 33.24434392345427)	(70, 33.00777975122189)	(72, 32.80095323710178)	(74, 32.561843114239785)	(76, 32.4067896926863)	(78, 32.25149157707332)	(80, 32.06639552418485)	(82, 31.848364215930516)	(84, 31.64940106974585)	(86, 31.37795331013578)							
SRR7543036_1	(1, 32.44455200758186)	(2, 32.61044318496643)	(3, 32.639235272095235)	(4, 36.14436323492058)	(5, 36.10073223568775)	(6, 36.02689129071351)	(7, 36.0383764226953)	(8, 36.018986338788885)	(9, 37.76861238766204)	(10, 37.748990379249555)	(12, 37.713123444629005)	(14, 39.12237737644694)	(16, 39.10137171017163)	(18, 39.09847088039394)	(20, 39.08959104587827)	(22, 39.031847024496074)	(24, 38.993639756860404)	(26, 38.900807335461074)	(28, 38.84266285790837)	(30, 38.765813902177)	(32, 38.69512664896625)	(34, 38.631108176520065)	(36, 38.56092303588813)	(38, 38.47378135269361)	(40, 38.38486482040801)	(42, 38.28345562053961)	(44, 38.20630909034003)	(46, 38.08735905464742)	(48, 37.96043188216679)	(50, 37.83853471348155)	(52, 37.68747288230935)	(54, 37.51174257269777)	(56, 37.33056129556825)	(58, 37.150081853937735)	(60, 36.92186371171042)	(62, 36.68328001226498)	(64, 36.43631291583684)	(66, 36.168876079526996)	(68, 35.86214236677959)	(70, 35.57914476973158)	(72, 35.27265964118921)	(74, 34.96340713243201)	(76, 34.657257540975124)	(78, 34.366753105066934)	(80, 34.10379529868884)	(82, 33.848146564421825)	(84, 33.63090163924559)	(86, 33.42174565355978)	(88, 33.268693944949646)	(90, 33.14046813281189)	(92, 32.98998803683139)	(94, 32.83419579699226)	(96, 32.68652693385356)	(98, 32.49972465279468)	(100, 32.35147373201849)
SRR7543036_2	(1, 32.08891511352413)	(2, 32.249031888770475)	(3, 32.290177475880625)	(4, 35.80429913957706)	(5, 35.816187543755895)	(6, 35.79174864671653)	(7, 35.76973621871008)	(8, 35.76842545509138)	(9, 37.468670006574456)	(10, 37.49648559888328)	(12, 37.441029588313256)	(14, 38.817136308238226)	(16, 38.795021750902976)	(18, 38.80789782802238)	(20, 38.784378847315644)	(22, 38.75260441611431)	(24, 38.66917619056873)	(26, 38.59793480352562)	(28, 38.527619330306756)	(30, 38.43863495542767)	(32, 38.35026838667561)	(34, 38.27958055306245)	(36, 38.191768505077704)	(38, 38.10804283404222)	(40, 38.01077471942487)	(42, 37.90760174110406)	(44, 37.80552503546474)	(46, 37.68645369566724)	(48, 37.562958507160275)	(50, 37.44556358450341)	(52, 37.28889248642847)	(54, 37.12178598937803)	(56, 36.91304028371101)	(58, 36.69790533628)	(60, 36.43487368981678)	(62, 36.13071539455929)	(64, 35.8415760866294)	(66, 35.52256488512074)	(68, 35.191193562743905)	(70, 34.84533614844269)	(72, 34.50584544769319)	(74, 34.17965466830131)	(76, 33.85860249244574)	(78, 33.578657876593894)	(80, 33.282774658031194)	(82, 33.004427976015535)	(84, 32.77187571099296)	(86, 32.538988338812615)	(88, 32.319875721655166)	(90, 32.16130533191193)	(92, 31.95980373627821)	(94, 31.75797614795429)	(96, 31.540619312593734)	(98, 31.29963603609398)	(100, 31.084471681607226)
SRR7543036_clean_1	(1, 39.191450193249075)	(2, 39.19904114480333)	(3, 39.17310794526449)	(4, 39.176327210341924)	(5, 39.15768213789261)	(6, 39.187386580252706)	(7, 39.17865982918216)	(8, 39.15127672027851)	(9, 39.11550524685049)	(10, 39.0936905125222)	(12, 39.031082265242475)	(14, 38.963392270885606)	(16, 38.900240028740114)	(18, 38.83064365748965)	(20, 38.756034126300676)	(22, 38.70006229706813)	(24, 38.6212580587154)	(26, 38.54097092968248)	(28, 38.437428320863056)	(30, 38.36386080677634)	(32, 38.26332551215412)	(34, 38.139507355380104)	(36, 38.01839736264955)	(38, 37.888018111203806)	(40, 37.7232691578466)	(42, 37.55834593716779)	(44, 37.38784547239349)	(46, 37.19772340520075)	(48, 36.97420762265098)	(50, 36.75173565802327)	(52, 36.502253116090344)	(54, 36.22323205904247)	(56, 35.94194503616676)	(58, 35.650505877483184)	(60, 35.33294816341241)	(62, 35.039452938424404)	(64, 34.733507242949)	(66, 34.46653349199062)	(68, 34.20571797161123)	(70, 33.95713116782522)	(72, 33.75616030852554)	(74, 33.571393175348646)	(76, 33.44019254593234)	(78, 33.310486137184384)	(80, 33.168618292539556)	(82, 33.03424144467448)	(84, 32.87730225635971)	(86, 32.72335755255496)							
SRR7543036_clean_2	(1, 38.93538925322647)	(2, 38.93474651125264)	(3, 38.91682295975462)	(4, 38.91216078399999)	(5, 38.88862826553843)	(6, 38.96663463163217)	(7, 38.91975562857422)	(8, 38.88973624527146)	(9, 38.88475799128742)	(10, 38.840818065222436)	(12, 38.75859006888852)	(14, 38.68623295595389)	(16, 38.6222885061122)	(18, 38.54700740710478)	(20, 38.44417149076726)	(22, 38.37234691234743)	(24, 38.28945113186057)	(26, 38.218037223307434)	(28, 38.09943308880648)	(30, 38.01050494262629)	(32, 37.902238241537745)	(34, 37.77262571819111)	(36, 37.677698996856236)	(38, 37.521104389406275)	(40, 37.3749876702808)	(42, 37.21836618349623)	(44, 37.01639396208611)	(46, 36.81523344570674)	(48, 36.567601123637324)	(50, 36.30974989505005)	(52, 36.04245829399352)	(54, 35.738622775714795)	(56, 35.43161347738867)	(58, 35.09199653303202)	(60, 34.76920475290652)	(62, 34.45119564912728)	(64, 34.15256989013737)	(66, 33.86856187863356)	(68, 33.57750064156434)	(70, 33.322253262246036)	(72, 33.09544147005937)	(74, 32.8474930454321)	(76, 32.66916328397671)	(78, 32.49930947825112)	(80, 32.31284120676894)	(82, 32.094203002114384)	(84, 31.89255600696602)	(86, 31.63589335039706)							
SRR7543037_1	(1, 32.44543568729367)	(2, 32.61515062996732)	(3, 32.64010132902501)	(4, 36.14070584338582)	(5, 36.098300180885204)	(6, 36.028300221997874)	(7, 36.03723890687949)	(8, 36.01440208422257)	(9, 37.759729497612675)	(10, 37.74257623791037)	(12, 37.70490509456599)	(14, 39.11692993884648)	(16, 39.09687950098075)	(18, 39.09393506960217)	(20, 39.08776635079838)	(22, 39.0374901685377)	(24, 39.0048135292728)	(26, 38.918310971379576)	(28, 38.86607073677171)	(30, 38.79406856454694)	(32, 38.729385633357005)	(34, 38.67109501064027)	(36, 38.60482787126928)	(38, 38.522177201507006)	(40, 38.442982868561636)	(42, 38.35529073140176)	(44, 38.27966811428942)	(46, 38.16042611489389)	(48, 38.042045241435204)	(50, 37.926298161515234)	(52, 37.78097810623872)	(54, 37.61010457692586)	(56, 37.43469492343925)	(58, 37.26446965658377)	(60, 37.03980504899418)	(62, 36.80687083885763)	(64, 36.560616097591776)	(66, 36.298433438641496)	(68, 35.98894809757449)	(70, 35.69987530211223)	(72, 35.393043572998764)	(74, 35.07659632851215)	(76, 34.7645113226926)	(78, 34.463276978054374)	(80, 34.18523460628347)	(82, 33.91857417152438)	(84, 33.69224434271226)	(86, 33.47187627258206)	(88, 33.307826629350416)	(90, 33.176079921763645)	(92, 33.02332756561239)	(94, 32.85949197180261)	(96, 32.70496373282795)	(98, 32.51207073234419)	(100, 32.37135750976136)
SRR7543037_2	(1, 32.136442775855734)	(2, 32.298986825708745)	(3, 32.33848434666751)	(4, 35.869176429959246)	(5, 35.863122800274546)	(6, 35.856769996859626)	(7, 35.842107268856935)	(8, 35.843426721990966)	(9, 37.54664996578688)	(10, 37.551911860340894)	(12, 37.49603476213211)	(14, 38.884874248468314)	(16, 38.8605462745755)	(18, 38.86265551262386)	(20, 38.849896274844305)	(22, 38.82388887477471)	(24, 38.757297815009224)	(26, 38.698600018743164)	(28, 38.63035143320346)	(30, 38.54505822028315)	(32, 38.46766309369461)	(34, 38.394105755699876)	(36, 38.3249525596695)	(38, 38.241174085061274)	(40, 38.15269179402721)	(42, 38.0569409675835)	(44, 37.96640747061472)	(46, 37.853719515878296)	(48, 37.742232261912584)	(50, 37.62978020429202)	(52, 37.48852743063634)	(54, 37.318195850635355)	(56, 37.12188752058664)	(58, 36.911449556810695)	(60, 36.662204685853354)	(62, 36.362635799626126)	(64, 36.07982981357935)	(66, 35.77149151597907)	(68, 35.444679504080014)	(70, 35.098773819916175)	(72, 34.75559799062357)	(74, 34.429519181010335)	(76, 34.09738858651165)	(78, 33.81934468619279)	(80, 33.50548777704536)	(82, 33.22480726328037)	(84, 32.98768849499906)	(86, 32.75067134880231)	(88, 32.52900293238747)	(90, 32.37785526168899)	(92, 32.19044337061901)	(94, 31.994180528049014)	(96, 31.79953359785295)	(98, 31.565334646057345)	(100, 31.36143633750634)
SRR7543037_clean_1	(1, 39.18227061074842)	(2, 39.191969909396626)	(3, 39.16634646266199)	(4, 39.16862995229839)	(5, 39.149280542966544)	(6, 39.18028321336935)	(7, 39.17144491842782)	(8, 39.14795648654763)	(9, 39.11494037807863)	(10, 39.09968734029316)	(12, 39.04107012864206)	(14, 38.98119680211789)	(16, 38.921946174864175)	(18, 38.857481971646514)	(20, 38.789189974957004)	(22, 38.738650305828045)	(24, 38.66263470027651)	(26, 38.589780921735304)	(28, 38.49814610132871)	(30, 38.43217467278484)	(32, 38.331050701003505)	(34, 38.21344822527359)	(36, 38.09786419749514)	(38, 37.97218693869861)	(40, 37.81473811266744)	(42, 37.655727729506054)	(44, 37.495075976485026)	(46, 37.30949062469834)	(48, 37.091801652402)	(50, 36.87390416644388)	(52, 36.62478227063929)	(54, 36.351622470833995)	(56, 36.062608640234586)	(58, 35.771975965454246)	(60, 35.44853204177298)	(62, 35.1497442056576)	(64, 34.83617679798466)	(66, 34.55462973749471)	(68, 34.282024992130815)	(70, 34.023485270044105)	(72, 33.80974492944128)	(74, 33.6143359825098)	(76, 33.47754867630316)	(78, 33.34296556982703)	(80, 33.19652524502118)	(82, 33.053130487503864)	(84, 32.888155791654036)	(86, 32.73583976690395)							
SRR7543037_clean_2	(1, 38.99859337424186)	(2, 38.99418231760186)	(3, 38.97713520506934)	(4, 38.97026137455606)	(5, 38.942124733605375)	(6, 39.00957477486862)	(7, 38.97205968225432)	(8, 38.95502993017988)	(9, 38.95050045806962)	(10, 38.909293722983456)	(12, 38.84755374535273)	(14, 38.78214146822967)	(16, 38.71672632448775)	(18, 38.64900553509272)	(20, 38.55433986804552)	(22, 38.48503900905648)	(24, 38.417133523676824)	(26, 38.34310156478811)	(28, 38.237625851265236)	(30, 38.15431121793151)	(32, 38.05741173144743)	(34, 37.93830947824215)	(36, 37.84736915653143)	(38, 37.706232677718845)	(40, 37.56374138661408)	(42, 37.40824320094269)	(44, 37.216188837141715)	(46, 37.021957473704134)	(48, 36.779275037429784)	(50, 36.53044604869316)	(52, 36.26235149008805)	(54, 35.971058315883006)	(56, 35.66068422817564)	(58, 35.316913002090544)	(60, 34.996471807142)	(62, 34.669042730490865)	(64, 34.368552542851816)	(66, 34.07490383434296)	(68, 33.77363890304233)	(70, 33.513302962704074)	(72, 33.28627110515452)	(74, 33.027899040860675)	(76, 32.86191461693768)	(78, 32.69860050041081)	(80, 32.51799953167131)	(82, 32.31357295132775)	(84, 32.12199834457513)	(86, 31.87105651816922)							
SRR7543038_1	(1, 32.42332020924321)	(2, 32.590438773973254)	(3, 32.61687933840874)	(4, 36.12578003191707)	(5, 36.08385024006058)	(6, 36.01330414756539)	(7, 36.02273149846854)	(8, 36.00165176359164)	(9, 37.744628363051255)	(10, 37.72687495326278)	(12, 37.69138551651969)	(14, 39.092131416044175)	(16, 39.071275564786625)	(18, 39.06686865236471)	(20, 39.05793924532715)	(22, 39.00355501704837)	(24, 38.965129079676025)	(26, 38.875676152041244)	(28, 38.82250496040248)	(30, 38.74306810961379)	(32, 38.67185678243746)	(34, 38.61020008309177)	(36, 38.538475537605095)	(38, 38.451743175152075)	(40, 38.36214423778018)	(42, 38.266371163547134)	(44, 38.18208416840963)	(46, 38.05517549608955)	(48, 37.92487269652803)	(50, 37.79744212964894)	(52, 37.643711714346345)	(54, 37.4563538277349)	(56, 37.26890494669037)	(58, 37.08431528395526)	(60, 36.84362927481578)	(62, 36.60494057755603)	(64, 36.353866504993164)	(66, 36.08945879775406)	(68, 35.77825255801445)	(70, 35.48978711489097)	(72, 35.18867283883671)	(74, 34.89052782686819)	(76, 34.59054407208203)	(78, 34.30153434603761)	(80, 34.04559935965644)	(82, 33.797625165125545)	(84, 33.589002460444576)	(86, 33.3888974353646)	(88, 33.24401315331432)	(90, 33.12652763028745)	(92, 32.97965574404824)	(94, 32.82911500291762)	(96, 32.683602102382466)	(98, 32.50097187636467)	(100, 32.35724511509757)
SRR7543038_2	(1, 32.064895002981324)	(2, 32.19482907714292)	(3, 32.209663156780266)	(4, 35.787980634977025)	(5, 35.80115909828294)	(6, 35.79547457790885)	(7, 35.78082194108008)	(8, 35.788195356963165)	(9, 37.482997965480365)	(10, 37.46820365703881)	(12, 37.43950544775889)	(14, 38.78395664545283)	(16, 38.774938458549144)	(18, 38.77153482080437)	(20, 38.75000360246339)	(22, 38.700192864513554)	(24, 38.65213342432271)	(26, 38.58392374548194)	(28, 38.493696508158784)	(30, 38.41072405570334)	(32, 38.35053523504974)	(34, 38.22670535687064)	(36, 38.16471125459617)	(38, 38.07363878076864)	(40, 37.96838013982412)	(42, 37.82402237865425)	(44, 37.73094646496715)	(46, 37.60566842684292)	(48, 37.48135428657498)	(50, 37.35775167453875)	(52, 37.204796130150406)	(54, 37.014522690286285)	(56, 36.78427178136582)	(58, 36.5598682393328)	(60, 36.291249942550195)	(62, 35.97489128523911)	(64, 35.685732910179134)	(66, 35.365845037041666)	(68, 35.0235511309384)	(70, 34.67513425053821)	(72, 34.33227870901667)	(74, 34.003896105866005)	(76, 33.68346360093746)	(78, 33.42126472705993)	(80, 33.121476491234034)	(82, 32.86008716292888)	(84, 32.639667748214656)	(86, 32.4148090368287)	(88, 32.20665108784535)	(90, 32.069344159026535)	(92, 31.881445614709943)	(94, 31.68196975417245)	(96, 31.487886485544415)	(98, 31.239897441280227)	(100, 31.019591515538902)
SRR7543038_clean_1	(1, 39.1614560551613)	(2, 39.174589541663494)	(3, 39.14586613244493)	(4, 39.149089679726806)	(5, 39.1287217500489)	(6, 39.15853461888394)	(7, 39.14741731704109)	(8, 39.12403251020907)	(9, 39.086697763275545)	(10, 39.069491880372816)	(12, 39.00618996961186)	(14, 38.943417201115494)	(16, 38.88237154481394)	(18, 38.81153769897638)	(20, 38.73523383030253)	(22, 38.68308479929624)	(24, 38.6016241417157)	(26, 38.52134103113903)	(28, 38.41881190042992)	(30, 38.34603318024172)	(32, 38.236079914138436)	(34, 38.109538859900795)	(36, 37.97972559558397)	(38, 37.84690666972918)	(40, 37.67379867079191)	(42, 37.5003339503776)	(44, 37.325915621409386)	(46, 37.121704874760226)	(48, 36.89434820964733)	(50, 36.66759624065931)	(52, 36.418006296639035)	(54, 36.14165286625078)	(56, 35.85128249582054)	(58, 35.561410463733594)	(60, 35.25031222162768)	(62, 34.97024450585471)	(64, 34.665772963101816)	(66, 34.40127315286328)	(68, 34.152086679300254)	(70, 33.9102955942005)	(72, 33.71736644438828)	(74, 33.540679359851126)	(76, 33.42264569605564)	(78, 33.29611217455525)	(80, 33.16195785266373)	(82, 33.026590098405)	(84, 32.865325339874914)	(86, 32.71642602516215)							
SRR7543038_clean_2	(1, 38.91931504285709)	(2, 38.893291661912386)	(3, 38.9001249691532)	(4, 38.89677798829973)	(5, 38.87339355223188)	(6, 38.91898086075189)	(7, 38.872222771674124)	(8, 38.878375448589885)	(9, 38.85001446134748)	(10, 38.79763591187145)	(12, 38.753120837882534)	(14, 38.67972116495214)	(16, 38.58176982855278)	(18, 38.52771338582551)	(20, 38.44633696895409)	(22, 38.32529987792281)	(24, 38.271095871055884)	(26, 38.18152745074576)	(28, 38.03840912880709)	(30, 37.934553944595535)	(32, 37.829424969181005)	(34, 37.69890952387176)	(36, 37.59482225673831)	(38, 37.44422418477997)	(40, 37.28772944856523)	(42, 37.110323350538955)	(44, 36.89677370991114)	(46, 36.689828165525796)	(48, 36.43631369775329)	(50, 36.180075832825395)	(52, 35.91044710689502)	(54, 35.60823823632556)	(56, 35.290606870991674)	(58, 34.95111538278824)	(60, 34.62699454553848)	(62, 34.305578940817384)	(64, 34.019401687473845)	(66, 33.74120236284149)	(68, 33.45556672489491)	(70, 33.21555458750831)	(72, 33.00169418466139)	(74, 32.75336617919204)	(76, 32.60330861547185)	(78, 32.44565281208946)	(80, 32.26880676641286)	(82, 32.06460908498625)	(84, 31.86660832904114)	(86, 31.60100443998239)							
