Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRR7543029_1	(0.0, 0.0014160180346586752)	(1.0, 0.0012456039535645171)	(2.0, 0.0011278952583757685)	(3.0, 0.0016356238092645491)	(4.0, 0.0018007673517681665)	(5.0, 0.001463452881973544)	(6.0, 0.001431829650430298)	(7.0, 0.0013439873405879487)	(8.0, 0.0011647890285095555)	(9.0, 0.0009961317936122444)	(10.0, 0.001101542565423064)	(11.0, 0.001273713492714069)	(12.0, 0.0013633126487532655)	(13.0, 0.0016971134261541938)	(14.0, 0.002250519978160996)	(15.0, 0.003128943076584492)	(16.0, 0.005094853970856276)	(17.0, 0.00807622196690562)	(18.0, 0.01301120293384882)	(19.0, 0.02171813268542251)	(20.0, 0.03653713035582689)	(21.0, 0.060672683408110856)	(22.0, 0.0994849295888546)	(23.0, 0.1560395655115561)	(24.0, 0.2404648095010383)	(25.0, 0.3509282709739897)	(26.0, 0.4932170013028245)	(27.0, 0.6762522654751314)	(28.0, 0.8804715810890195)	(29.0, 1.0930798372928519)	(30.0, 1.3147130124098871)	(31.0, 1.5404958582438752)	(32.0, 1.7657498933726121)	(33.0, 1.9922372345315358)	(34.0, 2.220831034280479)	(35.0, 2.4494810531077214)	(36.0, 2.8101088719345033)	(37.0, 2.9999624561967737)	(38.0, 3.0830085759217307)	(39.0, 3.273445433121354)	(40.0, 3.4624996523640585)	(41.0, 3.6049008208494917)	(42.0, 3.6515240052214173)	(43.0, 3.8244187531455234)	(44.0, 3.8324387560341298)	(45.0, 3.601367803147632)	(46.0, 3.543941771511295)	(47.0, 3.4367267186563133)	(48.0, 3.1766660466756442)	(49.0, 2.982114655683005)	(50.0, 2.9246798398156826)	(51.0, 2.8654512839813804)	(52.0, 2.7338968839152806)	(53.0, 2.5234179253020272)	(54.0, 2.2543094954075955)	(55.0, 2.1609383905837682)	(56.0, 2.059222266324918)	(57.0, 1.918384690954679)	(58.0, 1.8787625386771887)	(59.0, 1.8013998163990315)	(60.0, 1.6477126679450533)	(61.0, 1.5241659728441823)	(62.0, 1.390290778952048)	(63.0, 1.235191126155805)	(64.0, 1.087338463921556)	(65.0, 0.9462935807000888)	(66.0, 0.8368596310984897)	(67.0, 0.7406810860521011)	(68.0, 0.6327650515645779)	(69.0, 0.5112264316667029)	(70.0, 0.41900254740941695)	(71.0, 0.34220377276044756)	(72.0, 0.2707563516270741)	(73.0, 0.22477968665558834)	(74.0, 0.20387848745169967)	(75.0, 0.20338129997799198)	(76.0, 0.21787879479437336)	(77.0, 0.19641189111509996)	(78.0, 0.15072861945848764)	(79.0, 0.13221848792850774)	(80.0, 0.12711133603427355)	(81.0, 0.1343407581342989)	(82.0, 0.18270497708729974)	(83.0, 0.18323730148494438)	(84.0, 0.17100438141629878)	(85.0, 0.1676365072569431)	(86.0, 0.13808986791837038)	(87.0, 0.09510159832772135)	(88.0, 0.029014314940928067)	(89.0, 0.007637010417693872)	(90.0, 0.002800412837774105)	(91.0, 0.0007765260190063703)	(92.0, 8.081492505496162e-05)	(93.0, 3.865061633063381e-05)	(94.0, 2.9866385346398855e-05)	(95.0, 2.4595846755857885e-05)	(96.0, 1.5811615771622926e-05)	(97.0, 5.270538590540975e-06)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR7543029_2	(0.0, 0.004880437794595163)	(1.0, 0.0032430842940326388)	(2.0, 0.0014124809167942803)	(3.0, 0.0012385560277860294)	(4.0, 0.0012315287595432718)	(5.0, 0.0012824764543032646)	(6.0, 0.0014300490874011743)	(7.0, 0.0015600535498921904)	(8.0, 0.0016654625735335546)	(9.0, 0.0018042511213280175)	(10.0, 0.0020976395704631477)	(11.0, 0.002438462080236892)	(12.0, 0.0028407731871347656)	(13.0, 0.0033133569764602147)	(14.0, 0.003963379288915294)	(15.0, 0.005189637597276498)	(16.0, 0.006955238743269349)	(17.0, 0.01001210042886891)	(18.0, 0.015621617303650175)	(19.0, 0.024553275240195103)	(20.0, 0.04076342625917623)	(21.0, 0.06703838221884695)	(22.0, 0.10776667213680939)	(23.0, 0.16949419638119229)	(24.0, 0.2552584916499276)	(25.0, 0.37096773371811376)	(26.0, 0.5218098033659666)	(27.0, 0.7061438334588023)	(28.0, 0.9069849166538756)	(29.0, 1.123741005601734)	(30.0, 1.3467777155415575)	(31.0, 1.5609003357154425)	(32.0, 1.7916196066616608)	(33.0, 2.0738610515467166)	(34.0, 2.3042992317632245)	(35.0, 2.4893746386556708)	(36.0, 2.6893021769791856)	(37.0, 2.9256731284096413)	(38.0, 3.181260144849918)	(39.0, 3.2943095658882204)	(40.0, 3.392440096447148)	(41.0, 3.4396422572337513)	(42.0, 3.483610117811625)	(43.0, 3.5686101976589604)	(44.0, 3.5995354483782758)	(45.0, 3.65856450161744)	(46.0, 3.599412471184028)	(47.0, 3.3831922114396793)	(48.0, 3.1030870561004216)	(49.0, 3.016860717944725)	(50.0, 2.929300955639965)	(51.0, 2.6717533313599593)	(52.0, 2.5481419261527924)	(53.0, 2.404761058561687)	(54.0, 2.214432768657779)	(55.0, 2.1290707844959416)	(56.0, 2.0643601848825086)	(57.0, 1.961010150836272)	(58.0, 1.863014895191017)	(59.0, 1.787861774968846)	(60.0, 1.6744117996407064)	(61.0, 1.571736383345775)	(62.0, 1.4508972354603755)	(63.0, 1.3057841462474307)	(64.0, 1.1729881014469796)	(65.0, 1.0160551470497166)	(66.0, 0.890901256463264)	(67.0, 0.7824476688557251)	(68.0, 0.6877253633945346)	(69.0, 0.6149211075825051)	(70.0, 0.5054942433233441)	(71.0, 0.38268746032997275)	(72.0, 0.3474351691901792)	(73.0, 0.309505488849895)	(74.0, 0.24092110761764132)	(75.0, 0.21207241466406063)	(76.0, 0.19002611736946934)	(77.0, 0.18245774947201937)	(78.0, 0.1731993235621862)	(79.0, 0.14875672779681454)	(80.0, 0.16776373157641322)	(81.0, 0.19354502194203022)	(82.0, 0.23618297200496205)	(83.0, 0.22046824339709534)	(84.0, 0.14423468068260004)	(85.0, 0.13484097985909377)	(86.0, 0.11410526809177675)	(87.0, 0.05677330013323876)	(88.0, 0.01581486718032601)	(89.0, 0.007584179250996155)	(90.0, 0.0028846936136520005)	(91.0, 0.000983817553986066)	(92.0, 0.00045150198459717667)	(93.0, 0.0003337952415309867)	(94.0, 0.0002512248396785847)	(95.0, 0.00017041125488687214)	(96.0, 0.00011594992600550063)	(97.0, 9.662493833791717e-05)	(98.0, 7.202949948826554e-05)	(99.0, 5.621814594206091e-05)	(100.0, 0.00010365220658067481)
SRR7543029_clean_1	(0.0, 0.006575242430688358)	(1.0, 0.0038983106310435866)	(2.0, 0.0010499572410270516)	(3.0, 0.0008188442040079776)	(4.0, 0.0007821110060711711)	(5.0, 0.0007989470551255408)	(6.0, 0.0008724134509991538)	(7.0, 0.001010162943262178)	(8.0, 0.001071384939823522)	(9.0, 0.0011448513356971351)	(10.0, 0.001337700624865369)	(11.0, 0.0016652383064685598)	(12.0, 0.002378474566408219)	(13.0, 0.003690155842735017)	(14.0, 0.005701298429775172)	(15.0, 0.006916555061517851)	(16.0, 0.009610322910216993)	(17.0, 0.016989104045772994)	(18.0, 0.029359008450992572)	(19.0, 0.05058314410889655)	(20.0, 0.08580721983046588)	(21.0, 0.14112894647321045)	(22.0, 0.2228113342853558)	(23.0, 0.2724317624983252)	(24.0, 0.34210851678479093)	(25.0, 0.4907570549856485)	(26.0, 0.6801564846476508)	(27.0, 0.9012245225809222)	(28.0, 1.1272438894860923)	(29.0, 1.363885272794656)	(30.0, 1.6085788792009499)	(31.0, 1.7341742745966333)	(32.0, 1.8539704163680437)	(33.0, 2.089968968712713)	(34.0, 2.4077999027611026)	(35.0, 2.6589769186032437)	(36.0, 2.8339356098263386)	(37.0, 3.089982835494934)	(38.0, 3.226766550762203)	(39.0, 3.2697260257492986)	(40.0, 3.323099362351478)	(41.0, 3.508638745130287)	(42.0, 3.6977626758077635)	(43.0, 3.816054287013679)	(44.0, 3.8633176683590364)	(45.0, 3.4782634515363764)	(46.0, 3.141432270855174)	(47.0, 2.9857141226013946)	(48.0, 2.7963299984385332)	(49.0, 2.7589095835903255)	(50.0, 2.746737120124016)	(51.0, 2.846536627268577)	(52.0, 2.665895004214675)	(53.0, 2.2665898371424484)	(54.0, 2.15851158551288)	(55.0, 2.1200519272730434)	(56.0, 2.0301795668709044)	(57.0, 1.909777327333537)	(58.0, 1.7917367263135233)	(59.0, 1.6830431936185128)	(60.0, 1.5635638756793075)	(61.0, 1.4061269198720692)	(62.0, 1.3093869820056614)	(63.0, 1.2143612600429712)	(64.0, 1.03858066351604)	(65.0, 0.9148127447177126)	(66.0, 0.8009627893623229)	(67.0, 0.6900958757893849)	(68.0, 0.5815293787372394)	(69.0, 0.5083017486502157)	(70.0, 0.4394178192192194)	(71.0, 0.3463619149958903)	(72.0, 0.2995974929225076)	(73.0, 0.2511923213412809)	(74.0, 0.229561059406244)	(75.0, 0.19279878102107087)	(76.0, 0.16964003027182842)	(77.0, 0.1888315956438958)	(78.0, 0.17425922991238185)	(79.0, 0.1361561898025153)	(80.0, 0.1351276602602847)	(81.0, 0.17252052521003966)	(82.0, 0.18690616385204148)	(83.0, 0.20000461001634107)	(84.0, 0.22340824875182888)	(85.0, 0.2290115919871059)	(86.0, 0.16300815749432082)	(87.0, 0.060678651341862185)	(88.0, 0.018242624425366515)	(89.0, 0.012334701757196807)	(90.0, 0.005278866653501897)	(91.0, 0.0012979063271004953)	(92.0, 0.0001943798390822676)	(93.0, 9.336354475604978e-05)	(94.0, 4.744704733504169e-05)	(95.0, 2.1427698796470443e-05)	(96.0, 1.0713849398235222e-05)	(97.0, 3.0610998280672057e-06)	(98.0, 1.5305499140336029e-06)	(99.0, 0.0)	(100.0, 0.0)
SRR7543029_clean_2	(0.0, 0.006059581653198572)	(1.0, 0.0035777479584628343)	(2.0, 0.0011386518673264824)	(3.0, 0.0011355991813550975)	(4.0, 0.0011768104419687907)	(5.0, 0.0013843930880229483)	(6.0, 0.0015858703621343365)	(7.0, 0.0018026110661026485)	(8.0, 0.0019415082778006507)	(9.0, 0.0021124586921981926)	(10.0, 0.002414674603365275)	(11.0, 0.002878682871015745)	(12.0, 0.003570116243534373)	(13.0, 0.004754558400431625)	(14.0, 0.00696622938669982)	(15.0, 0.008353675160694152)	(16.0, 0.010811087367658814)	(17.0, 0.017734579150759246)	(18.0, 0.03032690878272102)	(19.0, 0.05226808920204834)	(20.0, 0.08766245669726791)	(21.0, 0.14267338424460538)	(22.0, 0.2260697122968632)	(23.0, 0.27771810624672044)	(24.0, 0.3453412058848337)	(25.0, 0.49404822395188086)	(26.0, 0.6778641833758232)	(27.0, 0.8944583584175084)	(28.0, 1.1261572236456048)	(29.0, 1.3747069154357447)	(30.0, 1.6302045204967561)	(31.0, 1.7577762672409216)	(32.0, 1.841303860789949)	(33.0, 2.0536792238191803)	(34.0, 2.4488631599017974)	(35.0, 2.6980279679151713)	(36.0, 2.7618260520311395)	(37.0, 2.993060908991586)	(38.0, 3.153410871353494)	(39.0, 3.3813824070105305)	(40.0, 3.582969577816888)	(41.0, 3.4906181954675737)	(42.0, 3.3528687936948116)	(43.0, 3.4091160590605596)	(44.0, 3.561727462485008)	(45.0, 3.493799094249756)	(46.0, 3.390253512443374)	(47.0, 3.1508298253646885)	(48.0, 2.8536630567942765)	(49.0, 2.8387094745634482)	(50.0, 2.798670445362767)	(51.0, 2.6585872651648814)	(52.0, 2.467028167774522)	(53.0, 2.2335480602821223)	(54.0, 2.1392734857708358)	(55.0, 2.1010279095783426)	(56.0, 2.0129441822170238)	(57.0, 1.9047936236228074)	(58.0, 1.8068833001196012)	(59.0, 1.7084448619433454)	(60.0, 1.596258652494959)	(61.0, 1.4702407229102281)	(62.0, 1.3950286459472525)	(63.0, 1.2993345724592715)	(64.0, 1.1126368774783422)	(65.0, 0.9565850969641435)	(66.0, 0.8245274281850283)	(67.0, 0.7169751960412035)	(68.0, 0.6340520343145104)	(69.0, 0.5863965536152242)	(70.0, 0.5015715685283584)	(71.0, 0.37133787961714554)	(72.0, 0.30861434096310475)	(73.0, 0.2813141703210116)	(74.0, 0.25544113037054084)	(75.0, 0.2132407995021191)	(76.0, 0.18531482823589215)	(77.0, 0.18504161284145323)	(78.0, 0.16971712926510218)	(79.0, 0.13754487181267913)	(80.0, 0.12712300190637185)	(81.0, 0.18567046615155847)	(82.0, 0.23459281152896921)	(83.0, 0.24628765148534387)	(84.0, 0.19842916716896072)	(85.0, 0.1315570282798081)	(86.0, 0.10229245421512895)	(87.0, 0.049386353645061214)	(88.0, 0.01928381728123697)	(89.0, 0.01310212818918301)	(90.0, 0.004956035674543014)	(91.0, 0.0009585433950147867)	(92.0, 0.0003251110559524675)	(93.0, 0.00020758264605415762)	(94.0, 0.0001419498976693872)	(95.0, 0.00011294938094123283)	(96.0, 7.631714928461678e-05)	(97.0, 5.6474690470616414e-05)	(98.0, 5.1895661513539405e-05)	(99.0, 9.158057914154015e-05)	(100.0, 0.0001373708687123102)
SRR7543030_1	(0.0, 0.003253368358905784)	(1.0, 0.002718593605752313)	(2.0, 0.002377604825866999)	(3.0, 0.00348442086549474)	(4.0, 0.003931619265344332)	(5.0, 0.003059582385637627)	(6.0, 0.0025005843858256368)	(7.0, 0.002249035285910241)	(8.0, 0.0018968665460286872)	(9.0, 0.0015521511128112932)	(10.0, 0.0015130212528244537)	(11.0, 0.0017068072260926104)	(12.0, 0.001926679772685327)	(13.0, 0.002194998812595082)	(14.0, 0.0028192132457184713)	(15.0, 0.0038906260786914526)	(16.0, 0.005893702244684418)	(17.0, 0.009055767596954244)	(18.0, 0.014189232561894355)	(19.0, 0.023967970905272105)	(20.0, 0.03999071690654979)	(21.0, 0.06525742649805175)	(22.0, 0.10561335543114539)	(23.0, 0.16389635021820953)	(24.0, 0.24759698405672487)	(25.0, 0.35459106454740585)	(26.0, 0.48858661175567203)	(27.0, 0.6554698746195436)	(28.0, 0.8355492169323103)	(29.0, 1.02042662541013)	(30.0, 1.2102362595729572)	(31.0, 1.403424104981315)	(32.0, 1.5949200497769087)	(33.0, 1.7806676318077685)	(34.0, 1.9715132755969145)	(35.0, 2.1602440436201045)	(36.0, 2.4461286640106183)	(37.0, 2.609121300795799)	(38.0, 2.693902664100617)	(39.0, 2.858538755005245)	(40.0, 3.0103197552408623)	(41.0, 3.104645077729138)	(42.0, 3.164757859302253)	(43.0, 3.3281827878739545)	(44.0, 3.379718676803288)	(45.0, 3.291568418886269)	(46.0, 3.3535948369454074)	(47.0, 3.325255501681606)	(48.0, 3.115614481812115)	(49.0, 2.953523695133298)	(50.0, 2.9253315626761136)	(51.0, 2.934560619653009)	(52.0, 2.8445992082166)	(53.0, 2.645815792830124)	(54.0, 2.3967616873205557)	(55.0, 2.30419161855169)	(56.0, 2.1760338737881275)	(57.0, 2.064087071019112)	(58.0, 2.182555517119267)	(59.0, 2.1217346714130567)	(60.0, 1.856803159382162)	(61.0, 1.7305963176379429)	(62.0, 1.610983788964839)	(63.0, 1.44868244637276)	(64.0, 1.2653497357010874)	(65.0, 1.136763425804335)	(66.0, 1.0950919882450174)	(67.0, 1.044456086095381)	(68.0, 0.8780256116113574)	(69.0, 0.6729199288470079)	(70.0, 0.5832566496771647)	(71.0, 0.4821245948778454)	(72.0, 0.38115464949847166)	(73.0, 0.34035338549219446)	(74.0, 0.3464054705034923)	(75.0, 0.38546266075035607)	(76.0, 0.46672606330969113)	(77.0, 0.41719138721968463)	(78.0, 0.2674674996233751)	(79.0, 0.21225154052861273)	(80.0, 0.19570147308084576)	(81.0, 0.21310494414165904)	(82.0, 0.28233870974504005)	(83.0, 0.2824505093450025)	(84.0, 0.2852566793040587)	(85.0, 0.2882529085830509)	(86.0, 0.22070918026576816)	(87.0, 0.13596694682093646)	(88.0, 0.039038556980203365)	(89.0, 0.00868682891707833)	(90.0, 0.0026850537257635935)	(91.0, 0.0007322873797537073)	(92.0, 0.00012670621329071783)	(93.0, 7.080641330951877e-05)	(94.0, 4.4719839984959224e-05)	(95.0, 2.422324665851958e-05)	(96.0, 1.3043286662279774e-05)	(97.0, 1.1179959996239806e-05)	(98.0, 7.453306664159871e-06)	(99.0, 1.8633266660399676e-06)	(100.0, 0.0)
SRR7543030_2	(0.0, 0.01113481088447887)	(1.0, 0.007281599888979824)	(2.0, 0.0030072933011293336)	(3.0, 0.0026868134697822176)	(4.0, 0.0026998562536161117)	(5.0, 0.002604830257112025)	(6.0, 0.002496761476774044)	(7.0, 0.0025657019056103425)	(8.0, 0.0028861817369574584)	(9.0, 0.003148900668468757)	(10.0, 0.0035196883803180366)	(11.0, 0.003868117034166355)	(12.0, 0.004278033097517317)	(13.0, 0.005049420598550492)	(14.0, 0.006182279537265878)	(15.0, 0.0075964899558267)	(16.0, 0.009776498110920455)	(17.0, 0.01355331565824955)	(18.0, 0.019830621192019515)	(19.0, 0.030762337299656318)	(20.0, 0.04899428584460708)	(21.0, 0.07693192881680858)	(22.0, 0.1214730356095575)	(23.0, 0.1869664430040408)	(24.0, 0.27317551763641507)	(25.0, 0.3854645701720776)	(26.0, 0.5257192145024427)	(27.0, 0.6907756439203746)	(28.0, 0.8689158487785358)	(29.0, 1.0555841710092304)	(30.0, 1.2435046004879788)	(31.0, 1.4231726743095392)	(32.0, 1.6132041715145453)	(33.0, 1.8449651239686793)	(34.0, 2.039466569519044)	(35.0, 2.1962967288474555)	(36.0, 2.3572614506512113)	(37.0, 2.5520703332490893)	(38.0, 2.7711555630715115)	(39.0, 2.893765184129451)	(40.0, 2.9813362980450506)	(41.0, 2.981354930593385)	(42.0, 2.985986982109251)	(43.0, 3.046641516701359)	(44.0, 3.108387918625848)	(45.0, 3.289857759871319)	(46.0, 3.3979209504448002)	(47.0, 3.2958015427899086)	(48.0, 3.063202125660738)	(49.0, 2.982256745932757)	(50.0, 2.8992990509846894)	(51.0, 2.6819578276863423)	(52.0, 2.617601005740241)	(53.0, 2.5351035347360265)	(54.0, 2.333659601676363)	(55.0, 2.2397571478368246)	(56.0, 2.252803658180386)	(57.0, 2.1733321130256344)	(58.0, 2.0933202239691933)	(59.0, 2.0529975261192925)	(60.0, 1.9014627370274422)	(61.0, 1.8027139573661952)	(62.0, 1.6683378820352497)	(63.0, 1.484404817900006)	(64.0, 1.35164977427413)	(65.0, 1.1970145291394796)	(66.0, 1.0990576327824335)	(67.0, 1.0185836565273059)	(68.0, 0.9300976844885005)	(69.0, 0.867181158528628)	(70.0, 0.7438467313404904)	(71.0, 0.5490154896846113)	(72.0, 0.5612757064884719)	(73.0, 0.5308655243523307)	(74.0, 0.3910468816529843)	(75.0, 0.3594442164234585)	(76.0, 0.32030095888310844)	(77.0, 0.3091437889406286)	(78.0, 0.3098182871903242)	(79.0, 0.2715638022055124)	(80.0, 0.27609523796037394)	(81.0, 0.2888100889435874)	(82.0, 0.33961918499593924)	(83.0, 0.3312885726357476)	(84.0, 0.24092443972486133)	(85.0, 0.2244346344491522)	(86.0, 0.17995687832073937)	(87.0, 0.08573394464985379)	(88.0, 0.021371532939252452)	(89.0, 0.009960960339428388)	(90.0, 0.003987365343504816)	(91.0, 0.001604262411568994)	(92.0, 0.0008086525977014442)	(93.0, 0.0006353698981939918)	(94.0, 0.0004676769631867799)	(95.0, 0.0003167533216802892)	(96.0, 0.0002459496380105775)	(97.0, 0.00018446222850793313)	(98.0, 0.00012856458350552912)	(99.0, 0.00010247901583774062)	(100.0, 0.00012670132867211568)
SRR7543030_clean_1	(0.0, 0.014379046052445965)	(1.0, 0.008279139506516587)	(2.0, 0.0018873714033657086)	(3.0, 0.0013895853029934813)	(4.0, 0.001314998460592431)	(5.0, 0.001334455897740531)	(6.0, 0.0012777050393919058)	(7.0, 0.0013717493189410563)	(8.0, 0.0014139070994286065)	(9.0, 0.0014787652232556067)	(10.0, 0.0016571250637798574)	(11.0, 0.00215328971105641)	(12.0, 0.003014281304859839)	(13.0, 0.0042936077973474195)	(14.0, 0.00669984419132913)	(15.0, 0.008332647458673863)	(16.0, 0.01099345198867655)	(17.0, 0.018721297442663636)	(18.0, 0.03196856923432844)	(19.0, 0.055281821843943695)	(20.0, 0.09229797456510845)	(21.0, 0.14859320459384903)	(22.0, 0.23120786127158632)	(23.0, 0.28078865403113673)	(24.0, 0.3442604354613349)	(25.0, 0.4820693555158494)	(26.0, 0.6573792427671356)	(27.0, 0.8554137951543068)	(28.0, 1.0478770347047388)	(29.0, 1.249809560333913)	(30.0, 1.4579425226009481)	(31.0, 1.56155013250839)	(32.0, 1.6564764825415874)	(33.0, 1.8552617677120564)	(34.0, 2.1169951049628204)	(35.0, 2.311112226670841)	(36.0, 2.4723868159259643)	(37.0, 2.6884551696432326)	(38.0, 2.7838047189344017)	(39.0, 2.8268056550317033)	(40.0, 2.896155203933723)	(41.0, 3.0610796841072108)	(42.0, 3.22568473802085)	(43.0, 3.369600050433677)	(44.0, 3.4768607941656744)	(45.0, 3.2690115861903823)	(46.0, 3.0672882280105505)	(47.0, 2.983510989463214)	(48.0, 2.7864590376520217)	(49.0, 2.71818613360553)	(50.0, 2.786937366315246)	(51.0, 2.937046629553551)	(52.0, 2.7616929630686817)	(53.0, 2.3428327135815312)	(54.0, 2.224106675010016)	(55.0, 2.198714719531745)	(56.0, 2.1983434067728354)	(57.0, 2.126388182746066)	(58.0, 1.989732115842576)	(59.0, 1.898395662963203)	(60.0, 1.7992843424900682)	(61.0, 1.6177464538982944)	(62.0, 1.4851569913587577)	(63.0, 1.3694484769982933)	(64.0, 1.1857799990388025)	(65.0, 1.123976692844054)	(66.0, 1.0406777829599418)	(67.0, 0.9445661507138058)	(68.0, 0.8198261426104319)	(69.0, 0.6961465648316293)	(70.0, 0.5787598465171414)	(71.0, 0.45992030622892877)	(72.0, 0.4558520804118802)	(73.0, 0.39773595855669663)	(74.0, 0.39861640758764816)	(75.0, 0.3588097340888267)	(76.0, 0.3325032790645954)	(77.0, 0.40443904565421707)	(78.0, 0.34470795651574115)	(79.0, 0.2389940790370177)	(80.0, 0.22968207390855616)	(81.0, 0.28970664605734925)	(82.0, 0.2850011891737004)	(83.0, 0.2910929884541514)	(84.0, 0.38259482954928337)	(85.0, 0.43377275360807366)	(86.0, 0.28954936510706875)	(87.0, 0.0891085763259157)	(88.0, 0.022173371083355726)	(89.0, 0.012420330712870556)	(90.0, 0.004692485258883471)	(91.0, 0.001131774260781155)	(92.0, 0.00017998129361992583)	(93.0, 9.404427954915043e-05)	(94.0, 4.864359287025022e-05)	(95.0, 2.432179643512511e-05)	(96.0, 8.107265478375037e-06)	(97.0, 8.107265478375037e-06)	(98.0, 4.864359287025022e-06)	(99.0, 0.0)	(100.0, 0.0)
SRR7543030_clean_2	(0.0, 0.014039715997157703)	(1.0, 0.008113672437415584)	(2.0, 0.002057991610848371)	(3.0, 0.0018894631639757482)	(4.0, 0.001968865989906118)	(5.0, 0.00222976098939162)	(6.0, 0.0024744513305239857)	(7.0, 0.0027920626342454666)	(8.0, 0.0030027231928362445)	(9.0, 0.003153426515520417)	(10.0, 0.003584470427713855)	(11.0, 0.004312059587769697)	(12.0, 0.005365362380723587)	(13.0, 0.006846468154200288)	(14.0, 0.009489447931596895)	(15.0, 0.011244412431241609)	(16.0, 0.014038095531322388)	(17.0, 0.022266821043045244)	(18.0, 0.03606508763074121)	(19.0, 0.059365765876716575)	(20.0, 0.09808355607986627)	(21.0, 0.15651431316960687)	(22.0, 0.24089521014606072)	(23.0, 0.29196419094597126)	(24.0, 0.3554670061002436)	(25.0, 0.496082928959588)	(26.0, 0.6666369581263526)	(27.0, 0.8553936800211958)	(28.0, 1.0502449739226534)	(29.0, 1.2652532423495784)	(30.0, 1.4785746058419413)	(31.0, 1.5781506109561316)	(32.0, 1.6493733253498382)	(33.0, 1.824929732550216)	(34.0, 2.152024002339953)	(35.0, 2.3646647701814842)	(36.0, 2.4349784032415798)	(37.0, 2.633360692198186)	(38.0, 2.757327949065518)	(39.0, 2.9230853993597536)	(40.0, 3.085170874071169)	(41.0, 3.0332446668443778)	(42.0, 2.951524574769509)	(43.0, 2.9940439778223045)	(44.0, 3.209436296652199)	(45.0, 3.2799265604883434)	(46.0, 3.2084316078343043)	(47.0, 3.03602052482027)	(48.0, 2.8309991873363836)	(49.0, 2.851107547886791)	(50.0, 2.8606861214393304)	(51.0, 2.747475516786811)	(52.0, 2.541715246882021)	(53.0, 2.2941129286435973)	(54.0, 2.1810643705746093)	(55.0, 2.2071911412373715)	(56.0, 2.1782901330645523)	(57.0, 2.057105216036454)	(58.0, 2.002164942355979)	(59.0, 1.9754061900174442)	(60.0, 1.8437174134448429)	(61.0, 1.669549745465329)	(62.0, 1.586914090193508)	(63.0, 1.480690934222861)	(64.0, 1.2902213799400915)	(65.0, 1.1337735058697322)	(66.0, 1.0172296029939727)	(67.0, 0.9572691261556959)	(68.0, 0.8873962598028055)	(69.0, 0.8277695989266034)	(70.0, 0.7133906384068228)	(71.0, 0.5302877218113891)	(72.0, 0.46414678827722605)	(73.0, 0.4488042177484762)	(74.0, 0.4254695097199592)	(75.0, 0.3574617995435148)	(76.0, 0.3193986775378318)	(77.0, 0.34508954289089483)	(78.0, 0.31429745108826435)	(79.0, 0.24682935603497938)	(80.0, 0.23347671755199467)	(81.0, 0.33872921448728865)	(82.0, 0.3912566145389815)	(83.0, 0.35326479303005237)	(84.0, 0.28605111111291165)	(85.0, 0.22328560791370694)	(86.0, 0.17353892723541237)	(87.0, 0.08014013788543793)	(88.0, 0.025658456036356768)	(89.0, 0.014503169226057414)	(90.0, 0.005144979027120926)	(91.0, 0.0010338572029301263)	(92.0, 0.00048289881892347596)	(93.0, 0.0003613638812749501)	(94.0, 0.00021876288776734648)	(95.0, 0.00014584192517823097)	(96.0, 0.00012801680098978053)	(97.0, 9.560748428350697e-05)	(98.0, 6.968003091848813e-05)	(99.0, 0.00011505307430727111)	(100.0, 0.00016852844687262247)
