Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86
SRR7543029	(1, 44.7334)	(2, 46.5283)	(3, 46.2361)	(4, 45.9817)	(5, 46.5752)	(6, 46.6966)	(7, 46.2959)	(8, 46.1809)	(9, 45.6428)	(10, 45.6153)	(11, 46.576299999999996)	(12, 46.6035)	(13, 45.8977)	(14, 45.9287)	(15, 45.919399999999996)	(16, 45.9646)	(17, 46.0592)	(18, 46.177)	(19, 46.02)	(20, 46.125899999999994)	(21, 45.962599999999995)	(22, 46.2459)	(23, 46.5531)	(24, 45.886500000000005)	(25, 46.1254)	(26, 46.2404)	(27, 46.43)	(28, 46.3383)	(29, 45.7361)	(30, 45.9592)	(31, 45.9647)	(32, 45.6406)	(33, 46.344)	(34, 46.590900000000005)	(35, 46.475)	(36, 46.2123)	(37, 46.556)	(38, 46.823100000000004)	(39, 46.52)	(40, 46.2423)	(41, 46.8396)	(42, 46.146)	(43, 46.6496)	(44, 46.7683)	(45, 46.4553)	(46, 46.4616)	(47, 46.2835)	(48, 46.5007)	(49, 46.4939)	(50, 46.373999999999995)	(51, 46.2087)	(52, 45.6019)	(53, 46.8448)	(54, 45.9264)	(55, 46.733799999999995)	(56, 46.5069)	(57, 46.7132)	(58, 46.4824)	(59, 46.3691)	(60, 46.5811)	(61, 46.5516)	(62, 46.8706)	(63, 46.279900000000005)	(64, 46.0237)	(65, 47.0024)	(66, 46.4165)	(67, 46.041)	(68, 45.756099999999996)	(69, 46.5189)	(70, 46.1806)	(71, 46.6241)	(72, 46.3508)	(73, 46.348)	(74, 46.5683)	(75, 46.387499999999996)	(76, 46.1942)	(77, 46.243)	(78, 46.5886)	(79, 46.104)	(80, 46.506)	(81, 46.5613)	(82, 45.9208)	(83, 46.605799999999995)	(84, 46.5994)	(85, 46.358700000000006)	(86, 46.3311)	(87, 46.448699999999995)
SRR7543030	(1, 46.2901)	(2, 48.04)	(3, 47.8078)	(4, 47.5441)	(5, 48.2228)	(6, 47.929100000000005)	(7, 47.833)	(8, 47.857)	(9, 47.2984)	(10, 47.3977)	(11, 48.121199999999995)	(12, 48.3097)	(13, 47.7286)	(14, 47.523700000000005)	(15, 47.266999999999996)	(16, 47.507)	(17, 47.7939)	(18, 47.6835)	(19, 47.869)	(20, 48.2356)	(21, 47.6825)	(22, 48.0083)	(23, 48.3409)	(24, 47.7776)	(25, 47.8654)	(26, 48.113499999999995)	(27, 48.0458)	(28, 48.079)	(29, 47.284)	(30, 47.5923)	(31, 47.904799999999994)	(32, 47.2012)	(33, 48.083999999999996)	(34, 48.400999999999996)	(35, 48.1224)	(36, 47.6713)	(37, 48.0298)	(38, 48.4931)	(39, 48.1269)	(40, 47.794)	(41, 48.5885)	(42, 47.8519)	(43, 48.4433)	(44, 48.6225)	(45, 48.1603)	(46, 48.394)	(47, 48.0949)	(48, 48.3159)	(49, 48.1879)	(50, 48.0431)	(51, 47.948299999999996)	(52, 47.4336)	(53, 48.6418)	(54, 47.4615)	(55, 48.390499999999996)	(56, 48.2444)	(57, 48.2293)	(58, 48.194199999999995)	(59, 48.1225)	(60, 48.0714)	(61, 48.0095)	(62, 48.5784)	(63, 47.6807)	(64, 47.6825)	(65, 48.3263)	(66, 47.9207)	(67, 47.7189)	(68, 47.4861)	(69, 48.247)	(70, 47.7253)	(71, 48.5287)	(72, 47.9396)	(73, 47.8408)	(74, 48.268100000000004)	(75, 47.7054)	(76, 47.7299)	(77, 47.8791)	(78, 48.2743)	(79, 47.8743)	(80, 48.2568)	(81, 48.2616)	(82, 47.9322)	(83, 48.331)	(84, 48.283500000000004)	(85, 48.2848)	(86, 48.1278)	(87, 48.1828)
SRR7543031	(1, 45.632400000000004)	(2, 47.4018)	(3, 47.1234)	(4, 46.7445)	(5, 47.2834)	(6, 47.6855)	(7, 47.1593)	(8, 47.243)	(9, 46.487899999999996)	(10, 46.4342)	(11, 47.4889)	(12, 47.4872)	(13, 46.8118)	(14, 46.8398)	(15, 46.8304)	(16, 46.8997)	(17, 47.0051)	(18, 47.1194)	(19, 46.8373)	(20, 46.9501)	(21, 46.8701)	(22, 47.1217)	(23, 47.5131)	(24, 46.593)	(25, 47.117)	(26, 47.1881)	(27, 47.3274)	(28, 47.2284)	(29, 46.5259)	(30, 46.7545)	(31, 46.8187)	(32, 46.5762)	(33, 47.2264)	(34, 47.4987)	(35, 47.3497)	(36, 47.1216)	(37, 47.4289)	(38, 47.9551)	(39, 47.6957)	(40, 47.1395)	(41, 47.8808)	(42, 47.0933)	(43, 47.683)	(44, 47.5904)	(45, 47.2288)	(46, 47.300799999999995)	(47, 47.124700000000004)	(48, 47.498400000000004)	(49, 47.4169)	(50, 47.233000000000004)	(51, 47.2556)	(52, 46.5053)	(53, 47.8128)	(54, 46.9319)	(55, 47.6059)	(56, 47.4652)	(57, 47.7591)	(58, 47.3123)	(59, 47.2785)	(60, 47.5639)	(61, 47.444199999999995)	(62, 47.8437)	(63, 47.2138)	(64, 46.8445)	(65, 48.0628)	(66, 47.5099)	(67, 46.9445)	(68, 46.6285)	(69, 47.477399999999996)	(70, 47.1391)	(71, 47.6045)	(72, 47.2618)	(73, 47.2528)	(74, 47.4773)	(75, 47.4125)	(76, 47.1349)	(77, 47.1148)	(78, 47.5036)	(79, 47.002500000000005)	(80, 47.4628)	(81, 47.5011)	(82, 46.6628)	(83, 47.5495)	(84, 47.4591)	(85, 47.239)	(86, 47.286699999999996)	(87, 47.4043)
SRR7543032	(1, 44.0423)	(2, 46.5368)	(3, 46.721000000000004)	(4, 46.2359)	(5, 46.7049)	(6, 47.4518)	(7, 46.655499999999996)	(8, 46.558899999999994)	(9, 45.8407)	(10, 45.238499999999995)	(11, 46.4353)	(12, 46.733000000000004)	(13, 45.81)	(14, 45.9333)	(15, 46.5918)	(16, 45.825900000000004)	(17, 46.121)	(18, 46.4557)	(19, 45.9593)	(20, 45.755)	(21, 46.1938)	(22, 46.7987)	(23, 47.021499999999996)	(24, 46.3923)	(25, 46.550799999999995)	(26, 46.674)	(27, 47.0285)	(28, 46.683)	(29, 45.880900000000004)	(30, 46.3296)	(31, 46.1603)	(32, 45.6347)	(33, 46.7922)	(34, 46.8144)	(35, 46.804899999999996)	(36, 46.5753)	(37, 46.9391)	(38, 47.2355)	(39, 47.036899999999996)	(40, 46.439099999999996)	(41, 46.8888)	(42, 46.8116)	(43, 46.9551)	(44, 46.9118)	(45, 47.1719)	(46, 46.5864)	(47, 46.2765)	(48, 46.8754)	(49, 47.066)	(50, 46.617999999999995)	(51, 46.4635)	(52, 46.0328)	(53, 46.8058)	(54, 46.3384)	(55, 46.9644)	(56, 46.4849)	(57, 47.1854)	(58, 46.6371)	(59, 46.413)	(60, 47.1379)	(61, 47.1642)	(62, 47.099999999999994)	(63, 46.8228)	(64, 46.1253)	(65, 47.429100000000005)	(66, 46.8468)	(67, 46.3794)	(68, 46.413399999999996)	(69, 47.3016)	(70, 46.8756)	(71, 46.7772)	(72, 46.746700000000004)	(73, 46.61)	(74, 46.7084)	(75, 46.875099999999996)	(76, 46.078)	(77, 46.5446)	(78, 47.1827)	(79, 46.3728)	(80, 47.1076)	(81, 47.030699999999996)	(82, 46.3071)	(83, 46.9352)	(84, 46.9538)	(85, 46.8903)	(86, 46.713300000000004)	(87, 46.9979)
SRR7543033	(1, 43.966699999999996)	(2, 46.4787)	(3, 46.651900000000005)	(4, 46.260600000000004)	(5, 46.6667)	(6, 47.3497)	(7, 46.7095)	(8, 46.5284)	(9, 45.6542)	(10, 45.1599)	(11, 46.482099999999996)	(12, 46.6959)	(13, 45.8016)	(14, 45.8887)	(15, 46.442299999999996)	(16, 45.9482)	(17, 46.1841)	(18, 46.3238)	(19, 45.832499999999996)	(20, 45.756)	(21, 46.1253)	(22, 46.8844)	(23, 46.9345)	(24, 46.2034)	(25, 46.5147)	(26, 46.713)	(27, 46.8206)	(28, 46.686899999999994)	(29, 45.8057)	(30, 46.0383)	(31, 46.1704)	(32, 45.6931)	(33, 46.7373)	(34, 46.9022)	(35, 46.7507)	(36, 46.510200000000005)	(37, 46.983399999999996)	(38, 47.1802)	(39, 46.9822)	(40, 46.455600000000004)	(41, 46.6747)	(42, 46.7096)	(43, 46.946)	(44, 46.6805)	(45, 46.9105)	(46, 46.5285)	(47, 46.1277)	(48, 46.6077)	(49, 46.950199999999995)	(50, 46.623999999999995)	(51, 46.331)	(52, 46.0599)	(53, 46.7559)	(54, 46.304)	(55, 46.8991)	(56, 46.558699999999995)	(57, 47.0948)	(58, 46.3839)	(59, 46.289)	(60, 46.9306)	(61, 47.0127)	(62, 47.0514)	(63, 46.5996)	(64, 46.083400000000005)	(65, 47.3046)	(66, 46.604)	(67, 46.3098)	(68, 46.3649)	(69, 47.187)	(70, 46.9145)	(71, 46.7893)	(72, 46.6297)	(73, 46.4739)	(74, 46.5896)	(75, 46.6462)	(76, 45.9424)	(77, 46.4521)	(78, 47.076299999999996)	(79, 46.4022)	(80, 47.0049)	(81, 46.8531)	(82, 46.1827)	(83, 46.8166)	(84, 46.741899999999994)	(85, 46.8741)	(86, 46.6208)	(87, 46.6835)
SRR7543034	(1, 45.1924)	(2, 47.1958)	(3, 47.7019)	(4, 47.1547)	(5, 47.4837)	(6, 48.1719)	(7, 47.517399999999995)	(8, 47.326499999999996)	(9, 46.5931)	(10, 46.0785)	(11, 47.478300000000004)	(12, 47.6524)	(13, 46.7702)	(14, 46.936499999999995)	(15, 47.5896)	(16, 46.9615)	(17, 47.2733)	(18, 47.4884)	(19, 46.8725)	(20, 46.8644)	(21, 47.1995)	(22, 47.6579)	(23, 47.703)	(24, 47.313300000000005)	(25, 47.5152)	(26, 47.367)	(27, 47.7491)	(28, 47.5002)	(29, 46.726099999999995)	(30, 47.118700000000004)	(31, 46.9597)	(32, 46.6158)	(33, 47.506)	(34, 47.6554)	(35, 47.4299)	(36, 47.4073)	(37, 47.8653)	(38, 48.1145)	(39, 47.9599)	(40, 47.397)	(41, 47.6437)	(42, 47.6871)	(43, 47.8003)	(44, 47.6281)	(45, 47.9051)	(46, 47.4067)	(47, 46.931400000000004)	(48, 47.5629)	(49, 47.727399999999996)	(50, 47.4743)	(51, 47.4337)	(52, 47.0256)	(53, 47.660599999999995)	(54, 47.334900000000005)	(55, 47.7731)	(56, 47.5385)	(57, 48.0008)	(58, 47.4379)	(59, 47.3877)	(60, 47.9358)	(61, 47.8401)	(62, 47.9415)	(63, 47.5811)	(64, 47.037800000000004)	(65, 48.2271)	(66, 47.7177)	(67, 47.216)	(68, 47.3497)	(69, 48.180499999999995)	(70, 47.7546)	(71, 47.707)	(72, 47.638000000000005)	(73, 47.4152)	(74, 47.5417)	(75, 47.5968)	(76, 46.8778)	(77, 47.38)	(78, 48.0747)	(79, 47.2836)	(80, 47.930099999999996)	(81, 47.7527)	(82, 47.2223)	(83, 47.9184)	(84, 47.8186)	(85, 47.814099999999996)	(86, 47.626000000000005)	(87, 47.6875)
SRR7543035	(1, 46.3223)	(2, 49.377300000000005)	(3, 49.331199999999995)	(4, 48.5531)	(5, 49.3588)	(6, 49.9942)	(7, 48.7999)	(8, 48.849399999999996)	(9, 47.964600000000004)	(10, 47.092)	(11, 48.9739)	(12, 49.5162)	(13, 48.067)	(14, 48.411100000000005)	(15, 48.9033)	(16, 48.269600000000004)	(17, 48.591899999999995)	(18, 48.6484)	(19, 48.2994)	(20, 48.1448)	(21, 48.329699999999995)	(22, 49.154199999999996)	(23, 49.4929)	(24, 48.182900000000004)	(25, 48.322900000000004)	(26, 48.697)	(27, 48.9966)	(28, 48.7424)	(29, 47.905300000000004)	(30, 48.2085)	(31, 48.1975)	(32, 47.7106)	(33, 49.3368)	(34, 49.0501)	(35, 49.0747)	(36, 48.9355)	(37, 49.1783)	(38, 50.0874)	(39, 49.4899)	(40, 48.800900000000006)	(41, 49.5109)	(42, 48.964400000000005)	(43, 49.2768)	(44, 48.9372)	(45, 49.0906)	(46, 48.6555)	(47, 48.4415)	(48, 48.8743)	(49, 49.45)	(50, 49.297999999999995)	(51, 48.4883)	(52, 48.296)	(53, 49.391200000000005)	(54, 48.5814)	(55, 49.350300000000004)	(56, 48.7865)	(57, 49.6451)	(58, 48.7357)	(59, 48.6622)	(60, 49.206)	(61, 49.5815)	(62, 49.4501)	(63, 48.9056)	(64, 48.4287)	(65, 49.7842)	(66, 48.6852)	(67, 48.2904)	(68, 48.4754)	(69, 49.5758)	(70, 49.1141)	(71, 49.181799999999996)	(72, 48.950900000000004)	(73, 48.6746)	(74, 48.9844)	(75, 48.8011)	(76, 48.158699999999996)	(77, 48.7254)	(78, 49.2712)	(79, 48.2157)	(80, 49.486799999999995)	(81, 49.1273)	(82, 47.7827)	(83, 49.2558)	(84, 49.2392)	(85, 49.2445)	(86, 49.034)	(87, 48.903)
SRR7543036	(1, 45.2941)	(2, 47.7402)	(3, 47.9213)	(4, 47.7059)	(5, 47.900999999999996)	(6, 48.5628)	(7, 48.0953)	(8, 47.638799999999996)	(9, 47.2282)	(10, 46.6823)	(11, 47.6304)	(12, 48.1199)	(13, 47.0609)	(14, 47.0368)	(15, 47.6688)	(16, 47.2124)	(17, 47.566399999999994)	(18, 47.5057)	(19, 46.8512)	(20, 46.8255)	(21, 47.3364)	(22, 47.8712)	(23, 48.2305)	(24, 47.7006)	(25, 47.9817)	(26, 48.115)	(27, 48.2366)	(28, 48.019800000000004)	(29, 46.924)	(30, 47.3311)	(31, 47.615899999999996)	(32, 47.123799999999996)	(33, 48.4129)	(34, 48.4086)	(35, 48.0777)	(36, 47.7879)	(37, 48.239599999999996)	(38, 48.4601)	(39, 48.4941)	(40, 47.771)	(41, 48.388799999999996)	(42, 47.9763)	(43, 48.1247)	(44, 48.145500000000006)	(45, 48.138)	(46, 47.917500000000004)	(47, 47.7959)	(48, 48.4496)	(49, 48.5645)	(50, 48.0738)	(51, 47.673300000000005)	(52, 47.2222)	(53, 47.8382)	(54, 47.4617)	(55, 48.1717)	(56, 47.8543)	(57, 48.5392)	(58, 47.7119)	(59, 47.6577)	(60, 48.1968)	(61, 48.248999999999995)	(62, 48.673)	(63, 47.9936)	(64, 47.597699999999996)	(65, 48.680800000000005)	(66, 48.05)	(67, 47.6292)	(68, 47.5757)	(69, 48.5841)	(70, 48.235)	(71, 48.0613)	(72, 47.9439)	(73, 47.9197)	(74, 47.8923)	(75, 48.2762)	(76, 47.604600000000005)	(77, 48.038199999999996)	(78, 48.6559)	(79, 47.9236)	(80, 48.3458)	(81, 48.2959)	(82, 47.5164)	(83, 48.24)	(84, 48.1612)	(85, 48.275600000000004)	(86, 48.1632)	(87, 48.1148)
SRR7543037	(1, 44.452000000000005)	(2, 46.8269)	(3, 46.9767)	(4, 46.5569)	(5, 47.0278)	(6, 47.5379)	(7, 46.9994)	(8, 46.7079)	(9, 46.0003)	(10, 45.6345)	(11, 46.8313)	(12, 47.074)	(13, 46.1935)	(14, 46.2115)	(15, 46.7661)	(16, 46.2703)	(17, 46.4775)	(18, 46.6612)	(19, 46.2644)	(20, 46.1147)	(21, 46.4368)	(22, 47.0787)	(23, 47.1753)	(24, 46.5268)	(25, 46.8165)	(26, 46.8604)	(27, 47.1285)	(28, 46.9936)	(29, 46.115899999999996)	(30, 46.3958)	(31, 46.409099999999995)	(32, 45.9998)	(33, 47.0325)	(34, 47.1657)	(35, 47.0482)	(36, 46.8806)	(37, 47.3208)	(38, 47.546)	(39, 47.2666)	(40, 46.7824)	(41, 47.1537)	(42, 46.9718)	(43, 47.1821)	(44, 47.1316)	(45, 47.2511)	(46, 46.865)	(47, 46.4922)	(48, 47.065200000000004)	(49, 47.2684)	(50, 46.8387)	(51, 46.622400000000006)	(52, 46.2866)	(53, 47.0864)	(54, 46.6299)	(55, 47.336299999999994)	(56, 46.8484)	(57, 47.4487)	(58, 46.8487)	(59, 46.677099999999996)	(60, 47.3016)	(61, 47.3246)	(62, 47.3425)	(63, 46.8831)	(64, 46.441900000000004)	(65, 47.6678)	(66, 47.001799999999996)	(67, 46.6263)	(68, 46.6139)	(69, 47.4992)	(70, 47.1837)	(71, 47.1561)	(72, 46.9953)	(73, 46.787600000000005)	(74, 46.9316)	(75, 46.969699999999996)	(76, 46.314699999999995)	(77, 46.7908)	(78, 47.4722)	(79, 46.7713)	(80, 47.361799999999995)	(81, 47.2249)	(82, 46.5433)	(83, 47.2154)	(84, 47.2298)	(85, 47.1246)	(86, 47.0043)	(87, 47.1432)
SRR7543038	(1, 45.8156)	(2, 47.934599999999996)	(3, 48.398)	(4, 47.8286)	(5, 48.2755)	(6, 48.929)	(7, 48.3715)	(8, 48.012100000000004)	(9, 47.2894)	(10, 46.9557)	(11, 48.234700000000004)	(12, 48.615199999999994)	(13, 47.5469)	(14, 47.570499999999996)	(15, 48.2667)	(16, 47.6817)	(17, 47.8532)	(18, 48.3361)	(19, 47.8068)	(20, 47.5805)	(21, 48.0469)	(22, 48.5685)	(23, 48.6875)	(24, 48.0561)	(25, 48.381800000000005)	(26, 48.269600000000004)	(27, 48.7479)	(28, 48.322199999999995)	(29, 47.3332)	(30, 47.8432)	(31, 47.7529)	(32, 47.1449)	(33, 48.5553)	(34, 48.5711)	(35, 48.4319)	(36, 48.42)	(37, 48.7898)	(38, 48.957899999999995)	(39, 48.938500000000005)	(40, 48.236000000000004)	(41, 48.5275)	(42, 48.5684)	(43, 48.740899999999996)	(44, 48.5478)	(45, 48.699799999999996)	(46, 48.2147)	(47, 47.7194)	(48, 48.5438)	(49, 48.6263)	(50, 48.3128)	(51, 48.223)	(52, 47.7442)	(53, 48.5484)	(54, 48.201899999999995)	(55, 48.7624)	(56, 48.2771)	(57, 49.1232)	(58, 48.4634)	(59, 48.052499999999995)	(60, 48.7628)	(61, 48.8119)	(62, 48.7939)	(63, 48.381)	(64, 47.8647)	(65, 49.1775)	(66, 48.438199999999995)	(67, 47.9289)	(68, 47.9949)	(69, 49.0281)	(70, 48.6667)	(71, 48.5002)	(72, 48.4552)	(73, 48.293)	(74, 48.369299999999996)	(75, 48.5777)	(76, 47.6234)	(77, 48.2464)	(78, 49.0104)	(79, 48.2284)	(80, 48.8049)	(81, 48.7982)	(82, 47.8553)	(83, 48.7594)	(84, 48.8309)	(85, 48.816500000000005)	(86, 48.4016)	(87, 48.494)
