Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54
SRR7543034_1	(1, 0.0662565611820747)	(2, 0.001016414332959131)	(3, 3.7925907946236235e-06)	(4, 0.0)	(5, 0.006826663430322522)	(6, 0.0)	(7, 7.585181589247247e-06)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 1.8962953973118117e-05)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 5.688886191935435e-06)	(24, 0.0010827846718650443)	(26, 0.0)	(28, 0.00015170363178494494)	(30, 0.00018014806274462212)	(32, 9.291847446827877e-05)	(34, 0.0040580721502472775)	(36, 0.0004304590551897812)	(38, 0.0)	(40, 0.004069449922631148)	(42, 0.0)	(44, 4.3614794138171665e-05)	(46, 0.0)	(48, 0.00033564428532419067)	(50, 1.3274067781182682e-05)	(52, 2.4651840165053554e-05)	(54, 0.00041908128280591033)	(56, 8.533329287903152e-05)	(58, 9.481476986559059e-06)	(60, 0.00041718498740859854)	(62, 0.00010808883764677327)	(64, 0.0)	(66, 0.00025979246943171817)	(68, 7.964440668709608e-05)	(70, 4.551108953548348e-05)	(72, 0.0)	(74, 1.8962953973118118e-06)	(76, 1.5170363178494494e-05)	(78, 3.7925907946236234e-05)	(80, 2.275554476774174e-05)	(82, 1.7066658575806305e-05)	(84, 0.002203495251676325)	(86, 0.002241421159622561)	(88, 0.002034724961315574)	(90, 0.003934812949422009)	(92, 0.0011643253739494525)	(94, 0.0019133620558876177)	(96, 0.002085924937042993)	(98, 0.0009538365848478414)	(100, 0.000906429199915046)
SRR7543034_2	(1, 0.0075434630905063865)	(2, 0.0009595254710397767)	(3, 0.005795078734184896)	(4, 0.011946661003064414)	(5, 0.015477563032859005)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 4.171849874085985e-05)	(12, 9.481476986559059e-06)	(14, 3.413331715161261e-05)	(16, 0.0)	(18, 5.688886191935435e-06)	(20, 0.0019418064868472952)	(22, 0.00490950878364028)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0007205922509784885)	(32, 4.551108953548348e-05)	(34, 0.0015720288843714919)	(36, 0.00022186656148548198)	(38, 0.0009178069722989168)	(40, 0.002070754573864498)	(42, 0.0)	(44, 0.0005271701204526836)	(46, 0.0)	(48, 0.0)	(50, 3.7925907946236235e-06)	(52, 0.0)	(54, 6.257774811128978e-05)	(56, 0.0)	(58, 0.00017445917655268666)	(60, 0.0004570071907521466)	(62, 0.0)	(64, 0.00013653326860645044)	(66, 4.740738493279529e-05)	(68, 7.585181589247247e-06)	(70, 0.00054423677902849)	(72, 0.0014468733881489123)	(74, 0.00020290360751236384)	(76, 0.00031478503595376074)	(78, 2.0859249370429926e-05)	(80, 5.1199975727418914e-05)	(82, 4.740738493279529e-05)	(84, 0.00027496283261021267)	(86, 7.205922509784884e-05)	(88, 2.6548135562365363e-05)	(90, 9.481476986559059e-06)	(92, 0.0005252738250553718)	(94, 0.00033754058072150246)	(96, 0.0003109924451591371)	(98, 0.00023703692466397648)	(100, 4.551108953548348e-05)
SRR7543034_clean_1	(1, 0.0)	(2, 3.470858383771655e-05)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 1.1569527945905516e-05)	(10, 0.0009969076580055253)	(12, 2.3139055891811033e-05)	(14, 0.00015426037261207352)	(16, 0.0)	(18, 0.00025645786946757224)	(20, 9.641273288254595e-06)	(22, 0.004307720905192153)	(24, 0.0)	(26, 0.0)	(28, 0.0038487962966712343)	(30, 3.856509315301838e-05)	(32, 0.0)	(34, 6.94171676754331e-05)	(36, 0.0002699556520711287)	(38, 0.0)	(40, 0.0003663683849536747)	(42, 5.7847639729527575e-05)	(44, 8.677203684340684e-05)	(46, 0.0003991602362820341)	(48, 0.00010798753731258667)	(50, 0.0)	(52, 0.00024490905427616605)	(54, 7.135266899383075e-05)	(56, 4.2426537197331496e-05)	(58, 0.0)	(60, 0.0)	(62, 1.928551152611132e-06)	(64, 3.2785781215544794e-05)	(66, 3.4714764306904204e-05)	(68, 0.0)	(70, 0.00016779195926273525)	(72, 0.00235489897483398)	(74, 0.003180406811640628)	(76, 0.0006229730232236628)	(78, 0.003916376126205211)	(80, 0.0022636061709581344)	(82, 0.0018829004796992012)	(84, 0.0017186613072009674)	(86, 0.0004323999760823464)							
SRR7543034_clean_2	(1, 3.0852074522414703e-05)	(2, 1.928254657650919e-05)	(3, 0.0)	(4, 0.0)	(5, 1.1569527945905516e-05)	(6, 0.0)	(7, 0.0037215314892662743)	(8, 0.0)	(9, 0.009344322070976354)	(10, 3.856509315301838e-06)	(12, 0.0)	(14, 0.0)	(16, 0.0006729608755201708)	(18, 2.699556520711287e-05)	(20, 0.0005148439935927955)	(22, 0.0010412575151314963)	(24, 0.0011029616641763259)	(26, 0.00197260451477689)	(28, 2.121080123416011e-05)	(30, 0.0)	(32, 0.0005264135215387009)	(34, 0.0)	(36, 3.856509315301838e-06)	(38, 0.0)	(40, 5.591938507187665e-05)	(42, 5.784763972952758e-06)	(44, 1.928267485409041e-06)	(46, 0.0006112743715043712)	(48, 1.928348880581905e-06)	(50, 0.00012920173939480787)	(52, 3.8568355004120644e-05)	(54, 7.713802053387109e-06)	(56, 1.735631067163561e-05)	(58, 0.0019477909861362985)	(60, 0.00019478150644865639)	(62, 0.00028156846828122526)	(64, 2.700005511868395e-05)	(66, 1.3500186119351635e-05)	(68, 3.857242156331826e-05)	(70, 0.00031629748642630554)	(72, 4.821660472633046e-05)	(74, 2.700163454394712e-05)	(76, 3.278805385387699e-05)	(78, 0.00045151689134379717)	(80, 0.00022537214278535136)	(82, 0.00033536639445286206)	(84, 0.00024611395373876673)	(86, 0.00014837254081256985)							
SRR7543035_1	(1, 0.06574654278666026)	(2, 0.0010373139750271452)	(3, 1.2497758735266807e-05)	(4, 0.0)	(5, 0.00624054752847656)	(6, 0.0)	(7, 2.4995517470533614e-05)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 1.2497758735266807e-05)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 4.1659195784222695e-06)	(24, 0.0010289821358703006)	(26, 0.0)	(28, 0.0001249775873526681)	(30, 0.0001999641397642689)	(32, 9.165023072528993e-05)	(34, 0.003930545122241411)	(36, 0.00042700675678828266)	(38, 0.0)	(40, 0.0038743052079327107)	(42, 0.0)	(44, 3.1244396838167024e-05)	(46, 0.0)	(48, 0.00040409419910696016)	(50, 1.4580718524477942e-05)	(52, 1.4580718524477942e-05)	(54, 0.000464500032994083)	(56, 6.665471325475631e-05)	(58, 2.0829597892111348e-06)	(60, 0.0004728318721509276)	(62, 0.0001020650296713456)	(64, 0.0)	(66, 0.00026036997365139187)	(68, 8.540135135765653e-05)	(70, 6.040583388712291e-05)	(72, 0.0)	(74, 1.6663678313689078e-05)	(76, 6.248879367633403e-06)	(78, 3.1244396838167024e-05)	(80, 1.6663678313689078e-05)	(82, 3.3327356627378156e-05)	(84, 0.0022495965723480257)	(86, 0.0023474956824409486)	(88, 0.0021725270601472137)	(90, 0.003920130323295356)	(92, 0.0011310471655416462)	(94, 0.001993392518275056)	(96, 0.0022058544167745915)	(98, 0.0009102534278852659)	(100, 0.0010164843771350337)
SRR7543035_2	(1, 0.007069565524582592)	(2, 0.0008206861569491871)	(3, 0.005361538497429461)	(4, 0.011397955966563329)	(5, 0.014714027950987457)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 2.4995517470533614e-05)	(12, 8.331839156844539e-06)	(14, 3.3327356627378156e-05)	(16, 0.0)	(18, 0.0)	(20, 0.0018642490113439656)	(22, 0.0044991931446960514)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0006353027357093961)	(32, 4.582511536264496e-05)	(34, 0.0016288745551631073)	(36, 0.00021662781807795802)	(38, 0.0009019215887284213)	(40, 0.002122536025206146)	(42, 0.0)	(44, 0.0005540673039301618)	(46, 0.0)	(48, 0.0)	(50, 4.1659195784222695e-06)	(52, 0.0)	(54, 5.623991430870064e-05)	(56, 0.0)	(58, 0.0002041300593426912)	(60, 0.00045616819383723854)	(62, 0.0)	(64, 0.00012289462756345695)	(66, 4.165919578422269e-05)	(68, 6.248879367633403e-06)	(70, 0.0005436525049841061)	(72, 0.0014330763349772607)	(74, 0.0001999641397642689)	(76, 0.00030202916943561456)	(78, 6.248879367633403e-06)	(80, 6.040583388712291e-05)	(82, 2.4995517470533614e-05)	(84, 0.00025412109428375843)	(86, 8.123543177923426e-05)	(88, 1.6663678313689078e-05)	(90, 4.1659195784222695e-06)	(92, 0.0005082421885675169)	(94, 0.00035410316416589294)	(96, 0.0003436883652198372)	(98, 0.00021871077786716914)	(100, 9.165023072528993e-05)
SRR7543035_clean_1	(1, 0.0)	(2, 2.5481621762528103e-05)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 8.493873920842702e-06)	(10, 0.0009598077530552252)	(12, 1.6987747841685403e-05)	(14, 0.0001274081088126405)	(16, 0.0)	(18, 0.0002590631545857024)	(20, 1.2740810881264052e-05)	(22, 0.004098294166806604)	(24, 0.0)	(26, 0.0)	(28, 0.003607772947877937)	(30, 2.7605090242738776e-05)	(32, 0.0)	(34, 9.767955008969105e-05)	(36, 0.0003163968035513906)	(38, 0.0)	(40, 0.00040558247972023894)	(42, 6.582752288653093e-05)	(44, 6.370428843042422e-05)	(46, 0.0004438124988599434)	(48, 9.980591147865453e-05)	(50, 0.0)	(52, 0.00024845807871954646)	(54, 7.220230559375258e-05)	(56, 5.946133340978362e-05)	(58, 0.0)	(60, 0.0)	(62, 1.6989419626559814e-05)	(64, 2.3360655389558044e-05)	(66, 3.185571586366442e-05)	(68, 0.0)	(70, 0.00021449893441814012)	(72, 0.0023255283010953877)	(74, 0.00330249237294165)	(76, 0.0007390846122753629)	(78, 0.00395809770749927)	(80, 0.0023063233341816037)	(82, 0.0019269124991713495)	(84, 0.0017848086832681486)	(86, 0.0005117233591596357)							
SRR7543035_clean_2	(1, 2.5481621762528103e-05)	(2, 2.9728558722949455e-05)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.003554686235872671)	(8, 0.0)	(9, 0.008438663740357224)	(10, 2.1234684802106754e-06)	(12, 0.0)	(14, 0.0)	(16, 0.0005988181114194104)	(18, 1.6987747841685403e-05)	(20, 0.0005372375254933009)	(22, 0.0010935862673084977)	(24, 0.0010574873031449163)	(26, 0.001983319560516771)	(28, 1.4864279361474727e-05)	(30, 0.0)	(32, 0.0005542252733349863)	(34, 0.0)	(36, 2.1234684802106754e-06)	(38, 0.0)	(40, 5.0963243525056206e-05)	(42, 4.246936960421351e-06)	(44, 4.246952562028281e-06)	(46, 0.0006370514337702537)	(48, 0.0)	(50, 0.00011679539430316237)	(52, 4.034789312539643e-05)	(54, 0.0)	(56, 2.7607047654542393e-05)	(58, 0.0019006584241800279)	(60, 0.00018900584433678285)	(62, 0.00029094381110483683)	(64, 1.274217566703166e-05)	(66, 4.247428781821922e-06)	(68, 4.459839906188754e-05)	(70, 0.00025909772276250584)	(72, 4.884671317369307e-05)	(74, 4.0351996839801514e-05)	(76, 1.9114257214018005e-05)	(78, 0.00044832821929603376)	(80, 0.00021164935044050664)	(82, 0.0003639475519871726)	(84, 0.00024026270736302)	(86, 0.0001807463241068438)							
SRR7543036_1	(1, 0.0667548763691263)	(2, 0.0010361257940979867)	(3, 1.2897831461800666e-05)	(4, 4.299277153933555e-06)	(5, 0.006771361517445349)	(6, 0.0)	(7, 4.299277153933555e-05)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 2.579566292360133e-05)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 6.448915730900333e-06)	(24, 0.001070520011329455)	(26, 0.0)	(28, 0.0001332775917719402)	(30, 0.00019561711050397674)	(32, 9.888337454047177e-05)	(34, 0.004206842695123983)	(36, 0.000472920486932691)	(38, 0.0)	(40, 0.0040950614891217115)	(42, 4.299277153933555e-06)	(44, 3.439421723146844e-05)	(46, 0.0)	(48, 0.0003804860281231196)	(50, 6.448915730900333e-06)	(52, 1.9346747192700996e-05)	(54, 0.0005202125356259601)	(56, 7.093807303990365e-05)	(58, 1.0748192884833888e-05)	(60, 0.0004428255468551562)	(62, 9.45840973865382e-05)	(64, 0.0)	(66, 0.0002945004850444485)	(68, 9.243445880957142e-05)	(70, 5.3740964424169435e-05)	(72, 0.0)	(74, 8.59855430786711e-06)	(76, 1.2897831461800666e-05)	(78, 3.869349438540199e-05)	(80, 3.439421723146844e-05)	(82, 2.7945301500568107e-05)	(84, 0.002280766530161751)	(86, 0.0023989966518949235)	(88, 0.0023302082174319868)	(90, 0.004058517633313276)	(92, 0.001169403385869927)	(94, 0.0020808501425038403)	(96, 0.00252797496651293)	(98, 0.000995282661135618)	(100, 0.0010963156742530566)
SRR7543036_2	(1, 0.007489340802152252)	(2, 0.0008856510937103124)	(3, 0.005528870419958551)	(4, 0.011797216510393674)	(5, 0.015129156304692179)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 2.579566292360133e-05)	(12, 2.1496385769667775e-06)	(14, 3.439421723146844e-05)	(16, 0.0)	(18, 6.448915730900333e-06)	(20, 0.0019110286949234653)	(22, 0.004853883906790983)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0007029318146681362)	(32, 3.654385580843522e-05)	(34, 0.0016358749570717177)	(36, 0.0002364602434663455)	(38, 0.0010103301311743854)	(40, 0.002231324842891515)	(42, 0.0)	(44, 0.0005202125356259601)	(46, 0.0)	(48, 2.1496385769667775e-06)	(50, 0.0)	(52, 0.0)	(54, 4.5142410116302324e-05)	(56, 0.0)	(58, 0.00017842000188824254)	(60, 0.0004471248240090897)	(62, 0.0)	(64, 0.00013972650750284052)	(66, 3.439421723146844e-05)	(68, 6.448915730900333e-06)	(70, 0.0005546067528574285)	(72, 0.0014252103765289735)	(74, 0.00018486891761914284)	(76, 0.00023431060488937874)	(78, 6.448915730900333e-06)	(80, 5.804024157810299e-05)	(82, 4.084313296236877e-05)	(84, 0.0003030990393523156)	(86, 8.813518165563787e-05)	(88, 2.579566292360133e-05)	(90, 4.299277153933555e-06)	(92, 0.0005266614513568605)	(94, 0.0003331939794298505)	(96, 0.0003138472322371495)	(98, 0.00022571205058151165)	(100, 6.878843446293688e-05)
SRR7543036_clean_1	(1, 0.0)	(2, 4.8115977352071916e-05)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 1.3122539277837795e-05)	(10, 0.0010082484345138706)	(12, 2.843216843531522e-05)	(14, 0.00013341248265801757)	(16, 0.0)	(18, 0.0002821345944735126)	(20, 1.3122539277837795e-05)	(22, 0.004481347163381607)	(24, 0.0)	(26, 0.0)	(28, 0.0038492781881657528)	(30, 3.2806348194594486e-05)	(32, 0.0)	(34, 6.77997862688286e-05)	(36, 0.00030837967302918816)	(38, 0.0)	(40, 0.00042866961640936795)	(42, 8.74835951855853e-05)	(44, 7.654857772742582e-05)	(46, 0.0004418033740086244)	(48, 9.186153195114681e-05)	(50, 0.0)	(52, 0.0002777796126299872)	(54, 8.53034847545284e-05)	(56, 5.686960556247737e-05)	(58, 0.0)	(60, 0.0)	(62, 8.749443945495253e-06)	(64, 3.2810702588698814e-05)	(66, 5.0310190762244005e-05)	(68, 0.0)	(70, 0.00019468209452996906)	(72, 0.0023974536766997404)	(74, 0.0034321557203831265)	(76, 0.0008159378518731986)	(78, 0.004085408252010145)	(80, 0.0024517579542747366)	(82, 0.002100717943941525)	(84, 0.0020127256169853464)	(86, 0.0005231226255137077)							
SRR7543036_clean_2	(1, 3.4993438074234117e-05)	(2, 1.7496719037117058e-05)	(3, 0.0)	(4, 0.0)	(5, 1.3122539277837795e-05)	(6, 0.0)	(7, 0.0036786851775538615)	(8, 0.0)	(9, 0.009159532415930781)	(10, 6.561269638918897e-06)	(12, 0.0)	(14, 0.0)	(16, 0.0006583140537715293)	(18, 2.1870898796396324e-05)	(20, 0.0005752046383452233)	(22, 0.001065112771384501)	(24, 0.001196338164162879)	(26, 0.002149909351685759)	(28, 2.624507855567559e-05)	(30, 0.0)	(32, 0.000511779031835674)	(34, 2.1870898796396323e-06)	(36, 0.0)	(38, 0.0)	(40, 4.1554707713153016e-05)	(42, 2.1870898796396323e-06)	(44, 0.0)	(46, 0.0005861549714569868)	(48, 6.561537996510486e-06)	(50, 0.00013998153468580576)	(52, 2.84341335762979e-05)	(54, 4.374537679719405e-06)	(56, 2.4060217737971194e-05)	(58, 0.0019423389133361843)	(60, 0.00017717450369648352)	(62, 0.00021217401567825986)	(64, 1.3124281035479524e-05)	(66, 2.187399598358435e-06)	(68, 5.249807151615414e-05)	(70, 0.0003324907681860146)	(72, 5.9061358823807475e-05)	(74, 3.499967592487574e-05)	(76, 3.0625013207036944e-05)	(78, 0.0004529569967244833)	(80, 0.0002247257519958512)	(82, 0.00033132900758771035)	(84, 0.00019584551724476408)	(86, 0.00020101471258165615)							
SRR7543037_1	(1, 0.06506870506793763)	(2, 0.0011385046816261262)	(3, 1.581256502258509e-05)	(4, 0.0)	(5, 0.006741423554628776)	(6, 0.0)	(7, 1.581256502258509e-05)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 1.581256502258509e-05)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 5.270855007528362e-06)	(24, 0.0012017549417164665)	(26, 0.0)	(28, 0.00013704223019573742)	(30, 0.0001923862077747852)	(32, 0.00010014624514303888)	(34, 0.004224590288533983)	(36, 0.0004691060956700242)	(38, 0.0)	(40, 0.004232496571045275)	(42, 0.0)	(44, 5.007312257151944e-05)	(46, 0.0)	(48, 0.0003505118580006361)	(50, 1.0541710015056724e-05)	(52, 1.8447992526349267e-05)	(54, 0.00046647066816626003)	(56, 6.588568759410452e-05)	(58, 2.635427503764181e-06)	(60, 0.00046647066816626003)	(62, 0.00011859423766938815)	(64, 0.0)	(66, 0.00024509475785006884)	(68, 8.433368012045379e-05)	(70, 3.4260557548934356e-05)	(72, 0.0)	(74, 2.635427503764181e-06)	(76, 1.581256502258509e-05)	(78, 1.8447992526349267e-05)	(80, 1.581256502258509e-05)	(82, 1.3177137518820907e-05)	(84, 0.00230072821078613)	(86, 0.002316540775808715)	(88, 0.0021794985456129777)	(90, 0.0038450887279919406)	(92, 0.0011885778041976457)	(94, 0.002034550032905948)	(96, 0.0023481659058538855)	(98, 0.000946118473851341)	(100, 0.0010225458714605024)
SRR7543037_2	(1, 0.007716531731021522)	(2, 0.0008907744962722931)	(3, 0.005982420433544691)	(4, 0.012238925327480858)	(5, 0.015970690672810935)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 3.162513004517018e-05)	(12, 7.906282511292545e-06)	(14, 4.480226756399108e-05)	(16, 0.0)	(18, 2.635427503764181e-06)	(20, 0.0019475809252817297)	(22, 0.004907166012008905)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0007221071360313856)	(32, 4.2166840060226896e-05)	(34, 0.0016972153124241328)	(36, 0.00022137591031619124)	(38, 0.000990920741415332)	(40, 0.0021794985456129777)	(42, 0.0)	(44, 0.00048228323318884515)	(46, 0.0)	(48, 0.0)	(50, 5.270855007528362e-06)	(52, 0.0)	(54, 4.2166840060226896e-05)	(56, 0.0)	(58, 0.00016339650523337923)	(60, 0.0004691060956700242)	(62, 0.0)	(64, 0.00014758394021079413)	(66, 6.852111509786871e-05)	(68, 1.0541710015056724e-05)	(70, 0.0005613460583017706)	(72, 0.0015970690672810937)	(74, 0.0002108342003011345)	(76, 0.00031625130045170174)	(78, 7.906282511292545e-06)	(80, 5.2708550075283626e-05)	(82, 4.743769506775526e-05)	(84, 0.00033733472048181517)	(86, 8.433368012045379e-05)	(88, 2.371884753387763e-05)	(90, 5.270855007528362e-06)	(92, 0.0004928249432039019)	(94, 0.00031361587294793757)	(96, 0.0003426055754893435)	(98, 0.0002609073228726539)	(100, 6.852111509786871e-05)
SRR7543037_clean_1	(1, 0.0)	(2, 3.214899645300122e-05)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 1.0716332151000408e-05)	(10, 0.0011386102910437932)	(12, 1.607449822650061e-05)	(14, 0.00013663323492525518)	(16, 0.0)	(18, 0.0002786246359260106)	(20, 8.037249113250305e-06)	(22, 0.004490143171269171)	(24, 0.0)	(26, 0.0)	(28, 0.004007908224474152)	(30, 4.018624556625153e-05)	(32, 0.0)	(34, 5.0902577717251935e-05)	(36, 0.0003107736323790118)	(38, 0.0)	(40, 0.000420616036926766)	(42, 5.893982683050224e-05)	(44, 6.42983494854806e-05)	(46, 0.00046081429475948856)	(48, 0.00011252647386237744)	(50, 0.0)	(52, 0.00023845681466707678)	(54, 8.037979129869468e-05)	(56, 3.483170205755151e-05)	(58, 0.0)	(60, 0.0)	(62, 2.679448206225982e-06)	(64, 2.947424616734989e-05)	(66, 2.1436033082015496e-05)	(68, 0.0)	(70, 0.0001875689483357409)	(72, 0.002451818418595877)	(74, 0.0033012823123724773)	(76, 0.0007342213159561191)	(78, 0.0038563044033125653)	(80, 0.002428191462374321)	(82, 0.002025987396613793)	(84, 0.0018602321362052165)	(86, 0.0004703273715148446)							
SRR7543037_clean_2	(1, 3.214899645300122e-05)	(2, 4.286532860400163e-05)	(3, 0.0)	(4, 0.0)	(5, 5.358166075500204e-06)	(6, 0.0)	(7, 0.0037560744189256427)	(8, 0.0)	(9, 0.009371432466049856)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0006804870915885258)	(18, 2.1432664302000816e-05)	(20, 0.0005706446870407716)	(22, 0.0011118194606662922)	(24, 0.0011921919517987952)	(26, 0.0020923638524828294)	(28, 3.214899645300122e-05)	(30, 0.0)	(32, 0.00047955586375726824)	(34, 0.0)	(36, 5.358166075500204e-06)	(38, 0.0)	(40, 4.018624556625153e-05)	(42, 2.679083037750102e-06)	(44, 5.358195790456716e-06)	(46, 0.0006108468558439731)	(48, 5.358403517256069e-06)	(50, 0.00014200015469979118)	(52, 6.698225131097662e-05)	(54, 0.0)	(56, 1.875553187714312e-05)	(58, 0.0021220784579563208)	(60, 0.00021167408856754676)	(62, 0.00027598316524127616)	(64, 2.4115292318740823e-05)	(66, 8.03851240575581e-06)	(68, 5.09110805823263e-05)	(70, 0.00036174011464750036)	(72, 7.502832319200498e-05)	(74, 3.215534719843322e-05)	(76, 2.6796398392559087e-05)	(78, 0.0004281790503678058)	(80, 0.00020899496165396195)	(82, 0.00032078133779718385)	(84, 0.0002393787090000511)	(86, 0.00017452399320362158)							
SRR7543038_1	(1, 0.06520837937534346)	(2, 0.0011345863636370531)	(3, 9.100960136126094e-06)	(4, 0.0)	(5, 0.006425277856105023)	(6, 0.0)	(7, 3.033653378708698e-05)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 1.3651440204189142e-05)	(16, 0.0)	(18, 0.0)	(20, 1.516826689354349e-06)	(22, 4.550480068063047e-06)	(24, 0.0010860479095777139)	(26, 3.033653378708698e-06)	(28, 0.00013803122873124577)	(30, 0.00017443506927575014)	(32, 8.34254679144892e-05)	(34, 0.00410149936801416)	(36, 0.00040954320612567426)	(38, 0.0)	(40, 0.00403172534030386)	(42, 4.550480068063047e-06)	(44, 3.792066723385872e-05)	(46, 0.0)	(48, 0.00036403840544504376)	(50, 7.584133446771745e-06)	(52, 2.5786053719023936e-05)	(54, 0.00043684608653405256)	(56, 7.280768108900876e-05)	(58, 9.100960136126094e-06)	(60, 0.0004884181939721004)	(62, 8.645912129319789e-05)	(64, 0.0)	(66, 0.00027909611084120026)	(68, 7.584133446771745e-05)	(70, 4.3987973991276125e-05)	(72, 0.0)	(74, 0.0)	(76, 1.516826689354349e-05)	(78, 2.4269227029669584e-05)	(80, 3.488701385515003e-05)	(82, 3.033653378708698e-05)	(84, 0.0021842304326702626)	(86, 0.0023146775279547366)	(88, 0.0021629948590193016)	(90, 0.003942232565631953)	(92, 0.0011543051105986596)	(94, 0.001915752108654543)	(96, 0.002153893898883176)	(98, 0.000964701774429366)	(100, 0.0008585239061745615)
SRR7543038_2	(1, 0.007757051689358141)	(2, 0.0009222306271274442)	(3, 0.005675965471563974)	(4, 0.011913156818189058)	(5, 0.015386689936810517)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 3.792066723385872e-05)	(12, 4.550480068063047e-06)	(14, 3.488701385515003e-05)	(16, 0.0)	(18, 4.550480068063047e-06)	(20, 0.001929403548858732)	(22, 0.004774970418087491)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0007159421973752528)	(32, 2.2752400340315235e-05)	(34, 0.0016290718643665709)	(36, 0.00025786053719023934)	(38, 0.0009146464936806725)	(40, 0.002134175151921569)	(42, 0.0)	(44, 0.0005581922216824005)	(46, 0.0)	(48, 1.516826689354349e-06)	(50, 3.033653378708698e-06)	(52, 0.0)	(54, 6.522354764223701e-05)	(56, 0.0)	(58, 0.00017291824258639578)	(60, 0.00047173310038920254)	(62, 0.0)	(64, 0.00013803122873124577)	(66, 4.853845405933917e-05)	(68, 9.100960136126094e-06)	(70, 0.0005718436618865896)	(72, 0.001360593540350851)	(74, 0.0002411754436073415)	(76, 0.00026999515070507416)	(78, 7.584133446771745e-06)	(80, 4.550480068063047e-05)	(82, 4.3987973991276125e-05)	(84, 0.0002972980311134524)	(86, 7.735816115707179e-05)	(88, 3.640384054450438e-05)	(90, 4.550480068063047e-06)	(92, 0.0005217883811378961)	(94, 0.0003761730189598786)	(96, 0.0003337018716579568)	(98, 0.00022145669664573497)	(100, 5.460576081675657e-05)
SRR7543038_clean_1	(1, 0.0)	(2, 2.780731274856841e-05)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 3.0897014165076013e-06)	(9, 9.269104249522803e-06)	(10, 0.0010211463181557623)	(12, 1.2358805666030405e-05)	(14, 0.00013903656374284203)	(16, 0.0)	(18, 0.0002440864119041005)	(20, 1.2358805666030405e-05)	(22, 0.004291595267529058)	(24, 0.0)	(26, 0.0)	(28, 0.0037756151309722885)	(30, 3.8621267706345015e-05)	(32, 0.0)	(34, 6.951828187142101e-05)	(36, 0.0002997010374012373)	(38, 0.0)	(40, 0.00039548178131297297)	(42, 6.024917762189823e-05)	(44, 7.724287191963924e-05)	(46, 0.00047273412470364703)	(48, 8.187995638301072e-05)	(50, 0.0)	(52, 0.00026418595131414433)	(54, 7.261340928345753e-05)	(56, 4.016953893804902e-05)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 3.0900831229269984e-05)	(66, 4.326152867207254e-05)	(68, 0.0)	(70, 0.00020549594104571757)	(72, 0.002326915029051287)	(74, 0.003260181957708054)	(76, 0.0007416591047052847)	(78, 0.003952067953331621)	(80, 0.002256767666403113)	(82, 0.0018717357249293286)	(84, 0.001842622432208442)	(86, 0.00041227847059679355)							
