Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54
SRR7543038_clean_2	(1, 2.780731274856841e-05)	(2, 3.707641699809121e-05)	(3, 0.0)	(4, 0.0)	(5, 9.269104249522803e-06)	(6, 0.0)	(7, 0.0037354490125576898)	(8, 0.0)	(9, 0.008975582614954581)	(10, 1.8538208499045605e-05)	(12, 0.0)	(14, 0.0)	(16, 0.0006720100580904033)	(18, 1.0813954957776604e-05)	(20, 0.0005669602099291448)	(22, 0.0010396845266548078)	(24, 0.0011246513156087667)	(26, 0.002008305920729941)	(28, 2.780731274856841e-05)	(30, 0.0)	(32, 0.0005530565535548606)	(34, 1.5448507082538007e-06)	(36, 3.0897014165076013e-06)	(38, 0.0)	(40, 5.870432691364442e-05)	(42, 4.634552124761401e-06)	(44, 3.0897148767855693e-06)	(46, 0.0006164082214273046)	(48, 3.0898096748305922e-06)	(50, 0.00013131876342898505)	(52, 4.634841251125339e-05)	(54, 3.089932309934363e-06)	(56, 2.008476946902451e-05)	(58, 0.0018833514818994317)	(60, 0.00022866181973649384)	(62, 0.00023947915909442577)	(64, 2.3175623421952487e-05)	(66, 1.5450545954311624e-06)	(68, 3.708164774712071e-05)	(70, 0.00031983202854483857)	(72, 5.2533274228249504e-05)	(74, 3.553752844895036e-05)	(76, 3.862807837006691e-05)	(78, 0.0004565453745695468)	(80, 0.0002267869123651758)	(82, 0.00037467153592606143)	(84, 0.00021932025342787586)	(86, 0.00016695574429126349)							
SRR7543039_1	(1, 0.06545747399348197)	(2, 0.0010696956986689231)	(3, 8.467248274424195e-06)	(4, 0.0)	(5, 0.0064012396954646915)	(6, 0.0)	(7, 3.6691409189171504e-05)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 2.8224160914747313e-05)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 5.644832182949463e-06)	(24, 0.0010301818733882769)	(26, 5.644832182949463e-06)	(28, 0.00011571905975046398)	(30, 0.00017357858962569598)	(32, 9.313973101866614e-05)	(34, 0.004007830849894119)	(36, 0.0004078391252180987)	(38, 0.0)	(40, 0.0039118687027839775)	(42, 0.0)	(44, 4.233624137212097e-05)	(46, 0.0)	(48, 0.0003753813401661393)	(50, 1.4112080457373656e-05)	(52, 1.9756912640323118e-05)	(54, 0.0004727546953220175)	(56, 7.197161033260564e-05)	(58, 7.056040228686828e-06)	(60, 0.0004304184539498965)	(62, 9.878456320161559e-05)	(64, 0.0)	(66, 0.00024413899191256426)	(68, 7.902765056129247e-05)	(70, 3.810261723490888e-05)	(72, 0.0)	(74, 4.233624137212097e-06)	(76, 1.4112080457373656e-05)	(78, 3.1046577006222045e-05)	(80, 1.8345704594585752e-05)	(82, 1.9756912640323118e-05)	(84, 0.002273456161682896)	(86, 0.00226075528927126)	(88, 0.0021549146858409573)	(90, 0.0039146911188754525)	(92, 0.001172713886007751)	(94, 0.0020547189145936045)	(96, 0.0022833346180030577)	(98, 0.0009116403975463382)	(100, 0.0009934904641991055)
SRR7543039_2	(1, 0.007174581704528766)	(2, 0.0008918834849060151)	(3, 0.005365412989893465)	(4, 0.011320710942905148)	(5, 0.014659629179119754)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 9.878456320161559e-06)	(12, 4.233624137212097e-06)	(14, 3.6691409189171504e-05)	(16, 0.0)	(18, 2.8224160914747314e-06)	(20, 0.0019135981100198676)	(22, 0.004610416685423974)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0006816134860911476)	(32, 3.1046577006222045e-05)	(34, 0.001621478044552233)	(36, 0.0002511950321412511)	(38, 0.0009158740216835504)	(40, 0.0021549146858409573)	(42, 0.0)	(44, 0.0005390814734716737)	(46, 0.0)	(48, 1.4112080457373657e-06)	(50, 0.0)	(52, 0.0)	(54, 6.773798619539356e-05)	(56, 0.0)	(58, 0.00020321395858618064)	(60, 0.0005122685206026637)	(62, 0.0)	(64, 0.00012983114020783765)	(66, 4.233624137212097e-05)	(68, 9.878456320161559e-06)	(70, 0.0005743616746151078)	(72, 0.0013787502606854062)	(74, 0.00022297087122650377)	(76, 0.0002709519447815742)	(78, 8.467248274424195e-06)	(80, 3.6691409189171504e-05)	(82, 3.5280201143434144e-05)	(84, 0.00029353127351337203)	(86, 8.467248274424194e-05)	(88, 2.8224160914747313e-05)	(90, 5.644832182949463e-06)	(92, 0.0005447263056546232)	(94, 0.00035985805166302825)	(96, 0.00038102617234908874)	(98, 0.00024978382409551373)	(100, 5.6448321829494626e-05)
SRR7543039_clean_1	(1, 0.0)	(2, 5.753398467749167e-05)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 1.1506796935498332e-05)	(10, 0.0009680092921987972)	(12, 2.3013593870996665e-05)	(14, 0.00011506796935498334)	(16, 0.0)	(18, 0.00025027283334708877)	(20, 1.1506796935498332e-05)	(22, 0.0042201177760940135)	(24, 0.0)	(26, 0.0)	(28, 0.0036735449216578433)	(30, 3.308204118955771e-05)	(32, 0.0)	(34, 8.486262739930021e-05)	(36, 0.0002977383707060194)	(38, 0.0)	(40, 0.0004128063400610027)	(42, 7.047913122992729e-05)	(44, 7.479448238226756e-05)	(46, 0.00041569111704761497)	(48, 9.924942835565662e-05)	(50, 0.0)	(52, 0.00023590319804328078)	(54, 7.192254574741406e-05)	(56, 3.740008907838139e-05)	(58, 0.0)	(60, 0.0)	(62, 4.315514081802958e-06)	(64, 3.5962942230726356e-05)	(66, 2.733207868542944e-05)	(68, 0.0)	(70, 0.00018413505327940575)	(72, 0.0024239852259179406)	(74, 0.0032641345911016873)	(76, 0.0007106636724037269)	(78, 0.0039061374541435436)	(80, 0.0023479077802624542)	(82, 0.001982015188149202)	(84, 0.001828713686962799)	(86, 0.00048615429403460497)							
SRR7543039_clean_2	(1, 2.589029310487125e-05)	(2, 4.0273789274244166e-05)	(3, 0.0)	(4, 0.0)	(5, 5.753398467749166e-06)	(6, 0.0)	(7, 0.0036908051170610905)	(8, 0.0)	(9, 0.008687631686301241)	(10, 5.753398467749166e-06)	(12, 0.0)	(14, 0.0)	(16, 0.0006443806283879067)	(18, 1.72601954032475e-05)	(20, 0.000572463147541042)	(22, 0.001025543276876289)	(24, 0.0011305427989127112)	(26, 0.0020568399522203273)	(28, 1.8698545020184792e-05)	(30, 0.0)	(32, 0.0005365044071176097)	(34, 1.4383496169372916e-06)	(36, 0.0)	(38, 0.0)	(40, 6.760243199605271e-05)	(42, 0.0)	(44, 0.0)	(46, 0.0006889828548989881)	(48, 5.7535900496032815e-06)	(50, 0.0001251422162174416)	(52, 3.883772162907671e-05)	(54, 0.0)	(56, 1.7261579574637567e-05)	(58, 0.0018829682985672508)	(60, 0.0002128967836834179)	(62, 0.00022440673225375377)	(64, 2.3016283027664867e-05)	(66, 7.192652285639326e-06)	(68, 3.164795141084266e-05)	(70, 0.00030785079220150646)	(72, 6.473551048445538e-05)	(74, 2.3017255820902158e-05)	(76, 3.308757988924235e-05)	(78, 0.0004683895392829416)	(80, 0.00022726448658731487)	(82, 0.0003635202894550668)	(84, 0.0002594796447717485)	(86, 0.00018052635022783377)							
SRR7543040_1	(1, 0.06453541129178299)	(2, 0.0010888817019288483)	(3, 1.5336361998997862e-05)	(4, 0.0)	(5, 0.00660077020436868)	(6, 0.0)	(7, 3.0672723997995724e-05)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 1.8403634398797434e-05)	(16, 0.0)	(18, 0.0)	(20, 1.5336361998997859e-06)	(22, 4.6009085996993585e-06)	(24, 0.0010290698901327564)	(26, 0.0)	(28, 9.048453579408738e-05)	(30, 0.00018710361638777393)	(32, 9.508544439378673e-05)	(34, 0.003969050485340646)	(36, 0.0004186826825726416)	(38, 0.0)	(40, 0.003950646850941849)	(42, 1.5336361998997859e-06)	(44, 4.907635839679315e-05)	(46, 0.0)	(48, 0.0003450681449774519)	(50, 1.3802725799098075e-05)	(52, 2.6071815398296363e-05)	(54, 0.0004754272219689337)	(56, 7.361453759518974e-05)	(58, 9.201817199398717e-06)	(60, 0.0004462881341708377)	(62, 0.00010582089779308524)	(64, 0.0)	(66, 0.0002453817919839658)	(68, 5.827817559619187e-05)	(70, 4.907635839679315e-05)	(72, 0.0)	(74, 6.1345447995991435e-06)	(76, 6.1345447995991435e-06)	(78, 3.220636019789551e-05)	(80, 2.4538179198396574e-05)	(82, 2.4538179198396574e-05)	(84, 0.002344929749646773)	(86, 0.0023326606600475746)	(88, 0.0021501579522595)	(90, 0.003826422318749966)	(92, 0.0011410253327254407)	(94, 0.002033601601067116)	(96, 0.002285117937850681)	(98, 0.0008695717253431787)	(100, 0.0008925762683416754)
SRR7543040_2	(1, 0.0073522519423195746)	(2, 0.0009171144475400721)	(3, 0.005539493954038028)	(4, 0.01183967146322635)	(5, 0.015090980207013894)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 3.527363259769508e-05)	(12, 1.2269089599198287e-05)	(14, 3.680726879759487e-05)	(16, 0.0)	(18, 4.6009085996993585e-06)	(20, 0.001956919791072127)	(22, 0.004653052230495952)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0007100735605536009)	(32, 2.9139087798095935e-05)	(34, 0.0015689098324974812)	(36, 0.00022697815758516832)	(38, 0.0009769262593361638)	(40, 0.0020474043268662147)	(42, 0.0)	(44, 0.0005720463025626202)	(46, 0.0)	(48, 0.0)	(50, 7.668180999498931e-06)	(52, 0.0)	(54, 6.901362899549037e-05)	(56, 0.0)	(58, 0.00018710361638777393)	(60, 0.0004738935857690339)	(62, 0.0)	(64, 0.00011348907879258416)	(66, 5.52109031963923e-05)	(68, 1.5336361998997859e-06)	(70, 0.0005797144835621191)	(72, 0.0013250616767134153)	(74, 0.00020397361458667152)	(76, 0.0002975254227805585)	(78, 1.0735453399298501e-05)	(80, 5.52109031963923e-05)	(82, 3.220636019789551e-05)	(84, 0.0002622517901828634)	(86, 9.81527167935863e-05)	(88, 1.8403634398797434e-05)	(90, 1.3802725799098075e-05)	(92, 0.0005060999459669294)	(94, 0.0003772745051753474)	(96, 0.000372673596575648)	(98, 0.00023464633858466725)	(100, 6.441272039579101e-05)
SRR7543040_clean_1	(1, 0.0)	(2, 3.434724742408135e-05)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 3.122477038552849e-06)	(9, 9.367431115658547e-06)	(10, 0.0009726515975092125)	(12, 1.8734862231317093e-05)	(14, 9.211307263730905e-05)	(16, 0.0)	(18, 0.00026228807123843936)	(20, 9.367431115658547e-06)	(22, 0.004163823130910225)	(24, 0.0)	(26, 0.0)	(28, 0.003717308914397167)	(30, 4.215344002046347e-05)	(32, 0.0)	(34, 6.86944948481627e-05)	(36, 0.00028726788754686214)	(38, 0.0)	(40, 0.0004090444920504233)	(42, 8.274564152165051e-05)	(44, 8.274601357809001e-05)	(46, 0.00043559525144970084)	(48, 0.00010304568380506867)	(50, 0.0)	(52, 0.00022951693664025708)	(54, 5.15248458037018e-05)	(56, 4.6841262580626304e-05)	(58, 0.0)	(60, 0.0)	(62, 6.245696714963391e-06)	(64, 2.8105924421264278e-05)	(66, 3.5913480054472946e-05)	(68, 0.0)	(70, 0.0002279771354548011)	(72, 0.0024312574449451745)	(74, 0.0033697514247740005)	(76, 0.0006761425204122821)	(78, 0.0038180264864328003)	(80, 0.002377827495665352)	(82, 0.0018892631894862324)	(84, 0.0017860275839202996)	(86, 0.0004389929817761618)							
SRR7543040_clean_2	(1, 4.059220150118704e-05)	(2, 2.8102293346975644e-05)	(3, 0.0)	(4, 0.0)	(5, 6.244954077105698e-06)	(6, 0.0)	(7, 0.003809421987034476)	(8, 0.0)	(9, 0.008780405432410612)	(10, 9.367431115658547e-06)	(12, 0.0)	(14, 0.0)	(16, 0.000672893801808139)	(18, 1.2489908154211397e-05)	(20, 0.0005526784358238544)	(22, 0.0009976314138176354)	(24, 0.001172490127976595)	(26, 0.0019093947090750676)	(28, 3.278600890480492e-05)	(30, 0.0)	(32, 0.0005682908210166186)	(34, 0.0)	(36, 6.244954077105698e-06)	(38, 0.0)	(40, 6.088830225178056e-05)	(42, 6.244954077105698e-06)	(44, 4.683736617627736e-06)	(46, 0.0006385607807990238)	(48, 6.245192957882949e-06)	(50, 0.00010616971910333926)	(52, 4.6840191151072874e-05)	(54, 1.5613589637485392e-06)	(56, 2.0297880451604733e-05)	(58, 0.0018299510778505533)	(60, 0.00020298302289031744)	(62, 0.0002670035345646849)	(64, 2.029872319313531e-05)	(66, 9.368733927253812e-06)	(68, 4.3721210948878005e-05)	(70, 0.0002779447267873603)	(72, 7.33905587106122e-05)	(74, 2.9668803091151995e-05)	(76, 2.186142098330704e-05)	(78, 0.0004488103473570822)	(80, 0.00022111872938127935)	(82, 0.0003850623152899086)	(84, 0.0002752899659426026)	(86, 0.00015838178166041917)							
SRR7543041_1	(1, 0.06562225509352748)	(2, 0.0011443963165615628)	(3, 9.179649598087403e-06)	(4, 0.0)	(5, 0.00626358090909497)	(6, 0.0)	(7, 2.7538948794262208e-05)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 2.447906559489974e-05)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 4.589824799043701e-06)	(24, 0.0010587195869794135)	(26, 4.589824799043701e-06)	(28, 0.00012239532797449868)	(30, 0.0001591139263668483)	(32, 7.496713838438044e-05)	(34, 0.004003857166365789)	(36, 0.000439093239108514)	(38, 0.0)	(40, 0.003973258334372164)	(42, 3.0598831993624677e-06)	(44, 5.048807278948071e-05)	(46, 0.0)	(48, 0.0003549464511260462)	(50, 1.682935759649357e-05)	(52, 1.5299415996812336e-05)	(54, 0.0004834615454992698)	(56, 6.425754718661181e-05)	(58, 1.223953279744987e-05)	(60, 0.00046051242150405133)	(62, 0.00011321567837641128)	(64, 0.0)	(66, 0.00023255112315154753)	(68, 7.955696318342415e-05)	(70, 4.589824799043701e-05)	(72, 0.0)	(74, 3.0598831993624677e-06)	(76, 1.988924079585604e-05)	(78, 3.518865679266838e-05)	(80, 2.906889039394344e-05)	(82, 4.130842319139331e-05)	(84, 0.0022107656115393825)	(86, 0.0023346908811135623)	(88, 0.0020164630283798658)	(90, 0.0038279138824024463)	(92, 0.0011841747981532749)	(94, 0.0018542892188136552)	(96, 0.0019751546051884725)	(98, 0.0009577434414004523)	(100, 0.0008965457774132028)
SRR7543041_2	(1, 0.007499773721637407)	(2, 0.0009791626237959895)	(3, 0.005657724035621202)	(4, 0.01191824506151681)	(5, 0.015149481720043574)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 3.2128773593305904e-05)	(12, 4.589824799043701e-06)	(14, 2.447906559489974e-05)	(16, 0.0)	(18, 6.119766398724935e-06)	(20, 0.0018298101532187555)	(22, 0.004765768083007043)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0007512013254434857)	(32, 3.2128773593305904e-05)	(34, 0.001539121249279321)	(36, 0.00020348223275760407)	(38, 0.0008475876462234034)	(40, 0.002057771451571259)	(42, 0.0)	(44, 0.0005446592094865191)	(46, 0.0)	(48, 0.0)	(50, 1.5299415996812338e-06)	(52, 0.0)	(54, 4.742818959011824e-05)	(56, 0.0)	(58, 0.00020501217435728528)	(60, 0.0004207339399123392)	(62, 0.0)	(64, 0.00011168573677673005)	(66, 3.365871519298714e-05)	(68, 3.0598831993624677e-06)	(70, 0.0005278298518900256)	(72, 0.0012775012357338301)	(74, 0.00018512293356142927)	(76, 0.000281509254341347)	(78, 4.589824799043701e-06)	(80, 3.8248539992030844e-05)	(82, 3.8248539992030844e-05)	(84, 0.00024632059754867863)	(86, 6.425754718661181e-05)	(88, 1.682935759649357e-05)	(90, 4.589824799043701e-06)	(92, 0.0004696920711021387)	(94, 0.00031669791113401536)	(96, 0.00027997931274166576)	(98, 0.00022949123995218504)	(100, 3.059883199362467e-05)
SRR7543041_clean_1	(1, 0.0)	(2, 4.9815923934073106e-05)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 9.340485737638707e-06)	(10, 0.000990091488189703)	(12, 2.335121434409677e-05)	(14, 0.00012765330508106233)	(16, 0.0)	(18, 0.00021950141483450964)	(20, 4.6702428688193534e-06)	(22, 0.004257704748740311)	(24, 0.0)	(26, 0.0)	(28, 0.0037470915284160615)	(30, 4.670242868819354e-05)	(32, 0.0)	(34, 6.0713157294651594e-05)	(36, 0.0002926685531126795)	(38, 0.0)	(40, 0.00040786787721022364)	(42, 6.538340016347096e-05)	(44, 7.62810242125467e-05)	(46, 0.0004561383155842598)	(48, 0.0001136473267821306)	(50, 0.0)	(52, 0.00022418779214958184)	(54, 7.317333853123516e-05)	(56, 4.515003465498695e-05)	(58, 0.0)	(60, 0.0)	(62, 3.1138932293965595e-06)	(64, 2.8025357156319324e-05)	(66, 4.982339940383188e-05)	(68, 0.0)	(70, 0.00023043816633998423)	(72, 0.0023012902795865276)	(74, 0.003325846131223501)	(76, 0.000599467062881697)	(78, 0.0038121393383249717)	(80, 0.0022819113193332107)	(82, 0.0017412611680219837)	(84, 0.0016653711550492648)	(86, 0.00041636587230911993)							
SRR7543041_clean_2	(1, 1.8680971475277414e-05)	(2, 2.1794466721156983e-05)	(3, 0.0)	(4, 0.0)	(5, 1.2453980983518276e-05)	(6, 0.0)	(7, 0.003518249627843913)	(8, 0.0)	(9, 0.009044703689280148)	(10, 1.0897233360578492e-05)	(12, 0.0)	(14, 0.0)	(16, 0.0007114336636834816)	(18, 1.5567476229397848e-05)	(20, 0.00045612705352135685)	(22, 0.0010803828503202107)	(24, 0.0010258966835173181)	(26, 0.0019537182667894296)	(28, 1.5567476229397848e-05)	(30, 0.0)	(32, 0.0005401914251601053)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 4.670242868819354e-05)	(42, 1.5567476229397846e-06)	(44, 1.0897289173220958e-05)	(46, 0.0005962490609855682)	(48, 0.0)	(50, 0.0001136491332416522)	(52, 2.802347401869773e-05)	(54, 0.0)	(56, 2.023967070740794e-05)	(58, 0.0017530853952650968)	(60, 0.00017749021733085477)	(62, 0.0002662378711134058)	(64, 1.2455714291697476e-05)	(66, 3.1139624627394925e-06)	(68, 3.425394815288153e-05)	(70, 0.0002709205469132247)	(72, 4.048277893724609e-05)	(74, 3.114088137849721e-05)	(76, 2.0241744980420938e-05)	(78, 0.0003943592418956868)	(80, 0.0001933552308398589)	(82, 0.0002776870530616672)	(84, 0.00022907213678890492)	(86, 0.00014906926292548736)							
SRR7543042_1	(1, 0.2425562900879048)	(2, 0.0004664049180822485)	(3, 0.006680848378322966)	(4, 0.0002669766082815629)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0027437475525803998)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.00011097220464715566)	(16, 0.0002026448954426321)	(18, 0.0)	(20, 0.0)	(22, 1.1258049746812894e-05)	(24, 2.2516099493625787e-05)	(26, 0.00011097220464715566)	(28, 0.0007526810402154906)	(30, 0.00014635464670856763)	(32, 0.00018334538159095286)	(34, 0.0014442469532339969)	(36, 0.003531811034857302)	(38, 0.008408154868048258)	(40, 0.0007140820125121322)	(42, 0.0)	(44, 0.002764655359253052)	(46, 0.0)	(48, 0.00032487514983660067)	(50, 0.0)	(52, 2.090780667265252e-05)	(54, 3.699073488238522e-05)	(56, 0.00469139015877903)	(58, 3.8599027703358495e-05)	(60, 0.0)	(62, 0.0)	(64, 0.0014587215886227565)	(66, 5.629024873406447e-05)	(68, 0.0007269483550799183)	(70, 0.0)	(72, 0.0)	(74, 5.7898541555037746e-05)	(76, 0.0005243034596372862)	(78, 0.00010614732618423586)	(80, 0.0)	(82, 0.0005307366309211793)	(84, 1.2866342567786165e-05)	(86, 0.0)	(88, 0.0)	(90, 0.00031522539291076103)	(92, 0.0)	(94, 0.001342924505512681)	(96, 0.0)	(98, 0.0)	(100, 0.0007623307971413302)
SRR7543042_2	(1, 0.22021710280458606)	(2, 0.0018463201584773149)	(3, 0.0009585425213000694)	(4, 1.2866342567786165e-05)	(5, 5.46819559130912e-05)	(6, 2.8949270777518873e-05)	(7, 0.0)	(8, 0.0003666907631819057)	(9, 0.001408864511172585)	(10, 0.0)	(12, 0.0)	(14, 0.0013863484116789593)	(16, 0.00021551123801041825)	(18, 0.0)	(20, 0.003084705630626733)	(22, 0.0)	(24, 8.041464104866352e-06)	(26, 0.0014989289091470882)	(28, 0.0)	(30, 0.000136704889782728)	(32, 0.0012142610798348192)	(34, 6.4331712838930825e-06)	(36, 0.0)	(38, 3.3774149240438684e-05)	(40, 0.0011338464387861558)	(42, 3.3774149240438684e-05)	(44, 0.0003007507575220016)	(46, 0.0)	(48, 1.1258049746812894e-05)	(50, 0.0046897818659580575)	(52, 0.0)	(54, 0.0)	(56, 0.001212652787013846)	(58, 0.000410114669348184)	(60, 0.001449071831696917)	(62, 0.0031361710008978774)	(64, 0.0012383854721494184)	(66, 0.001836670401551475)	(68, 0.004274842318146953)	(70, 0.0)	(72, 0.0010357405767067861)	(74, 0.00041654784063207705)	(76, 0.0011917449803411936)	(78, 0.0)	(80, 0.0)	(82, 0.00022033611647333807)	(84, 0.0)	(86, 0.0006095429791488696)	(88, 0.0010244825269599734)	(90, 0.00128341767113667)	(92, 0.0)	(94, 0.00014635464670856763)	(96, 0.0001913868456958192)	(98, 0.0)	(100, 0.0)
SRR7543042_clean_1	(1, 0.00022463908556655783)	(2, 0.0)	(3, 0.00040044358731429876)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 6.5112778425089225e-06)	(10, 3.0928569751917384e-05)	(12, 0.0)	(14, 0.0006381052285658745)	(16, 0.000253939835857848)	(18, 0.00030440223913729217)	(20, 0.0)	(22, 0.0014471315004976081)	(24, 0.00928182656449647)	(26, 0.002664740457046777)	(28, 0.0007146127432153543)	(30, 0.0)	(32, 0.0027770599998300557)	(34, 0.0003223082532041917)	(36, 0.0)	(38, 2.1161652988154e-05)	(40, 3.7439847594426305e-05)	(42, 0.0003499811840348546)	(44, 0.004372358942996062)	(46, 0.0)	(48, 0.0)	(50, 0.0001253527785338739)	(52, 0.0013919327582192775)	(54, 0.0007065621043750797)	(56, 2.2792762327640522e-05)	(58, 0.0)	(60, 5.861179430483848e-05)	(62, 0.0005275131483466289)	(64, 0.0)	(66, 0.00010257445936991472)	(68, 0.0)	(70, 0.0005356785873768139)	(72, 1.302576209174982e-05)	(74, 0.0)	(76, 0.0)	(78, 0.00031431129517701695)	(80, 0.0)	(82, 0.0013542937761797835)	(84, 0.0)	(86, 0.00038636372454564974)							
SRR7543042_clean_2	(1, 0.0027672930830662922)	(2, 0.0)	(3, 0.00043625561544809784)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.005755969612777888)	(8, 0.00041346614299931657)	(9, 0.0)	(10, 8.139097303136154e-06)	(12, 0.0014992217232376796)	(14, 0.0)	(16, 7.162405626759816e-05)	(18, 0.0012892330128167668)	(20, 0.0)	(22, 6.5112778425089225e-06)	(24, 0.0)	(26, 0.0011069172332265169)	(28, 6.674059788571646e-05)	(30, 0.0003353308088892095)	(32, 0.0)	(34, 1.1394736224390615e-05)	(36, 0.00469625914390956)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.001624577150078209)	(46, 0.0)	(48, 0.0031646777681630972)	(50, 0.0014130676852909423)	(52, 0.001240529545921742)	(54, 0.004978495196264963)	(56, 0.0011331258985741288)	(58, 0.001030575581998023)	(60, 4.884316192069873e-06)	(62, 0.00042005676627601934)	(64, 0.0011869199468084023)	(66, 0.0)	(68, 0.0)	(70, 0.00022143552548099294)	(72, 0.0005910439549131481)	(74, 0.0)	(76, 0.002312116177520307)	(78, 0.0)	(80, 0.0)	(82, 0.00014521945310843462)	(84, 0.00019281534721272669)	(86, 0.0)							
SRR7543043_1	(1, 0.2354703101068774)	(2, 0.0004446256236857679)	(3, 0.006556517850812439)	(4, 0.00021547241763233366)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0028285030060625385)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 7.182413921077788e-05)	(16, 0.00016245936250056903)	(18, 0.0)	(20, 0.0)	(22, 8.550492763187843e-06)	(24, 3.24918725001138e-05)	(26, 7.866453342132816e-05)	(28, 0.0007387625747394297)	(30, 0.0001487785740794685)	(32, 0.00016758965815848176)	(34, 0.0014108313059259942)	(36, 0.0035039919343543783)	(38, 0.00829397798029221)	(40, 0.000733632279081517)	(42, 0.0)	(44, 0.0026198709826407555)	(46, 0.0)	(48, 0.00032491872500113806)	(50, 0.0)	(52, 2.2231281184288392e-05)	(54, 3.420197105275137e-05)	(56, 0.004591614613831872)	(58, 4.7882759473851924e-05)	(60, 0.0)	(62, 0.0)	(64, 0.0015442189930317248)	(66, 4.275246381593922e-05)	(68, 0.000757573658818443)	(70, 0.0)	(72, 0.0)	(74, 7.866453342132816e-05)	(76, 0.0004890881860543447)	(78, 9.234532184242871e-05)	(80, 0.0)	(82, 0.0004942184817122574)	(84, 1.0260591315825413e-05)	(86, 0.0)	(88, 0.0)	(90, 0.0003129480351326751)	(92, 0.0)	(94, 0.0013543980536889545)	(96, 0.0)	(98, 0.0)	(100, 0.0007763847428974563)
SRR7543043_2	(1, 0.21574945359786094)	(2, 0.001788763086058897)	(3, 0.000769544348686906)	(4, 3.4201971052751378e-06)	(5, 9.918571605297899e-05)	(6, 1.3680788421100551e-05)	(7, 0.0)	(8, 0.00041384384973829167)	(9, 0.0013783394334258804)	(10, 0.0)	(12, 0.0)	(14, 0.0014381928827681954)	(16, 0.0002291532060534342)	(18, 0.0)	(20, 0.0030354249309316843)	(22, 0.0)	(24, 5.1302956579127064e-06)	(26, 0.0015271180075053488)	(28, 0.0)	(30, 0.0001385179827636431)	(32, 0.0011782579027672848)	(34, 3.4201971052751378e-06)	(36, 0.0)	(38, 4.7882759473851924e-05)	(40, 0.0010756519896090307)	(42, 3.078177394747624e-05)	(44, 0.0002770359655272862)	(46, 0.0)	(48, 1.8811084079013256e-05)	(50, 0.004405213871594377)	(52, 0.0)	(54, 0.0)	(56, 0.0012346911550043247)	(58, 0.00037280148447499)	(60, 0.0015459290915843622)	(62, 0.00305252591645806)	(64, 0.0011714175085567346)	(66, 0.0017271995381639446)	(68, 0.00429747766277821)	(70, 0.0)	(72, 0.0010397399200036417)	(74, 0.0004326549338173049)	(76, 0.0011543165230303589)	(78, 0.0)	(80, 0.0)	(82, 0.00023599360026398448)	(84, 0.0)	(86, 0.000622475873160075)	(88, 0.0010653913982932054)	(90, 0.0012979648014519148)	(92, 0.0)	(94, 0.00017271995381639444)	(96, 0.00018298054513221987)	(98, 0.0)	(100, 0.0)
