Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
SRR7543029	(1, 0.0345785)	(2, 0.0010435700000000002)	(3, 0.00290584)	(4, 0.0)	(5, 0.0036894000000000002)	(6, 0.000361913)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 0.0)	(14, 0.0)	(15, 0.00012298000000000002)	(16, 0.0)	(17, 0.0)	(18, 0.0)	(19, 0.0)	(20, 0.0)	(21, 0.0)	(22, 0.0)	(23, 0.0)	(24, 0.0)	(25, 0.0)	(26, 0.0)	(27, 0.0)	(28, 0.0)	(29, 0.0)	(30, 0.00015109)	(31, 0.0)	(32, 0.0)	(33, 0.0)	(34, 0.0)	(35, 0.0)	(36, 0.0)	(37, 7.37881e-05)	(38, 0.0)	(39, 0.0)	(40, 0.0)	(41, 0.0)	(42, 0.0)	(43, 8.43292e-05)	(44, 0.0)	(45, 3.5137200000000005e-06)	(46, 0.0)	(47, 1.40549e-05)	(48, 0.0)	(49, 2.10823e-05)	(50, 0.0)	(51, 7.02743e-06)	(52, 0.0044272800000000005)	(53, 0.0026387999999999997)	(54, 0.00102952)	(55, 0.0)	(56, 0.0)	(57, 2.4596e-05)	(58, 0.000748422)	(59, 2.10823e-05)	(60, 0.0156817)	(61, 0.00286368)	(62, 0.0)	(63, 0.0)	(64, 0.0)	(65, 0.0)	(66, 0.0)	(67, 0.0)	(68, 0.0)	(69, 0.0)	(70, 0.00472595)	(71, 0.0)	(72, 3.5137200000000005e-06)	(73, 0.000952217)	(74, 0.0)	(75, 0.0005657079999999999)	(76, 0.000137035)	(77, 0.0010435700000000002)	(78, 0.0)	(79, 0.0)	(80, 0.00171821)	(81, 0.000446242)	(82, 3.86509e-05)	(83, 0.00156712)	(84, 0.00372454)	(85, 0.0)	(86, 0.0)	(87, 0.0)	(88, 0.0)	(89, 0.0)	(90, 0.0)	(91, 0.0)	(92, 0.0)	(93, 0.0)	(94, 0.0)	(95, 0.0)	(96, 0.0)	(97, 0.0)	(98, 0.0)	(99, 0.0)	(100, 6.324689999999999e-05)
SRR7543030	(1, 0.0347553)	(2, 0.000976399)	(3, 0.00300746)	(4, 0.0)	(5, 0.00399504)	(6, 0.000357765)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 0.0)	(14, 0.0)	(15, 8.944109999999999e-05)	(16, 0.0)	(17, 0.0)	(18, 0.0)	(19, 0.0)	(20, 0.0)	(21, 0.0)	(22, 0.0)	(23, 0.0)	(24, 0.0)	(25, 0.0)	(26, 0.0)	(27, 0.0)	(28, 0.0)	(29, 0.0)	(30, 0.000137888)	(31, 0.0)	(32, 0.0)	(33, 0.0)	(34, 0.0)	(35, 0.0)	(36, 0.0)	(37, 9.68946e-05)	(38, 0.0)	(39, 0.0)	(40, 0.0)	(41, 0.0)	(42, 0.0)	(43, 0.0)	(44, 0.0)	(45, 1.49069e-05)	(46, 0.0)	(47, 1.49069e-05)	(48, 0.0)	(49, 0.0)	(50, 0.0)	(51, 1.86336e-05)	(52, 0.004624850000000001)	(53, 0.00268323)	(54, 0.00100249)	(55, 0.0)	(56, 0.0)	(57, 3.7267099999999997e-06)	(58, 0.0008496910000000001)	(59, 0.0)	(60, 0.015644699999999997)	(61, 0.00283976)	(62, 0.0)	(63, 0.0)	(64, 0.0)	(65, 0.0)	(66, 0.0)	(67, 0.0)	(68, 0.0)	(69, 0.0)	(70, 0.004945349999999999)	(71, 0.0)	(72, 0.0)	(73, 0.00115528)	(74, 0.0)	(75, 0.000607454)	(76, 0.000186336)	(77, 0.00107329)	(78, 0.0)	(79, 0.0)	(80, 0.0018223599999999999)	(81, 0.000376398)	(82, 5.5900700000000005e-05)	(83, 0.00167329)	(84, 0.00391305)	(85, 0.0)	(86, 0.0)	(87, 0.0)	(88, 0.0)	(89, 0.0)	(90, 0.0)	(91, 0.0)	(92, 0.0)	(93, 0.0)	(94, 0.0)	(95, 0.0)	(96, 0.0)	(97, 0.0)	(98, 7.45343e-06)	(99, 0.0)	(100, 5.5900700000000005e-05)
SRR7543031	(1, 0.034792)	(2, 0.00100795)	(3, 0.0031232300000000003)	(4, 0.0)	(5, 0.00371948)	(6, 0.00035846099999999997)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 0.0)	(14, 0.0)	(15, 7.45316e-05)	(16, 0.0)	(17, 0.0)	(18, 0.0)	(19, 0.0)	(20, 0.0)	(21, 0.0)	(22, 0.0)	(23, 0.0)	(24, 0.0)	(25, 0.0)	(26, 0.0)	(27, 0.0)	(28, 0.0)	(29, 0.0)	(30, 0.000173907)	(31, 0.0)	(32, 0.0)	(33, 0.0)	(34, 0.0)	(35, 0.0)	(36, 0.0)	(37, 9.582630000000001e-05)	(38, 0.0)	(39, 0.0)	(40, 0.0)	(41, 0.0)	(42, 0.0)	(43, 5.6785999999999995e-05)	(44, 0.0)	(45, 1.06474e-05)	(46, 0.0)	(47, 3.54912e-06)	(48, 0.0)	(49, 1.7745599999999998e-05)	(50, 0.0)	(51, 1.7745599999999998e-05)	(52, 0.00440446)	(53, 0.00273992)	(54, 0.00104699)	(55, 0.0)	(56, 0.0)	(57, 2.4843899999999998e-05)	(58, 0.000841142)	(59, 1.06474e-05)	(60, 0.015598399999999998)	(61, 0.00288189)	(62, 0.0)	(63, 0.0)	(64, 0.0)	(65, 0.0)	(66, 0.0)	(67, 0.0)	(68, 0.0)	(69, 0.0)	(70, 0.00510719)	(71, 0.0)	(72, 0.0)	(73, 0.00108248)	(74, 0.0)	(75, 0.000720472)	(76, 0.00020229999999999998)	(77, 0.00100795)	(78, 0.0)	(79, 0.0)	(80, 0.0016645400000000002)	(81, 0.000472033)	(82, 7.09825e-05)	(83, 0.00148708)	(84, 0.0036910899999999997)	(85, 0.0)	(86, 0.0)	(87, 0.0)	(88, 0.0)	(89, 0.0)	(90, 0.0)	(91, 0.0)	(92, 0.0)	(93, 0.0)	(94, 0.0)	(95, 0.0)	(96, 0.0)	(97, 0.0)	(98, 0.0)	(99, 0.0)	(100, 7.808069999999999e-05)
SRR7543032	(1, 0.00716666)	(2, 0.000808617)	(3, 0.00545701)	(4, 0.0116256)	(5, 0.015035699999999999)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 6.46894e-05)	(12, 0.0)	(13, 0.0)	(14, 3.23447e-05)	(15, 4.1586000000000005e-05)	(16, 0.0)	(17, 4.62067e-06)	(18, 9.24134e-06)	(19, 0.0)	(20, 0.00385826)	(21, 0.0)	(22, 0.0091443)	(23, 0.0)	(24, 0.0)	(25, 0.0)	(26, 0.0)	(27, 0.0)	(28, 0.0)	(29, 0.0)	(30, 0.0012614400000000002)	(31, 9.24134e-06)	(32, 2.7724e-05)	(33, 5.0827299999999994e-05)	(34, 0.00115055)	(35, 0.0023288199999999997)	(36, 0.0)	(37, 0.000420481)	(38, 0.00186213)	(39, 0.0)	(40, 0.0039784)	(41, 1.3862e-05)	(42, 0.0)	(43, 0.0)	(44, 0.0)	(45, 0.00115517)	(46, 0.0)	(47, 0.0)	(48, 0.0)	(49, 0.0)	(50, 9.24134e-06)	(51, 0.0)	(52, 0.0)	(53, 0.0)	(54, 0.000129379)	(55, 0.0)	(56, 0.0)	(57, 0.0)	(58, 1.3862e-05)	(59, 0.000355791)	(60, 0.000864065)	(61, 4.62067e-06)	(62, 0.0)	(63, 0.0)	(64, 0.000231033)	(65, 4.62067e-06)	(66, 7.85514e-05)	(67, 4.62067e-06)	(68, 0.0)	(69, 9.24134e-06)	(70, 4.1586000000000005e-05)	(71, 0.00105813)	(72, 0.0027446799999999998)	(73, 0.0)	(74, 0.000434343)	(75, 0.0)	(76, 0.00048054900000000004)	(77, 3.69653e-05)	(78, 1.3862e-05)	(79, 0.0)	(80, 0.0)	(81, 8.77927e-05)	(82, 0.0)	(83, 9.7034e-05)	(84, 0.000563721)	(85, 2.31033e-05)	(86, 0.00013862)	(87, 7.85514e-05)	(88, 0.0)	(89, 6.46894e-05)	(90, 1.3862e-05)	(91, 9.24134e-06)	(92, 0.0008363409999999999)	(93, 9.7034e-05)	(94, 0.000267999)	(95, 0.00030496399999999996)	(96, 0.00030496399999999996)	(97, 0.000328067)	(98, 0.000147861)	(99, 0.000221792)	(100, 6.931e-05)
SRR7543033	(1, 0.0075742100000000005)	(2, 0.0008594550000000001)	(3, 0.00556741)	(4, 0.0117953)	(5, 0.015466)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 6.77403e-05)	(12, 4.2337700000000005e-06)	(13, 4.2337700000000005e-06)	(14, 3.81039e-05)	(15, 4.65715e-05)	(16, 0.0)	(17, 0.0)	(18, 4.2337700000000005e-06)	(19, 0.0)	(20, 0.0037595899999999997)	(21, 0.0)	(22, 0.00946671)	(23, 3.38702e-05)	(24, 0.0)	(25, 0.0)	(26, 0.0)	(27, 0.0)	(28, 0.0)	(29, 0.0)	(30, 0.00140561)	(31, 0.0)	(32, 2.54026e-05)	(33, 3.81039e-05)	(34, 0.00110501)	(35, 0.0022819999999999997)	(36, 0.0)	(37, 0.000355637)	(38, 0.00204068)	(39, 0.0)	(40, 0.00430151)	(41, 2.11688e-05)	(42, 0.0)	(43, 0.0)	(44, 0.0)	(45, 0.00108808)	(46, 0.0)	(47, 0.0)	(48, 4.2337700000000005e-06)	(49, 0.0)	(50, 8.467540000000001e-06)	(51, 0.0)	(52, 0.0)	(53, 0.0)	(54, 0.00012701299999999998)	(55, 1.27013e-05)	(56, 0.0)	(57, 0.0)	(58, 4.2337700000000005e-06)	(59, 0.000347169)	(60, 0.0008382859999999999)	(61, 8.467540000000001e-06)	(62, 0.0)	(63, 0.0)	(64, 0.00025402599999999997)	(65, 0.0)	(66, 6.350649999999999e-05)	(67, 1.27013e-05)	(68, 0.0)	(69, 2.54026e-05)	(70, 4.65715e-05)	(71, 0.00111772)	(72, 0.0029086)	(73, 0.0)	(74, 0.000368338)	(75, 0.0)	(76, 0.000469948)	(77, 4.23377e-05)	(78, 0.0)	(79, 8.467540000000001e-06)	(80, 0.0)	(81, 0.00010161000000000001)	(82, 0.0)	(83, 0.000110078)	(84, 0.000537689)	(85, 2.54026e-05)	(86, 0.000110078)	(87, 4.65715e-05)	(88, 0.0)	(89, 5.5039e-05)	(90, 1.27013e-05)	(91, 8.467540000000001e-06)	(92, 0.000965299)	(93, 0.000131247)	(94, 0.00040220800000000004)	(95, 0.000436078)	(96, 0.000389507)	(97, 0.00035987)	(98, 0.000173585)	(99, 0.00029213)	(100, 7.62078e-05)
SRR7543034	(1, 0.00754346)	(2, 0.0009595249999999999)	(3, 0.00579508)	(4, 0.0119467)	(5, 0.0154776)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 8.343700000000001e-05)	(12, 1.51704e-05)	(13, 3.79259e-06)	(14, 4.55111e-05)	(15, 2.27555e-05)	(16, 0.0)	(17, 0.0)	(18, 1.13778e-05)	(19, 0.0)	(20, 0.00388361)	(21, 0.0)	(22, 0.00981143)	(23, 7.58518e-06)	(24, 0.0)	(25, 0.0)	(26, 0.0)	(27, 0.0)	(28, 0.0)	(29, 0.0)	(30, 0.00142601)	(31, 1.51704e-05)	(32, 4.930370000000001e-05)	(33, 4.1718500000000004e-05)	(34, 0.00100124)	(35, 0.0021428099999999998)	(36, 0.0)	(37, 0.00044373300000000003)	(38, 0.0018356099999999999)	(39, 0.0)	(40, 0.00409979)	(41, 4.1718500000000004e-05)	(42, 0.0)	(43, 0.0)	(44, 0.0)	(45, 0.00105434)	(46, 0.0)	(47, 0.0)	(48, 0.0)	(49, 0.0)	(50, 7.58518e-06)	(51, 0.0)	(52, 0.0)	(53, 0.0)	(54, 0.00011377800000000001)	(55, 1.13778e-05)	(56, 0.0)	(57, 0.0)	(58, 3.79259e-06)	(59, 0.000345126)	(60, 0.000910222)	(61, 3.79259e-06)	(62, 0.0)	(63, 0.0)	(64, 0.000273067)	(65, 0.0)	(66, 7.96444e-05)	(67, 1.51704e-05)	(68, 0.0)	(69, 1.51704e-05)	(70, 2.65481e-05)	(71, 0.00106193)	(72, 0.00289375)	(73, 0.0)	(74, 0.000405807)	(75, 0.0)	(76, 0.000576474)	(77, 5.30963e-05)	(78, 1.13778e-05)	(79, 3.0340700000000002e-05)	(80, 0.0)	(81, 0.00010240000000000001)	(82, 0.0)	(83, 9.48148e-05)	(84, 0.00054234)	(85, 7.58518e-06)	(86, 9.10222e-05)	(87, 5.30963e-05)	(88, 0.0)	(89, 5.30963e-05)	(90, 1.51704e-05)	(91, 3.79259e-06)	(92, 0.000914014)	(93, 0.00013653300000000002)	(94, 0.00031857799999999997)	(95, 0.000356504)	(96, 0.000329955)	(97, 0.000292029)	(98, 0.000216178)	(99, 0.00025789599999999997)	(100, 4.55111e-05)
SRR7543035	(1, 0.00706957)	(2, 0.0008206859999999999)	(3, 0.005361540000000001)	(4, 0.011398)	(5, 0.014714)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 4.9991e-05)	(12, 1.24978e-05)	(13, 4.16592e-06)	(14, 3.33274e-05)	(15, 3.33274e-05)	(16, 0.0)	(17, 0.0)	(18, 0.0)	(19, 0.0)	(20, 0.0037285)	(21, 0.0)	(22, 0.00899422)	(23, 4.16592e-06)	(24, 0.0)	(25, 0.0)	(26, 0.0)	(27, 0.0)	(28, 0.0)	(29, 0.0)	(30, 0.00127061)	(31, 0.0)	(32, 3.33274e-05)	(33, 5.8322900000000004e-05)	(34, 0.00104565)	(35, 0.0022121)	(36, 0.0)	(37, 0.00043325600000000003)	(38, 0.00180384)	(39, 0.0)	(40, 0.00421591)	(41, 2.9161400000000002e-05)	(42, 0.0)	(43, 0.0)	(44, 0.0)	(45, 0.00110813)	(46, 0.0)	(47, 0.0)	(48, 0.0)	(49, 0.0)	(50, 8.33184e-06)	(51, 0.0)	(52, 0.0)	(53, 0.0)	(54, 0.00010414799999999999)	(55, 8.33184e-06)	(56, 0.0)	(57, 0.0)	(58, 8.33184e-06)	(59, 0.000399928)	(60, 0.000912336)	(61, 0.0)	(62, 0.0)	(63, 0.0)	(64, 0.000245789)	(65, 0.0)	(66, 8.33184e-05)	(67, 0.0)	(68, 0.0)	(69, 1.24978e-05)	(70, 6.66547e-05)	(71, 0.00102065)	(72, 0.00286615)	(73, 0.0)	(74, 0.000399928)	(75, 0.0)	(76, 0.000579063)	(77, 2.49955e-05)	(78, 4.16592e-06)	(79, 8.33184e-06)	(80, 0.0)	(81, 0.00012081200000000001)	(82, 0.0)	(83, 4.9991e-05)	(84, 0.000491579)	(85, 1.66637e-05)	(86, 8.33184e-05)	(87, 7.91525e-05)	(88, 0.0)	(89, 3.33274e-05)	(90, 4.16592e-06)	(91, 4.16592e-06)	(92, 0.0009206679999999999)	(93, 9.58162e-05)	(94, 0.000337439)	(95, 0.00037076700000000004)	(96, 0.000366601)	(97, 0.000320776)	(98, 0.000166637)	(99, 0.000270785)	(100, 9.165019999999999e-05)
SRR7543036	(1, 0.007489340000000001)	(2, 0.000885651)	(3, 0.00552887)	(4, 0.0117972)	(5, 0.0151292)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 5.15913e-05)	(12, 4.29928e-06)	(13, 0.0)	(14, 5.15913e-05)	(15, 1.71971e-05)	(16, 0.0)	(17, 0.0)	(18, 1.28978e-05)	(19, 0.0)	(20, 0.00382206)	(21, 0.0)	(22, 0.00969487)	(23, 1.28978e-05)	(24, 0.0)	(25, 0.0)	(26, 0.0)	(27, 0.0)	(28, 0.0)	(29, 0.0)	(30, 0.00139727)	(31, 8.59855e-06)	(32, 3.8693500000000005e-05)	(33, 3.43942e-05)	(34, 0.0011178100000000001)	(35, 0.00215394)	(36, 0.0)	(37, 0.00047292000000000005)	(38, 0.00202066)	(39, 0.0)	(40, 0.00440676)	(41, 5.58906e-05)	(42, 0.0)	(43, 0.0)	(44, 0.0)	(45, 0.00104043)	(46, 0.0)	(47, 0.0)	(48, 4.29928e-06)	(49, 0.0)	(50, 0.0)	(51, 0.0)	(52, 0.0)	(53, 0.0)	(54, 8.59855e-05)	(55, 4.29928e-06)	(56, 0.0)	(57, 0.0)	(58, 4.29928e-06)	(59, 0.000352541)	(60, 0.000881352)	(61, 1.28978e-05)	(62, 0.0)	(63, 0.0)	(64, 0.000275154)	(65, 4.29928e-06)	(66, 6.01899e-05)	(67, 8.59855e-06)	(68, 0.0)	(69, 1.28978e-05)	(70, 4.7292e-05)	(71, 0.00106192)	(72, 0.00285042)	(73, 0.0)	(74, 0.000369738)	(75, 0.0)	(76, 0.000442826)	(77, 2.5795699999999998e-05)	(78, 0.0)	(79, 1.28978e-05)	(80, 0.0)	(81, 0.00011608)	(82, 0.0)	(83, 8.16863e-05)	(84, 0.0005933)	(85, 1.28978e-05)	(86, 0.000103183)	(87, 7.30877e-05)	(88, 0.0)	(89, 5.15913e-05)	(90, 8.59855e-06)	(91, 0.0)	(92, 0.000911447)	(93, 0.000141876)	(94, 0.000313847)	(95, 0.000352541)	(96, 0.000335344)	(97, 0.000292351)	(98, 0.000128978)	(99, 0.000322446)	(100, 6.87884e-05)
SRR7543037	(1, 0.00771653)	(2, 0.0008907740000000001)	(3, 0.0059824200000000004)	(4, 0.0122389)	(5, 0.0159707)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 6.32503e-05)	(12, 1.05417e-05)	(13, 5.2708599999999995e-06)	(14, 4.74377e-05)	(15, 4.21668e-05)	(16, 0.0)	(17, 0.0)	(18, 5.2708599999999995e-06)	(19, 0.0)	(20, 0.00389516)	(21, 0.0)	(22, 0.009809060000000001)	(23, 5.2708599999999995e-06)	(24, 0.0)	(25, 0.0)	(26, 0.0)	(27, 0.0)	(28, 0.0)	(29, 0.0)	(30, 0.00143367)	(31, 1.05417e-05)	(32, 3.16251e-05)	(33, 5.2708600000000006e-05)	(34, 0.0010963400000000001)	(35, 0.00229809)	(36, 0.0)	(37, 0.00044275200000000003)	(38, 0.00198184)	(39, 0.0)	(40, 0.00429575)	(41, 6.32503e-05)	(42, 0.0)	(43, 0.0)	(44, 0.0)	(45, 0.000964566)	(46, 0.0)	(47, 0.0)	(48, 0.0)	(49, 0.0)	(50, 1.05417e-05)	(51, 0.0)	(52, 0.0)	(53, 0.0)	(54, 7.90628e-05)	(55, 5.2708599999999995e-06)	(56, 0.0)	(57, 0.0)	(58, 1.05417e-05)	(59, 0.00031625100000000003)	(60, 0.00092767)	(61, 1.05417e-05)	(62, 0.0)	(63, 0.0)	(64, 0.000289897)	(65, 5.2708599999999995e-06)	(66, 0.000137042)	(67, 0.0)	(68, 0.0)	(69, 2.10834e-05)	(70, 2.10834e-05)	(71, 0.00110161)	(72, 0.00319414)	(73, 0.0)	(74, 0.000421668)	(75, 0.0)	(76, 0.000585065)	(77, 4.74377e-05)	(78, 0.0)	(79, 1.58126e-05)	(80, 0.0)	(81, 0.000105417)	(82, 0.0)	(83, 9.48754e-05)	(84, 0.000632503)	(85, 4.21668e-05)	(86, 0.000105417)	(87, 6.32503e-05)	(88, 0.0)	(89, 4.74377e-05)	(90, 5.2708599999999995e-06)	(91, 5.2708599999999995e-06)	(92, 0.00086442)	(93, 0.00012123)	(94, 0.00031625100000000003)	(95, 0.00031098)	(96, 0.000363689)	(97, 0.000321522)	(98, 0.00020556299999999997)	(99, 0.00031625100000000003)	(100, 6.85211e-05)
SRR7543038	(1, 0.00775705)	(2, 0.000922231)	(3, 0.00567597)	(4, 0.0119132)	(5, 0.0153867)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 7.584129999999999e-05)	(12, 3.03365e-06)	(13, 6.067309999999999e-06)	(14, 3.0336500000000003e-05)	(15, 3.9437499999999996e-05)	(16, 0.0)	(17, 0.0)	(18, 9.10096e-06)	(19, 0.0)	(20, 0.00385881)	(21, 0.0)	(22, 0.009513540000000001)	(23, 3.64038e-05)	(24, 0.0)	(25, 0.0)	(26, 0.0)	(27, 0.0)	(28, 0.0)	(29, 0.0)	(30, 0.00142582)	(31, 6.067309999999999e-06)	(32, 2.12356e-05)	(33, 2.42692e-05)	(34, 0.00112852)	(35, 0.00212962)	(36, 0.0)	(37, 0.000515721)	(38, 0.0018262600000000001)	(39, 3.03365e-06)	(40, 0.00421071)	(41, 5.76394e-05)	(42, 0.0)	(43, 0.0)	(44, 0.0)	(45, 0.00111638)	(46, 0.0)	(47, 0.0)	(48, 3.03365e-06)	(49, 0.0)	(50, 6.067309999999999e-06)	(51, 0.0)	(52, 0.0)	(53, 0.0)	(54, 0.00012134600000000001)	(55, 9.10096e-06)	(56, 0.0)	(57, 0.0)	(58, 1.21346e-05)	(59, 0.000333702)	(60, 0.000937399)	(61, 6.067309999999999e-06)	(62, 0.0)	(63, 0.0)	(64, 0.000269995)	(65, 6.067309999999999e-06)	(66, 8.797589999999999e-05)	(67, 9.10096e-06)	(68, 0.0)	(69, 1.82019e-05)	(70, 3.33702e-05)	(71, 0.0011103200000000001)	(72, 0.00272119)	(73, 0.0)	(74, 0.00048235100000000006)	(75, 0.0)	(76, 0.0004975190000000001)	(77, 4.24711e-05)	(78, 9.10096e-06)	(79, 6.067309999999999e-06)	(80, 0.0)	(81, 9.10096e-05)	(82, 0.0)	(83, 8.797589999999999e-05)	(84, 0.000567293)	(85, 2.73029e-05)	(86, 8.49423e-05)	(87, 6.9774e-05)	(88, 0.0)	(89, 7.280769999999999e-05)	(90, 6.067309999999999e-06)	(91, 3.03365e-06)	(92, 0.0009161629999999999)	(93, 0.000127413)	(94, 0.00033673599999999997)	(95, 0.000415611)	(96, 0.000354937)	(97, 0.000312466)	(98, 0.00015774999999999999)	(99, 0.000285163)	(100, 5.46058e-05)
