"Category","Term","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact","User Ids"
"INTERPRO","His_Pase_superF_clade-1","3","494","11","17928","3.52e-2","1.00e+0","9.90","1.00e+0","9.96e-1","2.91e-3","ENSG00000123836,ENSG00000247077,ENSG00000171314"
"INTERPRO","Lipocalin_CS","3","494","11","17928","3.52e-2","1.00e+0","9.90","1.00e+0","9.96e-1","2.91e-3","ENSG00000167114,ENSG00000122133,ENSG00000148346"
"INTERPRO","Peptidase_S8/S53_dom_sf","3","494","11","17928","3.52e-2","1.00e+0","9.90","1.00e+0","9.96e-1","2.91e-3","ENSG00000140479,ENSG00000169174,ENSG00000140564"
"UP_KW_DOMAIN","Transmembrane","144","318","5096","12734","3.53e-2","5.57e-1","1.13","5.62e-1","5.57e-1","3.04e-2","ENSG00000134755,ENSG00000151012,ENSG00000140519,ENSG00000149573,ENSG00000172350,ENSG00000104549,ENSG00000138678,ENSG00000157111,ENSG00000181061,ENSG00000006831,ENSG00000165389,ENSG00000157193,ENSG00000127948,ENSG00000167286,ENSG00000102886,ENSG00000147155,ENSG00000183018,ENSG00000160654,ENSG00000103056,ENSG00000156411,ENSG00000100170,ENSG00000100292,ENSG00000130204,ENSG00000284194,ENSG00000165949,ENSG00000100290,ENSG00000147383,ENSG00000197641,ENSG00000172243,ENSG00000164181,ENSG00000269855,ENSG00000158158,ENSG00000165795,ENSG00000062038,ENSG00000070729,ENSG00000204267,ENSG00000164466,ENSG00000164620,ENSG00000205639,ENSG00000139629,ENSG00000116824,ENSG00000151117,ENSG00000174951,ENSG00000174950,ENSG00000172893,ENSG00000203722,ENSG00000162572,ENSG00000116260,ENSG00000183034,ENSG00000182585,ENSG00000176340,ENSG00000175893,ENSG00000139514,ENSG00000197785,ENSG00000153802,ENSG00000197147,ENSG00000152558,ENSG00000159346,ENSG00000026751,ENSG00000069849,ENSG00000085117,ENSG00000169258,ENSG00000167114,ENSG00000148334,ENSG00000100596,ENSG00000141424,ENSG00000049249,ENSG00000158882,ENSG00000119686,ENSG00000114023,ENSG00000247077,ENSG00000150637,ENSG00000078081,ENSG00000005022,ENSG00000030110,ENSG00000166394,ENSG00000103415,ENSG00000103534,ENSG00000103257,ENSG00000185238,ENSG00000163600,ENSG00000140564,ENSG00000176087,ENSG00000136868,ENSG00000174343,ENSG00000101180,ENSG00000131174,ENSG00000179913,ENSG00000170545,ENSG00000176920,ENSG00000174502,ENSG00000198814,ENSG00000174469,ENSG00000165474,ENSG00000126709,ENSG00000151715,ENSG00000171903,ENSG00000139173,ENSG00000166562,ENSG00000183048,ENSG00000162366,ENSG00000106302,ENSG00000126353,ENSG00000180871,ENSG00000105854,ENSG00000182938,ENSG00000144063,ENSG00000183908,ENSG00000139547,ENSG00000204178,ENSG00000171124,ENSG00000171126,ENSG00000065833,ENSG00000133962,ENSG00000189051,ENSG00000111331,ENSG00000121742,ENSG00000005001,ENSG00000169169,ENSG00000176928,ENSG00000121900,ENSG00000166736,ENSG00000102743,ENSG00000153292,ENSG00000124215,ENSG00000156282,ENSG00000165644,ENSG00000237330,ENSG00000211772,ENSG00000173391,ENSG00000101084,ENSG00000181333,ENSG00000121073,ENSG00000237988,ENSG00000151025,ENSG00000268104,ENSG00000119714,ENSG00000121594,ENSG00000100433,ENSG00000232850,ENSG00000181847,ENSG00000168528,ENSG00000163235,ENSG00000163599"
"GOTERM_BP_DIRECT","positive regulation of interleukin-1 beta production","6","471","64","16488","3.56e-2","9.24e-1","3.28","1.00e+0","9.18e-1","9.75e-3","ENSG00000172936,ENSG00000164047,ENSG00000168610,ENSG00000154451,ENSG00000172243,ENSG00000112115"
"GOTERM_BP_DIRECT","transmembrane transport","24","471","540","16488","3.56e-2","9.24e-1","1.56","1.00e+0","9.18e-1","2.10e-2","ENSG00000176087,ENSG00000151012,ENSG00000100170,ENSG00000130204,ENSG00000121073,ENSG00000172350,ENSG00000139514,ENSG00000158882,ENSG00000171126,ENSG00000119686,ENSG00000174502,ENSG00000165474,ENSG00000121742,ENSG00000070729,ENSG00000005022,ENSG00000204267,ENSG00000166736,ENSG00000156282,ENSG00000183048,ENSG00000164466,ENSG00000141424,ENSG00000103257,ENSG00000205639,ENSG00000183018"
"UP_KW_BIOLOGICAL_PROCESS","Cell division","20","309","407","10326","3.56e-2","2.52e-1","1.64","9.83e-1","2.27e-1","2.00e-2","ENSG00000180198,ENSG00000146670,ENSG00000113712,ENSG00000172531,ENSG00000134057,ENSG00000170312,ENSG00000158402,ENSG00000178999,ENSG00000117399,ENSG00000169689,ENSG00000122952,ENSG00000123975,ENSG00000184661,ENSG00000142945,ENSG00000105173,ENSG00000087586,ENSG00000140854,ENSG00000145386,ENSG00000164611,ENSG00000165304"
"GOTERM_BP_DIRECT","negative regulation of type II interferon production","5","471","44","16488","3.61e-2","9.24e-1","3.98","1.00e+0","9.18e-1","8.08e-3","ENSG00000161031,ENSG00000136695,ENSG00000170298,ENSG00000163874,ENSG00000142224"
"GOTERM_BP_DIRECT","endothelial cell migration","5","471","44","16488","3.61e-2","9.24e-1","3.98","1.00e+0","9.18e-1","8.08e-3","ENSG00000143556,ENSG00000163220,ENSG00000143546,ENSG00000184330,ENSG00000196754"
"UP_KW_PTM","Zymogen","12","379","205","13074","3.61e-2","2.26e-1","2.02","5.87e-1","2.08e-1","1.65e-2","ENSG00000165078,ENSG00000172382,ENSG00000262406,ENSG00000142507,ENSG00000153802,ENSG00000143839,ENSG00000140479,ENSG00000169174,ENSG00000137757,ENSG00000134028,ENSG00000129437,ENSG00000140564"
"GOTERM_BP_DIRECT","protein complex oligomerization","4","471","26","16488","3.68e-2","9.24e-1","5.39","1.00e+0","9.18e-1","5.97e-3","ENSG00000136868,ENSG00000089127,ENSG00000163874,ENSG00000115267"
"GOTERM_MF_DIRECT","testosterone dehydrogenase (NADP+) activity","3","480","11","16905","3.72e-2","1.00e+0","9.61","1.00e+0","9.98e-1","3.17e-3","ENSG00000227471,ENSG00000157379,ENSG00000108786"
"GOTERM_MF_DIRECT","proton channel activity","3","480","11","16905","3.72e-2","1.00e+0","9.61","1.00e+0","9.98e-1","3.17e-3","ENSG00000151012,ENSG00000182938,ENSG00000183034"
"GOTERM_BP_DIRECT","copper ion transport","3","471","11","16488","3.76e-2","9.24e-1","9.55","1.00e+0","9.18e-1","3.22e-3","ENSG00000136868,ENSG00000181333,ENSG00000177556"
"GOTERM_BP_DIRECT","protein localization to kinetochore","3","471","11","16488","3.76e-2","9.24e-1","9.55","1.00e+0","9.18e-1","3.22e-3","ENSG00000112742,ENSG00000170312,ENSG00000178999"
"GOTERM_BP_DIRECT","glycosphingolipid catabolic process","3","471","11","16488","3.76e-2","9.24e-1","9.55","1.00e+0","9.18e-1","3.22e-3","ENSG00000070610,ENSG00000196743,ENSG00000115488"
"GOTERM_BP_DIRECT","regulation of toll-like receptor signaling pathway","3","471","11","16488","3.76e-2","9.24e-1","9.55","1.00e+0","9.18e-1","3.22e-3","ENSG00000163220,ENSG00000143546,ENSG00000147324"
"UP_KW_CELLULAR_COMPONENT","Cytoplasm","175","444","5643","16046","3.78e-2","3.17e-1","1.12","8.01e-1","3.02e-1","3.29e-2","ENSG00000101152,ENSG00000095585,ENSG00000187608,ENSG00000174775,ENSG00000084207,ENSG00000169228,ENSG00000169469,ENSG00000184060,ENSG00000059378,ENSG00000102886,ENSG00000142945,ENSG00000234883,ENSG00000049283,ENSG00000167208,ENSG00000164611,ENSG00000127423,ENSG00000144566,ENSG00000114738,ENSG00000132507,ENSG00000112559,ENSG00000197641,ENSG00000183918,ENSG00000152977,ENSG00000172243,ENSG00000171159,ENSG00000135698,ENSG00000115267,ENSG00000121579,ENSG00000143106,ENSG00000163376,ENSG00000165795,ENSG00000169474,ENSG00000184330,ENSG00000166803,ENSG00000125775,ENSG00000184731,ENSG00000167977,ENSG00000123473,ENSG00000092295,ENSG00000099804,ENSG00000113712,ENSG00000170473,ENSG00000172531,ENSG00000196344,ENSG00000134057,ENSG00000137965,ENSG00000213928,ENSG00000131462,ENSG00000178999,ENSG00000116663,ENSG00000125508,ENSG00000084710,ENSG00000197948,ENSG00000147416,ENSG00000138496,ENSG00000036672,ENSG00000120053,ENSG00000128578,ENSG00000198074,ENSG00000177156,ENSG00000111802,ENSG00000135439,ENSG00000161405,ENSG00000154451,ENSG00000146670,ENSG00000142507,ENSG00000112972,ENSG00000171056,ENSG00000175137,ENSG00000117228,ENSG00000176749,ENSG00000159228,ENSG00000157601,ENSG00000172936,ENSG00000145901,ENSG00000088986,ENSG00000171848,ENSG00000148334,ENSG00000140854,ENSG00000162746,ENSG00000007171,ENSG00000122643,ENSG00000143320,ENSG00000143321,ENSG00000121552,ENSG00000163435,ENSG00000131203,ENSG00000185507,ENSG00000115919,ENSG00000107338,ENSG00000101193,ENSG00000227471,ENSG00000136695,ENSG00000136694,ENSG00000158125,ENSG00000159337,ENSG00000143556,ENSG00000168610,ENSG00000145979,ENSG00000029993,ENSG00000203785,ENSG00000100664,ENSG00000140600,ENSG00000185238,ENSG00000108786,ENSG00000160213,ENSG00000105427,ENSG00000111669,ENSG00000263155,ENSG00000138642,ENSG00000118520,ENSG00000198814,ENSG00000174744,ENSG00000143942,ENSG00000164024,ENSG00000143546,ENSG00000149925,ENSG00000152409,ENSG00000100139,ENSG00000147509,ENSG00000163216,ENSG00000126787,ENSG00000162645,ENSG00000128965,ENSG00000108010,ENSG00000206073,ENSG00000161714,ENSG00000180198,ENSG00000159399,ENSG00000115415,ENSG00000136950,ENSG00000065675,ENSG00000111335,ENSG00000113356,ENSG00000171126,ENSG00000065833,ENSG00000170312,ENSG00000111331,ENSG00000204613,ENSG00000117399,ENSG00000163220,ENSG00000121621,ENSG00000188643,ENSG00000027075,ENSG00000089127,ENSG00000204610,ENSG00000125149,ENSG00000057657,ENSG00000087586,ENSG00000129235,ENSG00000151023,ENSG00000136449,ENSG00000130589,ENSG00000173153,ENSG00000198399,ENSG00000169174,ENSG00000241322,ENSG00000165490,ENSG00000139433,ENSG00000115488,ENSG00000242372,ENSG00000153048,ENSG00000136688,ENSG00000135114,ENSG00000005194,ENSG00000088826,ENSG00000196805,ENSG00000167553,ENSG00000057149,ENSG00000169299,ENSG00000205413,ENSG00000145386,ENSG00000164687,ENSG00000163874,ENSG00000147324"
"KEGG_PATHWAY","Arginine biosynthesis","4","286","21","7870","3.86e-2","4.75e-1","5.24","1.00e+0","4.55e-1","6.27e-3","ENSG00000120053,ENSG00000007171,ENSG00000125166,ENSG00000118520"
"GOTERM_BP_DIRECT","positive regulation of interleukin-10 production","5","471","45","16488","3.87e-2","9.42e-1","3.89","1.00e+0","9.36e-1","8.89e-3","ENSG00000110944,ENSG00000187608,ENSG00000168610,ENSG00000172243,ENSG00000181847"
"UP_KW_MOLECULAR_FUNCTION","Serine protease","9","323","127","10600","3.96e-2","6.41e-1","2.33","9.62e-1","6.33e-1","1.55e-2","ENSG00000005001,ENSG00000129451,ENSG00000172382,ENSG00000153802,ENSG00000167759,ENSG00000140479,ENSG00000169174,ENSG00000129437,ENSG00000140564"
"GOTERM_CC_DIRECT","kinetochore","10","485","164","17412","3.99e-2","9.17e-1","2.19","1.00e+0","9.03e-1","1.67e-2","ENSG00000117399,ENSG00000169689,ENSG00000122952,ENSG00000121621,ENSG00000088986,ENSG00000113712,ENSG00000142945,ENSG00000087586,ENSG00000112742,ENSG00000178999"
"GOTERM_MF_DIRECT","nuclease activity","4","480","27","16905","4.00e-2","1.00e+0","5.22","1.00e+0","9.98e-1","6.71e-3","ENSG00000174371,ENSG00000111802,ENSG00000138346,ENSG00000163874"
"UP_KW_LIGAND","NAD","12","202","197","6540","4.02e-2","5.09e-1","1.97","7.90e-1","5.09e-1","1.85e-2","ENSG00000138496,ENSG00000166411,ENSG00000008311,ENSG00000166394,ENSG00000132746,ENSG00000059378,ENSG00000147383,ENSG00000139547,ENSG00000196344,ENSG00000161267,ENSG00000158125,ENSG00000157379"
"GOTERM_BP_DIRECT","positive regulation of interferon-alpha production","4","471","27","16488","4.06e-2","9.67e-1","5.19","1.00e+0","9.60e-1","6.85e-3","ENSG00000185507,ENSG00000262406,ENSG00000115415,ENSG00000115267"
"GOTERM_BP_DIRECT","positive regulation of p38MAPK cascade","4","471","27","16488","4.06e-2","9.67e-1","5.19","1.00e+0","9.60e-1","6.85e-3","ENSG00000134755,ENSG00000164620,ENSG00000163874,ENSG00000147324"
"GOTERM_CC_DIRECT","spindle","13","485","244","17412","4.07e-2","9.17e-1","1.91","1.00e+0","9.03e-1","1.96e-2","ENSG00000113712,ENSG00000112742,ENSG00000170312,ENSG00000131462,ENSG00000178999,ENSG00000169228,ENSG00000117399,ENSG00000163376,ENSG00000126787,ENSG00000142945,ENSG00000087586,ENSG00000140854,ENSG00000165304"
"INTERPRO","OxRdtase_FAD/NAD-bd","3","494","12","17928","4.15e-2","1.00e+0","9.07","1.00e+0","9.96e-1","3.80e-3","ENSG00000127948,ENSG00000166394,ENSG00000007171"
"GOTERM_BP_DIRECT","sphingolipid biosynthetic process","5","471","46","16488","4.15e-2","9.80e-1","3.81","1.00e+0","9.73e-1","9.74e-3","ENSG00000165389,ENSG00000164181,ENSG00000100596,ENSG00000205639,ENSG00000183018"
"GOTERM_CC_DIRECT","secretory granule lumen","8","485","116","17412","4.31e-2","9.27e-1","2.48","1.00e+0","9.12e-1","1.59e-2","ENSG00000163220,ENSG00000149925,ENSG00000143106,ENSG00000143546,ENSG00000169299,ENSG00000084207,ENSG00000160213,ENSG00000171314"
"PIR_SUPERFAMILY","AA_transporter","3","57","11","1798","4.38e-2","1.00e+0","8.60","8.98e-1","1.00e+0","4.16e-3","ENSG00000151012,ENSG00000139514,ENSG00000103257"
"GOTERM_MF_DIRECT","RAGE receptor binding","3","480","12","16905","4.38e-2","1.00e+0","8.80","1.00e+0","9.98e-1","4.13e-3","ENSG00000143556,ENSG00000163220,ENSG00000143546"
"GOTERM_MF_DIRECT","protein serine/threonine kinase inhibitor activity","4","480","28","16905","4.38e-2","1.00e+0","5.03","1.00e+0","9.98e-1","7.65e-3","ENSG00000113648,ENSG00000027075,ENSG00000197785,ENSG00000084207"
"GOTERM_BP_DIRECT","positive regulation of T-helper 17 type immune response","3","471","12","16488","4.43e-2","1.00e+0","8.75","1.00e+0","9.94e-1","4.20e-3","ENSG00000110944,ENSG00000065675,ENSG00000172243"
"GOTERM_BP_DIRECT","intrinsic apoptotic signaling pathway","5","471","47","16488","4.44e-2","1.00e+0","3.72","1.00e+0","9.94e-1","1.07e-2","ENSG00000126709,ENSG00000165949,ENSG00000030110,ENSG00000174775,ENSG00000272398"
"UP_KW_BIOLOGICAL_PROCESS","Apoptosis","24","309","529","10326","4.45e-2","2.96e-1","1.52","9.94e-1","2.67e-1","2.74e-2","ENSG00000107338,ENSG00000100292,ENSG00000165949,ENSG00000100290,ENSG00000169230,ENSG00000197930,ENSG00000169174,ENSG00000137757,ENSG00000165490,ENSG00000170312,ENSG00000114023,ENSG00000174744,ENSG00000163220,ENSG00000005194,ENSG00000143546,ENSG00000126709,ENSG00000088986,ENSG00000030110,ENSG00000148346,ENSG00000128965,ENSG00000163874,ENSG00000165304,ENSG00000108179,ENSG00000142224"
"INTERPRO","Lipocln_cytosolic_FA-bd_dom","4","494","29","17928","4.45e-2","1.00e+0","5.01","1.00e+0","9.96e-1","7.83e-3","ENSG00000122133,ENSG00000148346,ENSG00000143320,ENSG00000164687"
"GOTERM_BP_DIRECT","canonical glycolysis","4","471","28","16488","4.45e-2","1.00e+0","5.00","1.00e+0","9.94e-1","7.82e-3","ENSG00000149925,ENSG00000111669,ENSG00000159399,ENSG00000171314"
"GOTERM_BP_DIRECT","DNA replication initiation","4","471","28","16488","4.45e-2","1.00e+0","5.00","1.00e+0","9.94e-1","7.82e-3","ENSG00000099804,ENSG00000091651,ENSG00000085840,ENSG00000105173"
"GOTERM_MF_DIRECT","serine-type peptidase activity","7","480","91","16905","4.45e-2","1.00e+0","2.71","1.00e+0","9.98e-1","1.49e-2","ENSG00000005001,ENSG00000129451,ENSG00000172382,ENSG00000153802,ENSG00000140479,ENSG00000169174,ENSG00000140564"
"KEGG_PATHWAY","Sphingolipid metabolism","6","286","54","7870","4.49e-2","5.21e-1","3.06","1.00e+0","4.99e-1","1.31e-2","ENSG00000070610,ENSG00000177628,ENSG00000100596,ENSG00000196743,ENSG00000115488,ENSG00000103056"
"GOTERM_BP_DIRECT","cellular response to tumor necrosis factor","7","471","91","16488","4.56e-2","1.00e+0","2.69","1.00e+0","9.94e-1","1.53e-2","ENSG00000164047,ENSG00000162645,ENSG00000148346,ENSG00000177628,ENSG00000117228,ENSG00000163874,ENSG00000103056"
"KEGG_PATHWAY","Carbon metabolism","9","286","110","7870","4.57e-2","5.21e-1","2.25","1.00e+0","4.99e-1","1.84e-2","ENSG00000177156,ENSG00000149925,ENSG00000166411,ENSG00000111669,ENSG00000120053,ENSG00000159399,ENSG00000125166,ENSG00000065833,ENSG00000171314"
"UP_SEQ_FEATURE","ACT_SITE:Proton acceptor","33","493","842","17715","4.58e-2","1.00e+0","1.41","1.00e+0","1.00e+0","3.03e-2","ENSG00000105854,ENSG00000113712,ENSG00000065675,ENSG00000139547,ENSG00000158125,ENSG00000112742,ENSG00000170312,ENSG00000151498,ENSG00000159337,ENSG00000065833,ENSG00000157379,ENSG00000178999,ENSG00000125508,ENSG00000169169,ENSG00000027075,ENSG00000034152,ENSG00000036672,ENSG00000161267,ENSG00000087586,ENSG00000108786,ENSG00000103056,ENSG00000165304,ENSG00000114738,ENSG00000111669,ENSG00000147383,ENSG00000173431,ENSG00000115488,ENSG00000116478,ENSG00000159228,ENSG00000149925,ENSG00000143942,ENSG00000128965,ENSG00000162302"
"GOTERM_MF_DIRECT","catalytic activity","12","480","218","16905","4.66e-2","1.00e+0","1.94","1.00e+0","9.98e-1","2.21e-2","ENSG00000237289,ENSG00000123836,ENSG00000223572,ENSG00000174371,ENSG00000111802,ENSG00000169169,ENSG00000120053,ENSG00000134321,ENSG00000183696,ENSG00000125166,ENSG00000171314,ENSG00000103056"
"UP_KW_PTM","Hydroxylation","11","379","188","13074","4.67e-2","2.33e-1","2.02","6.82e-1","2.15e-1","2.12e-2","ENSG00000275379,ENSG00000155368,ENSG00000274641,ENSG00000149925,ENSG00000197153,ENSG00000275713,ENSG00000275714,ENSG00000273703,ENSG00000278588,ENSG00000277775,ENSG00000276368"
"INTERPRO","AA/rel_permease1","3","494","13","17928","4.82e-2","1.00e+0","8.37","1.00e+0","9.96e-1","4.84e-3","ENSG00000151012,ENSG00000139514,ENSG00000103257"
"UP_KW_DOMAIN","Transmembrane helix","142","318","5068","12734","4.84e-2","5.57e-1","1.12","6.81e-1","5.57e-1","4.21e-2","ENSG00000134755,ENSG00000151012,ENSG00000140519,ENSG00000149573,ENSG00000172350,ENSG00000104549,ENSG00000138678,ENSG00000157111,ENSG00000181061,ENSG00000006831,ENSG00000165389,ENSG00000157193,ENSG00000127948,ENSG00000167286,ENSG00000102886,ENSG00000147155,ENSG00000183018,ENSG00000160654,ENSG00000103056,ENSG00000156411,ENSG00000100170,ENSG00000100292,ENSG00000284194,ENSG00000165949,ENSG00000100290,ENSG00000147383,ENSG00000197641,ENSG00000172243,ENSG00000164181,ENSG00000269855,ENSG00000158158,ENSG00000165795,ENSG00000062038,ENSG00000070729,ENSG00000204267,ENSG00000164466,ENSG00000164620,ENSG00000205639,ENSG00000139629,ENSG00000116824,ENSG00000151117,ENSG00000174951,ENSG00000174950,ENSG00000172893,ENSG00000203722,ENSG00000162572,ENSG00000116260,ENSG00000183034,ENSG00000182585,ENSG00000176340,ENSG00000175893,ENSG00000139514,ENSG00000197785,ENSG00000153802,ENSG00000197147,ENSG00000152558,ENSG00000159346,ENSG00000026751,ENSG00000069849,ENSG00000085117,ENSG00000169258,ENSG00000167114,ENSG00000148334,ENSG00000100596,ENSG00000141424,ENSG00000049249,ENSG00000119686,ENSG00000114023,ENSG00000247077,ENSG00000150637,ENSG00000078081,ENSG00000005022,ENSG00000030110,ENSG00000166394,ENSG00000103415,ENSG00000103534,ENSG00000103257,ENSG00000185238,ENSG00000163600,ENSG00000140564,ENSG00000176087,ENSG00000136868,ENSG00000174343,ENSG00000101180,ENSG00000131174,ENSG00000179913,ENSG00000170545,ENSG00000176920,ENSG00000174502,ENSG00000198814,ENSG00000174469,ENSG00000165474,ENSG00000126709,ENSG00000151715,ENSG00000171903,ENSG00000139173,ENSG00000166562,ENSG00000183048,ENSG00000162366,ENSG00000106302,ENSG00000126353,ENSG00000180871,ENSG00000105854,ENSG00000182938,ENSG00000144063,ENSG00000183908,ENSG00000139547,ENSG00000204178,ENSG00000171124,ENSG00000171126,ENSG00000065833,ENSG00000133962,ENSG00000189051,ENSG00000111331,ENSG00000121742,ENSG00000005001,ENSG00000169169,ENSG00000176928,ENSG00000121900,ENSG00000166736,ENSG00000102743,ENSG00000153292,ENSG00000124215,ENSG00000156282,ENSG00000165644,ENSG00000237330,ENSG00000211772,ENSG00000173391,ENSG00000101084,ENSG00000181333,ENSG00000121073,ENSG00000237988,ENSG00000151025,ENSG00000268104,ENSG00000119714,ENSG00000121594,ENSG00000100433,ENSG00000232850,ENSG00000181847,ENSG00000168528,ENSG00000163235,ENSG00000163599"
"UP_SEQ_FEATURE","TOPO_DOM:Mitochondrial matrix","7","493","95","17715","4.89e-2","1.00e+0","2.65","1.00e+0","1.00e+0","1.68e-2","ENSG00000247077,ENSG00000176340,ENSG00000284194,ENSG00000005022,ENSG00000197785,ENSG00000131174,ENSG00000164466"
"GOTERM_CC_DIRECT","pore complex","3","485","13","17412","4.91e-2","9.45e-1","8.28","1.00e+0","9.30e-1","4.99e-3","ENSG00000130204,ENSG00000030110,ENSG00000158882"
"GOTERM_CC_DIRECT","cyclin-dependent protein kinase holoenzyme complex","5","485","50","17412","4.98e-2","9.45e-1","3.59","1.00e+0","9.30e-1","1.24e-2","ENSG00000123975,ENSG00000105173,ENSG00000145386,ENSG00000176749,ENSG00000170312"
"GOTERM_BP_DIRECT","glycolytic process","5","471","49","16488","5.05e-2","1.00e+0","3.57","1.00e+0","9.94e-1","1.26e-2","ENSG00000123836,ENSG00000149925,ENSG00000111669,ENSG00000159399,ENSG00000171314"
"GOTERM_BP_DIRECT","T-helper 17 type immune response","3","471","13","16488","5.14e-2","1.00e+0","8.08","1.00e+0","9.94e-1","5.35e-3","ENSG00000168610,ENSG00000112116,ENSG00000112115"
"INTERPRO","PyrdxlP-dep_Trfase_small","4","494","31","17928","5.26e-2","1.00e+0","4.68","1.00e+0","9.96e-1","9.94e-3","ENSG00000115919,ENSG00000120053,ENSG00000100596,ENSG00000125166"
"UP_SEQ_FEATURE","DOMAIN:EF-hand 1","10","493","173","17715","5.26e-2","1.00e+0","2.08","1.00e+0","1.00e+0","2.32e-2","ENSG00000143556,ENSG00000163220,ENSG00000197915,ENSG00000161714,ENSG00000143546,ENSG00000178363,ENSG00000184330,ENSG00000198399,ENSG00000187091,ENSG00000196754"
"GOTERM_BP_DIRECT","negative regulation of T cell activation","4","471","30","16488","5.29e-2","1.00e+0","4.67","1.00e+0","9.94e-1","1.00e-2","ENSG00000104951,ENSG00000121594,ENSG00000181847,ENSG00000163599"
"GOTERM_BP_DIRECT","glycosphingolipid biosynthetic process","4","471","30","16488","5.29e-2","1.00e+0","4.67","1.00e+0","9.94e-1","1.00e-2","ENSG00000165389,ENSG00000174951,ENSG00000100596,ENSG00000176920"
"GOTERM_BP_DIRECT","response to lipopolysaccharide","9","471","144","16488","5.41e-2","1.00e+0","2.19","1.00e+0","9.94e-1","2.26e-2","ENSG00000131203,ENSG00000143556,ENSG00000126353,ENSG00000143546,ENSG00000121742,ENSG00000114738,ENSG00000143839,ENSG00000148346,ENSG00000007171"
"INTERPRO","ChaC","2","494","2","17928","5.42e-2","1.00e+0","36.29","1.00e+0","9.96e-1","7.58e-4","ENSG00000143942,ENSG00000128965"
"INTERPRO","Glyco_trans_11","2","494","2","17928","5.42e-2","1.00e+0","36.29","1.00e+0","9.96e-1","7.58e-4","ENSG00000174951,ENSG00000176920"
"INTERPRO","NHTrfase_class1_PyrdxlP-BS","2","494","2","17928","5.42e-2","1.00e+0","36.29","1.00e+0","9.96e-1","7.58e-4","ENSG00000120053,ENSG00000125166"
"INTERPRO","Haem_Oase-like","2","494","2","17928","5.42e-2","1.00e+0","36.29","1.00e+0","9.96e-1","7.58e-4","ENSG00000100292,ENSG00000103415"
"INTERPRO","Asp_trans","2","494","2","17928","5.42e-2","1.00e+0","36.29","1.00e+0","9.96e-1","7.58e-4","ENSG00000120053,ENSG00000125166"
"INTERPRO","BBLN_eukaryota","2","494","2","17928","5.42e-2","1.00e+0","36.29","1.00e+0","9.96e-1","7.58e-4","ENSG00000232850,ENSG00000171159"
"INTERPRO","Tom40","2","494","2","17928","5.42e-2","1.00e+0","36.29","1.00e+0","9.96e-1","7.58e-4","ENSG00000130204,ENSG00000158882"
"INTERPRO","Haem_Oase","2","494","2","17928","5.42e-2","1.00e+0","36.29","1.00e+0","9.96e-1","7.58e-4","ENSG00000100292,ENSG00000103415"
"INTERPRO","Ig_4","2","494","2","17928","5.42e-2","1.00e+0","36.29","1.00e+0","9.96e-1","7.58e-4","ENSG00000167286,ENSG00000160654"
"INTERPRO","Haem_oxygenase_CS","2","494","2","17928","5.42e-2","1.00e+0","36.29","1.00e+0","9.96e-1","7.58e-4","ENSG00000100292,ENSG00000103415"
"INTERPRO","Haem_Oase-like_multi-hlx","2","494","2","17928","5.42e-2","1.00e+0","36.29","1.00e+0","9.96e-1","7.58e-4","ENSG00000100292,ENSG00000103415"
"INTERPRO","Prot_inh_stefin","2","494","2","17928","5.42e-2","1.00e+0","36.29","1.00e+0","9.96e-1","7.58e-4","ENSG00000121552,ENSG00000160213"
"UP_KW_LIGAND","Iron-sulfur","6","202","67","6540","5.43e-2","5.16e-1","2.90","8.80e-1","5.16e-1","1.68e-2","ENSG00000005194,ENSG00000132768,ENSG00000134321,ENSG00000158125,ENSG00000108010,ENSG00000138346"
"UP_KW_CELLULAR_COMPONENT","Plastid","2","444","2","16046","5.45e-2","3.81e-1","36.14","9.05e-1","3.63e-1","7.64e-4","ENSG00000174951,ENSG00000176920"
"UP_SEQ_FEATURE","REGION:OAS domain 2","2","493","2","17715","5.48e-2","1.00e+0","35.93","1.00e+0","1.00e+0","7.73e-4","ENSG00000111335,ENSG00000111331"
"UP_SEQ_FEATURE","REGION:6 X 8 AA approximate tandem repeats","2","493","2","17715","5.48e-2","1.00e+0","35.93","1.00e+0","1.00e+0","7.73e-4","ENSG00000169469,ENSG00000169474"
"UP_SEQ_FEATURE","REGION:2 X 12 AA approximate repeats","2","493","2","17715","5.48e-2","1.00e+0","35.93","1.00e+0","1.00e+0","7.73e-4","ENSG00000169469,ENSG00000169474"
"UP_SEQ_FEATURE","REGION:OAS domain 1","2","493","2","17715","5.48e-2","1.00e+0","35.93","1.00e+0","1.00e+0","7.73e-4","ENSG00000111335,ENSG00000111331"
"UP_SEQ_FEATURE","SITE:Interaction with dsRNA","2","493","2","17715","5.48e-2","1.00e+0","35.93","1.00e+0","1.00e+0","7.73e-4","ENSG00000089127,ENSG00000111331"
"GOTERM_CC_DIRECT","cyclin B1-CDK1 complex","2","485","2","17412","5.48e-2","9.45e-1","35.90","1.00e+0","9.30e-1","7.74e-4","ENSG00000134057,ENSG00000170312"
"GOTERM_CC_DIRECT","cyclin A2-CDK1 complex","2","485","2","17412","5.48e-2","9.45e-1","35.90","1.00e+0","9.30e-1","7.74e-4","ENSG00000145386,ENSG00000170312"
