"Category","Term","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact","User Ids"
"GOTERM_BP_DIRECT","detection of mechanical stimulus involved in sensory perception","2","140","8","16488","6.55e-2","1.00e+0","29.44","1.00e+0","9.96e-1","1.94e-3","ENSG00000108684,ENSG00000154864"
"GOTERM_BP_DIRECT","positive regulation of receptor signaling pathway via STAT","2","140","8","16488","6.55e-2","1.00e+0","29.44","1.00e+0","9.96e-1","1.94e-3","ENSG00000128342,ENSG00000136244"
"GOTERM_BP_DIRECT","response to glucocorticoid","3","140","50","16488","6.65e-2","1.00e+0","7.07","1.00e+0","9.96e-1","8.78e-3","ENSG00000167972,ENSG00000120129,ENSG00000136244"
"UP_KW_LIGAND","Metal-binding","46","65","3964","6540","6.93e-2","7.28e-1","1.17","7.79e-1","7.28e-1","5.78e-2","ENSG00000151693,ENSG00000107736,ENSG00000196263,ENSG00000198046,ENSG00000175287,ENSG00000154162,ENSG00000153956,ENSG00000153814,ENSG00000169083,ENSG00000189298,ENSG00000100626,ENSG00000061455,ENSG00000197928,ENSG00000198939,ENSG00000269067,ENSG00000142065,ENSG00000152518,ENSG00000127528,ENSG00000164197,ENSG00000185650,ENSG00000164879,ENSG00000176293,ENSG00000182986,ENSG00000128016,ENSG00000108854,ENSG00000073067,ENSG00000145284,ENSG00000198455,ENSG00000114854,ENSG00000120738,ENSG00000196557,ENSG00000074590,ENSG00000269113,ENSG00000188171,ENSG00000119138,ENSG00000245680,ENSG00000121413,ENSG00000118503,ENSG00000143867,ENSG00000166483,ENSG00000160321,ENSG00000134917,ENSG00000123358,ENSG00000237440,ENSG00000067082,ENSG00000142973"
"UP_SEQ_FEATURE","ZN_FING:C2H2-type 12; degenerate","2","149","9","17715","7.27e-2","1.00e+0","26.42","1.00e+0","9.87e-1","2.43e-3","ENSG00000188171,ENSG00000182986"
"GOTERM_CC_DIRECT","troponin complex","2","147","9","17412","7.30e-2","1.00e+0","26.32","1.00e+0","1.00e+0","2.45e-3","ENSG00000114854,ENSG00000130595"
"GOTERM_BP_DIRECT","ERBB2-EGFR signaling pathway","2","140","9","16488","7.34e-2","1.00e+0","26.17","1.00e+0","9.96e-1","2.48e-3","ENSG00000174808,ENSG00000138798"
"GOTERM_BP_DIRECT","positive regulation of monocyte differentiation","2","140","9","16488","7.34e-2","1.00e+0","26.17","1.00e+0","9.96e-1","2.48e-3","ENSG00000185650,ENSG00000157368"
"UP_KW_CELLULAR_COMPONENT","Extracellular matrix","6","136","267","16046","7.51e-2","6.51e-1","2.65","8.69e-1","6.51e-1","2.63e-2","ENSG00000124749,ENSG00000118523,ENSG00000120708,ENSG00000134917,ENSG00000090006,ENSG00000156218"
"INTERPRO","PH-like_dom_sf","8","149","445","17928","7.61e-2","1.00e+0","2.16","1.00e+0","9.92e-1","3.26e-2","ENSG00000151693,ENSG00000172164,ENSG00000169047,ENSG00000107282,ENSG00000129946,ENSG00000126217,ENSG00000143850,ENSG00000070778"
"UP_SEQ_FEATURE","DOMAIN:EGF-like 2; calcium-binding","3","149","55","17715","7.73e-2","1.00e+0","6.49","1.00e+0","9.87e-1","1.11e-2","ENSG00000162591,ENSG00000090006,ENSG00000138798"
"UP_KW_DISEASE","Proto-oncogene","5","36","221","4751","7.73e-2","8.53e-1","2.99","8.77e-1","8.53e-1","2.42e-2","ENSG00000153814,ENSG00000177606,ENSG00000126217,ENSG00000170345,ENSG00000182986"
"GOTERM_CC_DIRECT","stereocilium","3","147","55","17412","7.78e-2","1.00e+0","6.46","1.00e+0","1.00e+0","1.12e-2","ENSG00000107736,ENSG00000186862,ENSG00000154864"
"GOTERM_BP_DIRECT","positive regulation of canonical Wnt signaling pathway","4","140","118","16488","7.79e-2","1.00e+0","3.99","1.00e+0","9.96e-1","1.82e-2","ENSG00000158813,ENSG00000108854,ENSG00000155011,ENSG00000138798"
"KEGG_PATHWAY","Chemical carcinogenesis - receptor activation","5","71","183","7870","7.95e-2","1.00e+0","3.03","1.00e+0","1.00e+0","2.44e-2","ENSG00000169252,ENSG00000177606,ENSG00000170345,ENSG00000169083,ENSG00000138798"
"INTERPRO","Glyco_hormone_CN","2","149","10","17928","7.96e-2","1.00e+0","24.06","1.00e+0","9.92e-1","2.96e-3","ENSG00000118523,ENSG00000142871"
"INTERPRO","Insulin_GF-bd_Cys-rich_CS","2","149","10","17928","7.96e-2","1.00e+0","24.06","1.00e+0","9.92e-1","2.96e-3","ENSG00000118523,ENSG00000142871"
"UP_SEQ_FEATURE","REGION:Basic motif","3","149","56","17715","7.97e-2","1.00e+0","6.37","1.00e+0","9.87e-1","1.17e-2","ENSG00000177606,ENSG00000162772,ENSG00000125740"
"INTERPRO","FN3_sf","5","149","197","17928","8.05e-2","1.00e+0","3.05","1.00e+0","9.92e-1","2.44e-2","ENSG00000164694,ENSG00000080224,ENSG00000105426,ENSG00000117525,ENSG00000168490"
"INTERPRO","FN3_dom","5","149","197","17928","8.05e-2","1.00e+0","3.05","1.00e+0","9.92e-1","2.44e-2","ENSG00000164694,ENSG00000080224,ENSG00000105426,ENSG00000117525,ENSG00000168490"
"UP_SEQ_FEATURE","ZN_FING:C2H2-type 30","2","149","10","17715","8.05e-2","1.00e+0","23.78","1.00e+0","9.87e-1","3.03e-3","ENSG00000269067,ENSG00000160321"
"UP_SEQ_FEATURE","REGION:Required for transcriptional activation","2","149","10","17715","8.05e-2","1.00e+0","23.78","1.00e+0","9.87e-1","3.03e-3","ENSG00000143995,ENSG00000198455"
"UP_SEQ_FEATURE","ZN_FING:C2H2-type 28","2","149","10","17715","8.05e-2","1.00e+0","23.78","1.00e+0","9.87e-1","3.03e-3","ENSG00000269067,ENSG00000160321"
"GOTERM_MF_DIRECT","3'-phosphoadenosine 5'-phosphosulfate binding","2","143","10","16905","8.09e-2","1.00e+0","23.64","1.00e+0","9.84e-1","3.06e-3","ENSG00000111962,ENSG00000197093"
"GOTERM_BP_DIRECT","negative regulation of erythrocyte differentiation","2","140","10","16488","8.12e-2","1.00e+0","23.55","1.00e+0","9.96e-1","3.08e-3","ENSG00000185650,ENSG00000128016"
"GOTERM_BP_DIRECT","regulation of protein localization to cell surface","2","140","10","16488","8.12e-2","1.00e+0","23.55","1.00e+0","9.96e-1","3.08e-3","ENSG00000107331,ENSG00000138798"
"GOTERM_BP_DIRECT","regulation of B cell differentiation","2","140","10","16488","8.12e-2","1.00e+0","23.55","1.00e+0","9.96e-1","3.08e-3","ENSG00000152518,ENSG00000185650"
"GOTERM_BP_DIRECT","multicellular organism growth","4","140","121","16488","8.26e-2","1.00e+0","3.89","1.00e+0","9.96e-1","1.97e-2","ENSG00000127528,ENSG00000107282,ENSG00000185650,ENSG00000169083"
"UP_SEQ_FEATURE","DOMAIN:Ig-like C2-type 3","4","149","123","17715","8.40e-2","1.00e+0","3.87","1.00e+0","9.87e-1","2.02e-2","ENSG00000105426,ENSG00000152580,ENSG00000156218,ENSG00000182667"
"UP_SEQ_FEATURE","ZN_FING:C2H2-type 19","3","149","58","17715","8.47e-2","1.00e+0","6.15","1.00e+0","9.87e-1","1.28e-2","ENSG00000245680,ENSG00000269067,ENSG00000160321"
"INTERPRO","Znf_CCCH","3","149","59","17928","8.54e-2","1.00e+0","6.12","1.00e+0","9.92e-1","1.30e-2","ENSG00000152518,ENSG00000185650,ENSG00000128016"
"INTERPRO","R2_ABCA1-4-like","2","149","11","17928","8.72e-2","1.00e+0","21.88","1.00e+0","9.92e-1","3.59e-3","ENSG00000167972,ENSG00000107331"
"UP_SEQ_FEATURE","ZN_FING:C2H2-type 25","2","149","11","17715","8.82e-2","1.00e+0","21.62","1.00e+0","9.87e-1","3.68e-3","ENSG00000269067,ENSG00000160321"
"UP_SEQ_FEATURE","ZN_FING:C2H2-type 27","2","149","11","17715","8.82e-2","1.00e+0","21.62","1.00e+0","9.87e-1","3.68e-3","ENSG00000269067,ENSG00000160321"
"KEGG_PATHWAY","Measles","4","71","120","7870","9.09e-2","1.00e+0","3.69","1.00e+0","1.00e+0","2.28e-2","ENSG00000118503,ENSG00000136244,ENSG00000177606,ENSG00000170345"
"INTERPRO","EGF-like_Ca-bd_dom","4","149","129","17928","9.12e-2","1.00e+0","3.73","1.00e+0","9.92e-1","2.27e-2","ENSG00000162591,ENSG00000124159,ENSG00000090006,ENSG00000138798"
"INTERPRO","Tyr_Pase_cat","3","149","62","17928","9.29e-2","1.00e+0","5.82","1.00e+0","9.92e-1","1.49e-2","ENSG00000105426,ENSG00000120129,ENSG00000070778"
"GOTERM_BP_DIRECT","circadian regulation of gene expression","3","140","61","16488","9.36e-2","1.00e+0","5.79","1.00e+0","9.96e-1","1.51e-2","ENSG00000121671,ENSG00000120738,ENSG00000179094"
"INTERPRO","ABCA","2","149","12","17928","9.47e-2","1.00e+0","20.05","1.00e+0","9.92e-1","4.29e-3","ENSG00000167972,ENSG00000107331"
"UP_SEQ_FEATURE","ZN_FING:C2H2-type 26","2","149","12","17715","9.58e-2","1.00e+0","19.82","1.00e+0","9.87e-1","4.39e-3","ENSG00000269067,ENSG00000160321"
"SMART","ZnF_C3H1","3","105","48","9557","9.59e-2","1.00e+0","5.69","1.00e+0","1.00e+0","1.56e-2","ENSG00000152518,ENSG00000185650,ENSG00000128016"
"GOTERM_MF_DIRECT","cell adhesion molecule binding","4","143","130","16905","9.65e-2","1.00e+0","3.64","1.00e+0","9.84e-1","2.46e-2","ENSG00000262576,ENSG00000253537,ENSG00000120708,ENSG00000253485"
"GOTERM_BP_DIRECT","positive regulation of biosynthetic process","2","140","12","16488","9.66e-2","1.00e+0","19.63","1.00e+0","9.96e-1","4.47e-3","ENSG00000142871,ENSG00000198046"
"GOTERM_BP_DIRECT","myoblast proliferation","2","140","12","16488","9.66e-2","1.00e+0","19.63","1.00e+0","9.96e-1","4.47e-3","ENSG00000168874,ENSG00000170345"
"GOTERM_BP_DIRECT","negative regulation of cholesterol efflux","2","140","12","16488","9.66e-2","1.00e+0","19.63","1.00e+0","9.96e-1","4.47e-3","ENSG00000107331,ENSG00000138798"
"GOTERM_BP_DIRECT","cellular response to granulocyte macrophage colony-stimulating factor stimulus","2","140","12","16488","9.66e-2","1.00e+0","19.63","1.00e+0","9.96e-1","4.47e-3","ENSG00000152518,ENSG00000128016"
"INTERPRO","Cadherin_N","3","149","64","17928","9.80e-2","1.00e+0","5.64","1.00e+0","9.92e-1","1.62e-2","ENSG00000262576,ENSG00000253537,ENSG00000253485"
"UP_KW_DISEASE","Usher syndrome","2","36","14","4751","9.85e-2","8.53e-1","18.85","9.32e-1","8.53e-1","4.80e-3","ENSG00000107736,ENSG00000186862"
"UP_SEQ_FEATURE","ZN_FING:C2H2-type 1; degenerate","4","149","132","17715","9.87e-2","1.00e+0","3.60","1.00e+0","9.87e-1","2.54e-2","ENSG00000061455,ENSG00000269067,ENSG00000160321,ENSG00000188171"
"GOTERM_MF_DIRECT","double-stranded DNA binding","4","143","132","16905","9.99e-2","1.00e+0","3.58","1.00e+0","9.84e-1","2.58e-2","ENSG00000177606,ENSG00000123358,ENSG00000170345,ENSG00000125740"

