"Category","Term","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact","User Ids"
"UP_SEQ_FEATURE","ZN_FING:C2H2-type 29; degenerate","2","149","2","17715","1.66e-2","4.22e-1","118.89","1.00e+0","4.16e-1","7.03e-5","ENSG00000269067,ENSG00000160321"
"UP_SEQ_FEATURE","REGION:Necessary and sufficient for the association with mRNA decay enzymes and mRNA decay activation","2","149","2","17715","1.66e-2","4.22e-1","118.89","1.00e+0","4.16e-1","7.03e-5","ENSG00000185650,ENSG00000128016"
"UP_SEQ_FEATURE","ZN_FING:C2H2-type 39","2","149","2","17715","1.66e-2","4.22e-1","118.89","1.00e+0","4.16e-1","7.03e-5","ENSG00000269067,ENSG00000160321"
"GOTERM_BP_DIRECT","nuclear-transcribed mRNA catabolic process, deadenylation-independent decay","2","140","2","16488","1.68e-2","4.97e-1","117.77","1.00e+0","4.95e-1","7.16e-5","ENSG00000185650,ENSG00000128016"
"GOTERM_BP_DIRECT","regulation of keratinocyte apoptotic process","2","140","2","16488","1.68e-2","4.97e-1","117.77","1.00e+0","4.95e-1","7.16e-5","ENSG00000185650,ENSG00000128016"
"INTERPRO","Cadherin-like_sf","5","149","119","17928","1.70e-2","5.22e-1","5.06","1.00e+0","5.17e-1","3.17e-3","ENSG00000262576,ENSG00000107736,ENSG00000154162,ENSG00000253537,ENSG00000253485"
"GOTERM_BP_DIRECT","negative regulation of cell population proliferation","9","140","390","16488","1.76e-2","5.08e-1","2.72","1.00e+0","5.05e-1","6.11e-3","ENSG00000164056,ENSG00000128342,ENSG00000120129,ENSG00000136158,ENSG00000136244,ENSG00000134917,ENSG00000177606,ENSG00000169083,ENSG00000102760"
"SMART","BRLZ","4","105","51","9557","1.79e-2","4.33e-1","7.14","8.26e-1","4.29e-1","2.31e-3","ENSG00000177606,ENSG00000170345,ENSG00000162772,ENSG00000125740"
"INTERPRO","Cys_knot_C","3","149","25","17928","1.79e-2","5.22e-1","14.44","1.00e+0","5.17e-1","1.13e-3","ENSG00000118523,ENSG00000142871,ENSG00000180875"
"GOTERM_BP_DIRECT","cellular response to transforming growth factor beta stimulus","4","140","66","16488","1.82e-2","5.12e-1","7.14","1.00e+0","5.09e-1","2.39e-3","ENSG00000152518,ENSG00000185650,ENSG00000170345,ENSG00000134532"
"UP_SEQ_FEATURE","DOMAIN:CTCK","3","149","25","17715","1.83e-2","4.52e-1","14.27","1.00e+0","4.46e-1","1.17e-3","ENSG00000118523,ENSG00000142871,ENSG00000180875"
"GOTERM_BP_DIRECT","positive regulation of protein metabolic process","3","140","25","16488","1.86e-2","5.12e-1","14.13","1.00e+0","5.09e-1","1.20e-3","ENSG00000127528,ENSG00000107331,ENSG00000109501"
"KEGG_PATHWAY","TNF signaling pathway","5","71","116","7870","1.95e-2","1.00e+0","4.78","9.75e-1","1.00e+0","3.83e-3","ENSG00000128342,ENSG00000118503,ENSG00000136244,ENSG00000177606,ENSG00000170345"
"UP_KW_MOLECULAR_FUNCTION","Cytokine","6","105","159","10600","2.00e-2","2.20e-1","3.81","5.89e-1","2.20e-1","4.92e-3","ENSG00000158813,ENSG00000128342,ENSG00000136244,ENSG00000152785,ENSG00000157368,ENSG00000180875"
"GOTERM_BP_DIRECT","glucose homeostasis","5","140","123","16488","2.03e-2","5.36e-1","4.79","1.00e+0","5.34e-1","3.99e-3","ENSG00000169047,ENSG00000121671,ENSG00000136244,ENSG00000109501,ENSG00000004799"
"UP_KW_LIGAND","Zinc","33","65","2406","6540","2.04e-2","4.29e-1","1.38","3.52e-1","4.29e-1","1.43e-2","ENSG00000151693,ENSG00000196263,ENSG00000198046,ENSG00000153814,ENSG00000169083,ENSG00000189298,ENSG00000061455,ENSG00000197928,ENSG00000198939,ENSG00000269067,ENSG00000142065,ENSG00000152518,ENSG00000127528,ENSG00000164197,ENSG00000185650,ENSG00000164879,ENSG00000176293,ENSG00000182986,ENSG00000128016,ENSG00000198455,ENSG00000120738,ENSG00000196557,ENSG00000188171,ENSG00000119138,ENSG00000245680,ENSG00000121413,ENSG00000118503,ENSG00000143867,ENSG00000160321,ENSG00000134917,ENSG00000123358,ENSG00000237440,ENSG00000067082"
"GOTERM_BP_DIRECT","positive regulation of endothelial cell proliferation","4","140","69","16488","2.05e-2","5.36e-1","6.83","1.00e+0","5.34e-1","2.81e-3","ENSG00000177606,ENSG00000117525,ENSG00000123358,ENSG00000138798"
"UP_SEQ_FEATURE","DOMAIN:EGF-like 8; calcium-binding","3","149","27","17715","2.12e-2","5.09e-1","13.21","1.00e+0","5.02e-1","1.47e-3","ENSG00000162591,ENSG00000090006,ENSG00000138798"
"GOTERM_BP_DIRECT","cellular response to hydrogen peroxide","4","140","70","16488","2.13e-2","5.39e-1","6.73","1.00e+0","5.37e-1","2.96e-3","ENSG00000118503,ENSG00000143878,ENSG00000127528,ENSG00000136244"
"GOTERM_MF_DIRECT","R-SMAD binding","3","143","27","16905","2.14e-2","4.81e-1","13.14","9.99e-1","4.71e-1","1.49e-3","ENSG00000177606,ENSG00000170345,ENSG00000102760"
"GOTERM_BP_DIRECT","negative regulation of epidermal growth factor receptor signaling pathway","3","140","27","16488","2.16e-2","5.39e-1","13.09","1.00e+0","5.37e-1","1.51e-3","ENSG00000164056,ENSG00000136158,ENSG00000138798"
"INTERPRO","Protocadherin/Cadherin-CA","4","149","72","17928","2.17e-2","5.99e-1","6.68","1.00e+0","5.93e-1","3.04e-3","ENSG00000262576,ENSG00000107736,ENSG00000253537,ENSG00000253485"
"GOTERM_CC_DIRECT","elastic fiber","3","147","28","17412","2.29e-2","1.00e+0","12.69","9.86e-1","1.00e+0","1.65e-3","ENSG00000120708,ENSG00000090006,ENSG00000156218"
"GOTERM_MF_DIRECT","mRNA 3'-UTR AU-rich region binding","3","143","28","16905","2.30e-2","4.81e-1","12.67","9.99e-1","4.71e-1","1.66e-3","ENSG00000152518,ENSG00000185650,ENSG00000128016"
"GOTERM_BP_DIRECT","response to steroid hormone","3","140","28","16488","2.31e-2","5.65e-1","12.62","1.00e+0","5.63e-1","1.68e-3","ENSG00000177606,ENSG00000170345,ENSG00000107331"
"SMART","CT","3","105","22","9557","2.35e-2","4.56e-1","12.41","9.01e-1","4.51e-1","1.70e-3","ENSG00000118523,ENSG00000142871,ENSG00000180875"
"GOTERM_BP_DIRECT","response to progesterone","3","140","29","16488","2.47e-2","5.73e-1","12.18","1.00e+0","5.71e-1","1.86e-3","ENSG00000125384,ENSG00000170345,ENSG00000125740"
"UP_SEQ_FEATURE","ZN_FING:C2H2-type 34","2","149","3","17715","2.49e-2","5.36e-1","79.26","1.00e+0","5.29e-1","2.10e-4","ENSG00000269067,ENSG00000160321"
"UP_SEQ_FEATURE","ZN_FING:C2H2-type 33","2","149","3","17715","2.49e-2","5.36e-1","79.26","1.00e+0","5.29e-1","2.10e-4","ENSG00000269067,ENSG00000160321"
"UP_SEQ_FEATURE","ZN_FING:C2H2-type 35","2","149","3","17715","2.49e-2","5.36e-1","79.26","1.00e+0","5.29e-1","2.10e-4","ENSG00000269067,ENSG00000160321"
"UP_SEQ_FEATURE","ZN_FING:C2H2-type 36","2","149","3","17715","2.49e-2","5.36e-1","79.26","1.00e+0","5.29e-1","2.10e-4","ENSG00000269067,ENSG00000160321"
"GOTERM_BP_DIRECT","negative regulation of neurotrophin TRK receptor signaling pathway","2","140","3","16488","2.51e-2","5.73e-1","78.51","1.00e+0","5.71e-1","2.14e-4","ENSG00000164056,ENSG00000136158"
"GOTERM_BP_DIRECT","positive regulation of intracellular mRNA localization","2","140","3","16488","2.51e-2","5.73e-1","78.51","1.00e+0","5.71e-1","2.14e-4","ENSG00000185650,ENSG00000128016"
"GOTERM_BP_DIRECT","response to insulin","4","140","75","16488","2.55e-2","5.73e-1","6.28","1.00e+0","5.71e-1","3.80e-3","ENSG00000169047,ENSG00000121671,ENSG00000120738,ENSG00000170345"
"GOTERM_BP_DIRECT","cellular response to hypoxia","5","140","133","16488","2.62e-2","5.77e-1","4.43","1.00e+0","5.74e-1","5.54e-3","ENSG00000185650,ENSG00000120738,ENSG00000164879,ENSG00000170345,ENSG00000102760"
"UP_KW_BIOLOGICAL_PROCESS","Biological rhythms","5","84","142","10326","2.73e-2","3.21e-1","4.33","7.28e-1","3.14e-1","5.93e-3","ENSG00000119138,ENSG00000120658,ENSG00000121671,ENSG00000120738,ENSG00000179094"
"UP_SEQ_FEATURE","ZN_FING:C3H1-type 1","3","149","32","17715","2.92e-2","5.82e-1","11.15","1.00e+0","5.74e-1","2.42e-3","ENSG00000152518,ENSG00000185650,ENSG00000128016"
"UP_SEQ_FEATURE","ZN_FING:C3H1-type 2","3","149","32","17715","2.92e-2","5.82e-1","11.15","1.00e+0","5.74e-1","2.42e-3","ENSG00000152518,ENSG00000185650,ENSG00000128016"
"UP_SEQ_FEATURE","ZN_FING:C2H2-type 21","3","149","32","17715","2.92e-2","5.82e-1","11.15","1.00e+0","5.74e-1","2.42e-3","ENSG00000245680,ENSG00000269067,ENSG00000160321"
"GOTERM_BP_DIRECT","skeletal muscle contraction","3","140","32","16488","2.97e-2","6.42e-1","11.04","1.00e+0","6.39e-1","2.48e-3","ENSG00000114854,ENSG00000164879,ENSG00000130595"
"UP_SEQ_FEATURE","DOMAIN:Cadherin 6","4","149","81","17715","3.04e-2","5.82e-1","5.87","1.00e+0","5.74e-1","4.84e-3","ENSG00000262576,ENSG00000107736,ENSG00000253537,ENSG00000253485"
"UP_SEQ_FEATURE","DOMAIN:EGF-like 3","4","149","81","17715","3.04e-2","5.82e-1","5.87","1.00e+0","5.74e-1","4.84e-3","ENSG00000162591,ENSG00000124159,ENSG00000090006,ENSG00000138798"
"UP_KW_MOLECULAR_FUNCTION","Developmental protein","16","105","907","10600","3.09e-2","2.26e-1","1.78","7.48e-1","2.26e-1","1.64e-2","ENSG00000158813,ENSG00000120093,ENSG00000155011,ENSG00000198353,ENSG00000157927,ENSG00000152580,ENSG00000136158,ENSG00000152785,ENSG00000143995,ENSG00000164056,ENSG00000168874,ENSG00000143878,ENSG00000152518,ENSG00000185650,ENSG00000145431,ENSG00000180875"
"UP_KW_MOLECULAR_FUNCTION","Developmental protein","16","105","907","10600","3.09e-2","2.26e-1","1.78","7.48e-1","2.26e-1","1.64e-2","ENSG00000158813,ENSG00000120093,ENSG00000155011,ENSG00000198353,ENSG00000157927,ENSG00000152580,ENSG00000136158,ENSG00000152785,ENSG00000143995,ENSG00000164056,ENSG00000168874,ENSG00000143878,ENSG00000152518,ENSG00000185650,ENSG00000145431,ENSG00000180875"
"GOTERM_BP_DIRECT","positive regulation of cell differentiation","4","140","81","16488","3.11e-2","6.55e-1","5.82","1.00e+0","6.52e-1","5.00e-3","ENSG00000118523,ENSG00000142871,ENSG00000174808,ENSG00000169083"
"GOTERM_BP_DIRECT","cellular response to glucocorticoid stimulus","3","140","33","16488","3.14e-2","6.55e-1","10.71","1.00e+0","6.52e-1","2.71e-3","ENSG00000152518,ENSG00000185650,ENSG00000128016"
"KEGG_PATHWAY","EGFR tyrosine kinase inhibitor resistance","4","71","78","7870","3.19e-2","1.00e+0","5.68","9.98e-1","1.00e+0","5.25e-3","ENSG00000129946,ENSG00000136244,ENSG00000145431,ENSG00000138798"
"GOTERM_BP_DIRECT","cytokine-mediated signaling pathway","5","140","142","16488","3.22e-2","6.58e-1","4.15","1.00e+0","6.55e-1","7.28e-3","ENSG00000158813,ENSG00000169047,ENSG00000136244,ENSG00000117525,ENSG00000180875"
"INTERPRO","Sprouty_domain","2","149","4","17928","3.26e-2","7.77e-1","60.16","1.00e+0","7.69e-1","4.07e-4","ENSG00000164056,ENSG00000136158"
"INTERPRO","TSC22/Bun","2","149","4","17928","3.26e-2","7.77e-1","60.16","1.00e+0","7.69e-1","4.07e-4","ENSG00000157514,ENSG00000102804"
"INTERPRO","TSC22/BUN_CS","2","149","4","17928","3.26e-2","7.77e-1","60.16","1.00e+0","7.69e-1","4.07e-4","ENSG00000157514,ENSG00000102804"
"UP_SEQ_FEATURE","ZN_FING:C2H2-type 32","2","149","4","17715","3.30e-2","6.19e-1","59.45","1.00e+0","6.11e-1","4.17e-4","ENSG00000269067,ENSG00000160321"
"GOTERM_BP_DIRECT","locomotory behavior","4","140","85","16488","3.51e-2","7.05e-1","5.54","1.00e+0","7.02e-1","5.93e-3","ENSG00000143995,ENSG00000107736,ENSG00000107282,ENSG00000107331"
"INTERPRO","Cadherin_CBD","3","149","36","17928","3.55e-2","8.09e-1","10.03","1.00e+0","8.01e-1","3.29e-3","ENSG00000262576,ENSG00000253537,ENSG00000253485"
"SMART","CA","5","105","114","9557","3.55e-2","5.75e-1","3.99","9.70e-1","5.69e-1","8.30e-3","ENSG00000262576,ENSG00000107736,ENSG00000154162,ENSG00000253537,ENSG00000253485"
"PIR_SUPERFAMILY","IGFBP_rP_CNN","2","14","5","1798","3.57e-2","4.64e-1","51.37","3.76e-1","4.64e-1","5.56e-4","ENSG00000118523,ENSG00000142871"
"GOTERM_MF_DIRECT","integrin binding","5","143","149","16905","3.70e-2","7.26e-1","3.97","1.00e+0","7.13e-1","8.75e-3","ENSG00000118523,ENSG00000142871,ENSG00000120708,ENSG00000134917,ENSG00000090006"
"UP_SEQ_FEATURE","COMPBIAS:Low complexity","51","149","4759","17715","3.70e-2","6.80e-1","1.27","1.00e+0","6.71e-1","2.81e-2","ENSG00000179820,ENSG00000196440,ENSG00000130592,ENSG00000196369,ENSG00000164056,ENSG00000164694,ENSG00000061455,ENSG00000102804,ENSG00000184384,ENSG00000090006,ENSG00000126217,ENSG00000142149,ENSG00000102760,ENSG00000178104,ENSG00000172164,ENSG00000105426,ENSG00000170345,ENSG00000196557,ENSG00000121413,ENSG00000166483,ENSG00000107282,ENSG00000134917,ENSG00000123358,ENSG00000067082,ENSG00000109501,ENSG00000120093,ENSG00000136158,ENSG00000153814,ENSG00000008710,ENSG00000169083,ENSG00000154864,ENSG00000168874,ENSG00000152518,ENSG00000169047,ENSG00000127528,ENSG00000185650,ENSG00000129946,ENSG00000186862,ENSG00000143850,ENSG00000125740,ENSG00000128016,ENSG00000158813,ENSG00000198353,ENSG00000157927,ENSG00000097096,ENSG00000120738,ENSG00000269113,ENSG00000124749,ENSG00000080224,ENSG00000121671,ENSG00000179094"
"INTERPRO","Znf_CCCH_sf","3","149","37","17928","3.73e-2","8.15e-1","9.76","1.00e+0","8.07e-1","3.55e-3","ENSG00000152518,ENSG00000185650,ENSG00000128016"
"KEGG_PATHWAY","ErbB signaling pathway","4","71","84","7870","3.85e-2","1.00e+0","5.28","9.99e-1","1.00e+0","6.82e-3","ENSG00000174808,ENSG00000129946,ENSG00000177606,ENSG00000138798"
"GOTERM_BP_DIRECT","positive regulation of multicellular organismal process","3","140","37","16488","3.88e-2","7.65e-1","9.55","1.00e+0","7.62e-1","3.77e-3","ENSG00000128342,ENSG00000136244,ENSG00000157368"
"UP_SEQ_FEATURE","ZN_FING:C2H2-type 17","4","149","90","17715","3.96e-2","7.13e-1","5.28","1.00e+0","7.03e-1","7.02e-3","ENSG00000245680,ENSG00000269067,ENSG00000160321,ENSG00000188171"
"INTERPRO","IGFBP_CNN","2","149","5","17928","4.06e-2","8.51e-1","48.13","1.00e+0","8.43e-1","6.75e-4","ENSG00000118523,ENSG00000142871"
"GOTERM_BP_DIRECT","sensory perception of sound","5","140","153","16488","4.07e-2","7.89e-1","3.85","1.00e+0","7.85e-1","9.89e-3","ENSG00000107736,ENSG00000136158,ENSG00000186862,ENSG00000109501,ENSG00000108684"
"GOTERM_MF_DIRECT","troponin I binding","2","143","5","16905","4.13e-2","7.39e-1","47.29","1.00e+0","7.25e-1","6.99e-4","ENSG00000114854,ENSG00000130595"
"GOTERM_BP_DIRECT","extracellular matrix organization","5","140","154","16488","4.14e-2","7.89e-1","3.82","1.00e+0","7.86e-1","1.01e-2","ENSG00000142871,ENSG00000124159,ENSG00000120708,ENSG00000134917,ENSG00000156218"
"GOTERM_CC_DIRECT","presynaptic active zone membrane","3","147","39","17412","4.23e-2","1.00e+0","9.11","1.00e+0","1.00e+0","4.31e-3","ENSG00000107282,ENSG00000153956,ENSG00000182667"
"GOTERM_MF_DIRECT","growth factor binding","3","143","39","16905","4.24e-2","7.39e-1","9.09","1.00e+0","7.25e-1","4.34e-3","ENSG00000142871,ENSG00000120129,ENSG00000090006"
"GOTERM_MF_DIRECT","heparin binding","5","143","159","16905","4.47e-2","7.39e-1","3.72","1.00e+0","7.25e-1","1.14e-2","ENSG00000118523,ENSG00000142871,ENSG00000105426,ENSG00000134917,ENSG00000180875"
"INTERPRO","Cadherin_C","3","149","41","17928","4.50e-2","8.81e-1","8.80","1.00e+0","8.72e-1","4.76e-3","ENSG00000262576,ENSG00000253537,ENSG00000253485"
"UP_KW_CELLULAR_COMPONENT","Nucleus","57","136","5487","16046","4.59e-2","5.97e-1","1.23","7.05e-1","5.97e-1","3.62e-2","ENSG00000157514,ENSG00000039560,ENSG00000177606,ENSG00000196369,ENSG00000143995,ENSG00000061455,ENSG00000197928,ENSG00000102804,ENSG00000269067,ENSG00000198939,ENSG00000143878,ENSG00000142065,ENSG00000184384,ENSG00000102760,ENSG00000108854,ENSG00000198455,ENSG00000170345,ENSG00000188171,ENSG00000119138,ENSG00000121413,ENSG00000166483,ENSG00000143867,ENSG00000120129,ENSG00000107282,ENSG00000123358,ENSG00000067082,ENSG00000237440,ENSG00000145687,ENSG00000120093,ENSG00000196263,ENSG00000198046,ENSG00000153814,ENSG00000169083,ENSG00000134532,ENSG00000189298,ENSG00000168874,ENSG00000152518,ENSG00000169047,ENSG00000127528,ENSG00000185650,ENSG00000164197,ENSG00000186862,ENSG00000145431,ENSG00000176293,ENSG00000162772,ENSG00000182986,ENSG00000125740,ENSG00000128016,ENSG00000198353,ENSG00000120738,ENSG00000074590,ENSG00000245680,ENSG00000170876,ENSG00000118503,ENSG00000121671,ENSG00000160321,ENSG00000179094"
"UP_SEQ_FEATURE","ZN_FING:C2H2-type 20","3","149","41","17715","4.60e-2","8.10e-1","8.70","1.00e+0","7.99e-1","4.92e-3","ENSG00000245680,ENSG00000269067,ENSG00000160321"
"GOTERM_CC_DIRECT","extracellular region","30","147","2532","17412","4.75e-2","1.00e+0","1.40","1.00e+0","1.00e+0","3.23e-2","ENSG00000155011,ENSG00000152580,ENSG00000120708,ENSG00000152785,ENSG00000008710,ENSG00000178878,ENSG00000138798,ENSG00000164694,ENSG00000174808,ENSG00000120658,ENSG00000162591,ENSG00000124159,ENSG00000186862,ENSG00000145431,ENSG00000090006,ENSG00000126217,ENSG00000182667,ENSG00000101230,ENSG00000158813,ENSG00000128342,ENSG00000012171,ENSG00000136244,ENSG00000117525,ENSG00000157368,ENSG00000124749,ENSG00000118523,ENSG00000142871,ENSG00000167972,ENSG00000121671,ENSG00000180875"
"GOTERM_BP_DIRECT","positive regulation of DNA-templated transcription","12","140","739","16488","4.80e-2","8.85e-1","1.91","1.00e+0","8.81e-1","2.35e-2","ENSG00000189298,ENSG00000102804,ENSG00000168874,ENSG00000127528,ENSG00000198455,ENSG00000136244,ENSG00000120738,ENSG00000177606,ENSG00000170345,ENSG00000067082,ENSG00000169083,ENSG00000138798"
"INTERPRO","TSP1_CCN","2","149","6","17928","4.85e-2","8.81e-1","40.11","1.00e+0","8.72e-1","1.01e-3","ENSG00000118523,ENSG00000142871"
"INTERPRO","CCN","2","149","6","17928","4.85e-2","8.81e-1","40.11","1.00e+0","8.72e-1","1.01e-3","ENSG00000118523,ENSG00000142871"
"INTERPRO","Prot-tyrosine_phosphatase-like","4","149","99","17928","4.87e-2","8.81e-1","4.86","1.00e+0","8.72e-1","9.37e-3","ENSG00000014914,ENSG00000105426,ENSG00000120129,ENSG00000070778"
"GOTERM_BP_DIRECT","positive regulation of bone mineralization","3","140","42","16488","4.88e-2","8.85e-1","8.41","1.00e+0","8.81e-1","5.40e-3","ENSG00000142871,ENSG00000143867,ENSG00000169252"
"GOTERM_BP_DIRECT","regulation of mRNA stability","3","140","42","16488","4.88e-2","8.85e-1","8.41","1.00e+0","8.81e-1","5.40e-3","ENSG00000152518,ENSG00000185650,ENSG00000128016"
"UP_SEQ_FEATURE","ZN_FING:C2H2-type 31","2","149","6","17715","4.91e-2","8.47e-1","39.63","1.00e+0","8.36e-1","1.03e-3","ENSG00000269067,ENSG00000160321"
"GOTERM_CC_DIRECT","transcription factor AP-1 complex","2","147","6","17412","4.93e-2","1.00e+0","39.48","1.00e+0","1.00e+0","1.04e-3","ENSG00000177606,ENSG00000170345"
"GOTERM_BP_DIRECT","negative regulation of lens fiber cell differentiation","2","140","6","16488","4.95e-2","8.85e-1","39.26","1.00e+0","8.81e-1","1.05e-3","ENSG00000164056,ENSG00000136158"
"UP_SEQ_FEATURE","DOMAIN:Fibronectin type-III","5","149","166","17715","5.07e-2","8.57e-1","3.58","1.00e+0","8.45e-1","1.32e-2","ENSG00000164694,ENSG00000080224,ENSG00000105426,ENSG00000117525,ENSG00000168490"
"GOTERM_BP_DIRECT","negative regulation of apoptotic process","9","140","483","16488","5.20e-2","9.15e-1","2.19","1.00e+0","9.11e-1","2.21e-2","ENSG00000142871,ENSG00000102804,ENSG00000143867,ENSG00000120129,ENSG00000136158,ENSG00000136244,ENSG00000164879,ENSG00000109501,ENSG00000108684"
"KEGG_PATHWAY","Hypertrophic cardiomyopathy","4","71","95","7870","5.22e-2","1.00e+0","4.67","1.00e+0","1.00e+0","1.05e-2","ENSG00000172164,ENSG00000153956,ENSG00000114854,ENSG00000136244"
"GOTERM_BP_DIRECT","response to xenobiotic stimulus","6","140","241","16488","5.34e-2","9.25e-1","2.93","1.00e+0","9.21e-1","1.70e-2","ENSG00000167972,ENSG00000137936,ENSG00000177606,ENSG00000170345,ENSG00000107331,ENSG00000125740"
"GOTERM_CC_DIRECT","endoplasmic reticulum lumen","7","147","321","17412","5.36e-2","1.00e+0","2.58","1.00e+0","1.00e+0","1.93e-2","ENSG00000124749,ENSG00000142871,ENSG00000170876,ENSG00000073067,ENSG00000136244,ENSG00000145431,ENSG00000109501"
"KEGG_PATHWAY","Choline metabolism in cancer","4","71","97","7870","5.50e-2","1.00e+0","4.57","1.00e+0","1.00e+0","1.12e-2","ENSG00000145431,ENSG00000177606,ENSG00000170345,ENSG00000138798"
"INTERPRO","Sprouty","2","149","7","17928","5.64e-2","9.85e-1","34.38","1.00e+0","9.75e-1","1.40e-3","ENSG00000164056,ENSG00000136158"
"UP_SEQ_FEATURE","DOMAIN:SPR","2","149","7","17715","5.70e-2","9.47e-1","33.97","1.00e+0","9.34e-1","1.44e-3","ENSG00000164056,ENSG00000136158"
"GOTERM_BP_DIRECT","regulation of macromolecule biosynthetic process","2","140","7","16488","5.76e-2","9.38e-1","33.65","1.00e+0","9.34e-1","1.46e-3","ENSG00000142871,ENSG00000107331"
"GOTERM_BP_DIRECT","chorio-allantoic fusion","2","140","7","16488","5.76e-2","9.38e-1","33.65","1.00e+0","9.34e-1","1.46e-3","ENSG00000142871,ENSG00000185650"
"GOTERM_BP_DIRECT","bud elongation involved in lung branching","2","140","7","16488","5.76e-2","9.38e-1","33.65","1.00e+0","9.34e-1","1.46e-3","ENSG00000164056,ENSG00000136158"
"GOTERM_BP_DIRECT","negative regulation of nuclear receptor-mediated glucocorticoid signaling pathway","2","140","7","16488","5.76e-2","9.38e-1","33.65","1.00e+0","9.34e-1","1.46e-3","ENSG00000121671,ENSG00000179094"
"UP_SEQ_FEATURE","COMPBIAS:Pro residues","24","149","1959","17715","5.82e-2","9.48e-1","1.46","1.00e+0","9.34e-1","3.78e-2","ENSG00000158813,ENSG00000151693,ENSG00000120093,ENSG00000073067,ENSG00000157927,ENSG00000196557,ENSG00000157368,ENSG00000146966,ENSG00000124749,ENSG00000061455,ENSG00000102804,ENSG00000168874,ENSG00000152518,ENSG00000169047,ENSG00000127528,ENSG00000129946,ENSG00000090006,ENSG00000186862,ENSG00000109501,ENSG00000107331,ENSG00000179094,ENSG00000143850,ENSG00000125740,ENSG00000145687"
"KEGG_PATHWAY","AGE-RAGE signaling pathway in diabetic complications","4","71","100","7870","5.92e-2","1.00e+0","4.43","1.00e+0","1.00e+0","1.25e-2","ENSG00000136244,ENSG00000120738,ENSG00000177606,ENSG00000117525"
"GOTERM_BP_DIRECT","establishment of cell polarity","3","140","47","16488","5.96e-2","9.58e-1","7.52","1.00e+0","9.54e-1","7.40e-3","ENSG00000166483,ENSG00000111962,ENSG00000008710"
"GOTERM_MF_DIRECT","kinase binding","4","143","107","16905","6.13e-2","9.63e-1","4.42","1.00e+0","9.44e-1","1.29e-2","ENSG00000118503,ENSG00000137936,ENSG00000121671,ENSG00000179094"
"GOTERM_CC_DIRECT","nucleus","62","147","6159","17412","6.30e-2","1.00e+0","1.19","1.00e+0","1.00e+0","5.11e-2","ENSG00000157514,ENSG00000039560,ENSG00000177606,ENSG00000196369,ENSG00000143995,ENSG00000061455,ENSG00000197928,ENSG00000102804,ENSG00000269067,ENSG00000198939,ENSG00000143878,ENSG00000142065,ENSG00000184384,ENSG00000102760,ENSG00000178104,ENSG00000108854,ENSG00000198455,ENSG00000170345,ENSG00000188171,ENSG00000119138,ENSG00000121413,ENSG00000166483,ENSG00000143867,ENSG00000120129,ENSG00000107282,ENSG00000123358,ENSG00000067082,ENSG00000237440,ENSG00000145687,ENSG00000120093,ENSG00000196263,ENSG00000198046,ENSG00000136158,ENSG00000153814,ENSG00000008710,ENSG00000169083,ENSG00000134532,ENSG00000189298,ENSG00000168874,ENSG00000152518,ENSG00000169047,ENSG00000293164,ENSG00000127528,ENSG00000185650,ENSG00000186862,ENSG00000145431,ENSG00000164879,ENSG00000176293,ENSG00000162772,ENSG00000182986,ENSG00000125740,ENSG00000293489,ENSG00000128016,ENSG00000198353,ENSG00000169252,ENSG00000120738,ENSG00000074590,ENSG00000245680,ENSG00000118503,ENSG00000121671,ENSG00000160321,ENSG00000179094"
"GOTERM_CC_DIRECT","plasma membrane","53","147","5132","17412","6.32e-2","1.00e+0","1.22","1.00e+0","1.00e+0","4.97e-2","ENSG00000179820,ENSG00000151693,ENSG00000164849,ENSG00000107736,ENSG00000154162,ENSG00000153956,ENSG00000120708,ENSG00000130592,ENSG00000196369,ENSG00000138798,ENSG00000164056,ENSG00000102804,ENSG00000143878,ENSG00000174808,ENSG00000162591,ENSG00000126217,ENSG00000107331,ENSG00000253485,ENSG00000108854,ENSG00000172164,ENSG00000105426,ENSG00000012171,ENSG00000105509,ENSG00000117525,ENSG00000196557,ENSG00000119138,ENSG00000118523,ENSG00000167972,ENSG00000107282,ENSG00000262576,ENSG00000125384,ENSG00000136158,ENSG00000008710,ENSG00000169083,ENSG00000178878,ENSG00000111452,ENSG00000154864,ENSG00000169047,ENSG00000120658,ENSG00000129946,ENSG00000186862,ENSG00000145431,ENSG00000108684,ENSG00000182667,ENSG00000158813,ENSG00000130304,ENSG00000073067,ENSG00000169252,ENSG00000136244,ENSG00000269113,ENSG00000170876,ENSG00000080224,ENSG00000253537"
"GOTERM_BP_DIRECT","response to activity","3","140","49","16488","6.42e-2","1.00e+0","7.21","1.00e+0","9.96e-1","8.30e-3","ENSG00000121671,ENSG00000136244,ENSG00000170345"
"UP_SEQ_FEATURE","DOMAIN:EGF-like 16","2","149","8","17715","6.49e-2","1.00e+0","29.72","1.00e+0","9.87e-1","1.90e-3","ENSG00000162591,ENSG00000090006"
"GOTERM_CC_DIRECT","fibrillar center","5","147","180","17412","6.50e-2","1.00e+0","3.29","1.00e+0","1.00e+0","1.84e-2","ENSG00000039560,ENSG00000153814,ENSG00000123358,ENSG00000074590,ENSG00000067082"
