"Category","Term","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact","User Ids"
"UP_SEQ_FEATURE","DOMAIN:bZIP","4","122","54","18235","5.53e-3","3.82e-1","11.07","9.83e-1","3.81e-1","4.66e-4","ENSG00000177606,ENSG00000170345,ENSG00000162772,ENSG00000125740"
"GOTERM_BP_DIRECT","ERK1 and ERK2 cascade","4","114","54","16968","5.57e-3","2.52e-1","11.03","9.96e-1","2.49e-1","4.72e-4","ENSG00000164056,ENSG00000152518,ENSG00000185650,ENSG00000136158"
"GOTERM_BP_DIRECT","definitive hemopoiesis","3","114","17","16968","5.60e-3","2.52e-1","26.27","9.96e-1","2.49e-1","1.88e-4","ENSG00000143995,ENSG00000152518,ENSG00000120093"
"UP_SEQ_FEATURE","ZN_FING:C2H2-type 9","9","122","406","18235","5.71e-3","3.82e-1","3.31","9.85e-1","3.81e-1","1.64e-3","ENSG00000245680,ENSG00000198939,ENSG00000196263,ENSG00000160321,ENSG00000109906,ENSG00000105708,ENSG00000176293,ENSG00000237440,ENSG00000182986"
"GOTERM_MF_DIRECT","transcription cis-regulatory region binding","8","118","326","17376","6.56e-3","2.47e-1","3.61","8.47e-1","2.42e-1","1.73e-3","ENSG00000245680,ENSG00000121671,ENSG00000160321,ENSG00000120738,ENSG00000177606,ENSG00000170345,ENSG00000162772,ENSG00000169083"
"GOTERM_BP_DIRECT","cell adhesion","11","114","599","16968","6.67e-3","2.87e-1","2.73","9.99e-1","2.83e-1","2.33e-3","ENSG00000170558,ENSG00000118523,ENSG00000142871,ENSG00000262576,ENSG00000143878,ENSG00000107282,ENSG00000253537,ENSG00000120708,ENSG00000105509,ENSG00000074590,ENSG00000182667"
"UP_KW_CELLULAR_COMPONENT","Secreted","23","114","1853","16502","6.90e-3","1.66e-1","1.80","1.53e-1","1.66e-1","3.69e-3","ENSG00000158813,ENSG00000128342,ENSG00000155011,ENSG00000012171,ENSG00000152580,ENSG00000120708,ENSG00000136244,ENSG00000132561,ENSG00000117525,ENSG00000152785,ENSG00000157368,ENSG00000156218,ENSG00000154734,ENSG00000124749,ENSG00000142871,ENSG00000118523,ENSG00000101825,ENSG00000174808,ENSG00000162591,ENSG00000120658,ENSG00000145431,ENSG00000134917,ENSG00000180875"
"UP_SEQ_FEATURE","ZN_FING:C2H2-type 6","10","122","511","18235","7.03e-3","4.31e-1","2.92","9.94e-1","4.30e-1","2.29e-3","ENSG00000245680,ENSG00000189298,ENSG00000198939,ENSG00000196263,ENSG00000160321,ENSG00000109906,ENSG00000105708,ENSG00000176293,ENSG00000237440,ENSG00000182986"
"GOTERM_MF_DIRECT","zinc ion binding","25","118","2122","17376","7.10e-3","2.47e-1","1.73","8.69e-1","2.42e-1","3.94e-3","ENSG00000151693,ENSG00000196263,ENSG00000169083,ENSG00000189298,ENSG00000061455,ENSG00000198939,ENSG00000152518,ENSG00000127528,ENSG00000185650,ENSG00000176293,ENSG00000182986,ENSG00000128016,ENSG00000109906,ENSG00000120738,ENSG00000105708,ENSG00000154734,ENSG00000119138,ENSG00000245680,ENSG00000121413,ENSG00000118503,ENSG00000160321,ENSG00000134917,ENSG00000123358,ENSG00000237440,ENSG00000067082"
"GOTERM_MF_DIRECT","cytokine activity","6","118","179","17376","7.27e-3","2.47e-1","4.94","8.75e-1","2.42e-1","1.40e-3","ENSG00000158813,ENSG00000128342,ENSG00000136244,ENSG00000152785,ENSG00000157368,ENSG00000180875"
"GOTERM_BP_DIRECT","positive regulation of peptidyl-serine phosphorylation","3","114","20","16968","7.72e-3","3.14e-1","22.33","1.00e+0","3.10e-1","3.10e-4","ENSG00000128342,ENSG00000136158,ENSG00000136244"
"GOTERM_BP_DIRECT","positive regulation of canonical Wnt signaling pathway","5","114","118","16968","8.00e-3","3.14e-1","6.31","1.00e+0","3.10e-1","1.20e-3","ENSG00000158813,ENSG00000108854,ENSG00000155011,ENSG00000020181,ENSG00000122707"
"GOTERM_MF_DIRECT","DNA-binding transcription factor activity","12","118","712","17376","8.58e-3","2.47e-1","2.48","9.14e-1","2.42e-1","3.29e-3","ENSG00000119138,ENSG00000189298,ENSG00000120093,ENSG00000127528,ENSG00000120738,ENSG00000109906,ENSG00000177606,ENSG00000123358,ENSG00000170345,ENSG00000162772,ENSG00000169083,ENSG00000125740"
"GOTERM_BP_DIRECT","negative regulation of transcription by RNA polymerase II","15","114","1032","16968","8.60e-3","3.14e-1","2.16","1.00e+0","3.10e-1","3.79e-3","ENSG00000108854,ENSG00000120093,ENSG00000120738,ENSG00000177606,ENSG00000109906,ENSG00000169083,ENSG00000189298,ENSG00000061455,ENSG00000127528,ENSG00000121671,ENSG00000160321,ENSG00000162772,ENSG00000237440,ENSG00000125740,ENSG00000128016"
"GOTERM_MF_DIRECT","mRNA regulatory element binding translation repressor activity","3","118","21","17376","8.68e-3","2.47e-1","21.04","9.17e-1","2.42e-1","3.71e-4","ENSG00000152518,ENSG00000185650,ENSG00000128016"
"SMART","BRLZ","4","83","51","9778","8.86e-3","2.42e-1","9.24","5.18e-1","2.42e-1","8.91e-4","ENSG00000177606,ENSG00000170345,ENSG00000162772,ENSG00000125740"
"GOTERM_BP_DIRECT","nuclear-transcribed mRNA poly(A) tail shortening","3","114","22","16968","9.31e-3","3.14e-1","20.30","1.00e+0","3.10e-1","4.14e-4","ENSG00000152518,ENSG00000185650,ENSG00000128016"
"GOTERM_BP_DIRECT","nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","3","114","22","16968","9.31e-3","3.14e-1","20.30","1.00e+0","3.10e-1","4.14e-4","ENSG00000152518,ENSG00000185650,ENSG00000128016"
"GOTERM_BP_DIRECT","3'-UTR-mediated mRNA destabilization","3","114","22","16968","9.31e-3","3.14e-1","20.30","1.00e+0","3.10e-1","4.14e-4","ENSG00000152518,ENSG00000185650,ENSG00000128016"
"UP_KW_MOLECULAR_FUNCTION","Cytokine","6","87","166","10932","9.86e-3","1.51e-1","4.54","3.66e-1","1.51e-1","2.05e-3","ENSG00000158813,ENSG00000128342,ENSG00000136244,ENSG00000152785,ENSG00000157368,ENSG00000180875"
"UP_SEQ_FEATURE","ZN_FING:C2H2-type 8","9","122","448","18235","1.00e-2","5.12e-1","3.00","9.99e-1","5.11e-1","3.18e-3","ENSG00000245680,ENSG00000198939,ENSG00000196263,ENSG00000160321,ENSG00000109906,ENSG00000105708,ENSG00000176293,ENSG00000237440,ENSG00000182986"
"GOTERM_BP_DIRECT","positive regulation of cell migration","7","114","274","16968","1.01e-2","3.14e-1","3.80","1.00e+0","3.10e-1","2.51e-3","ENSG00000142871,ENSG00000179820,ENSG00000143878,ENSG00000012171,ENSG00000136158,ENSG00000145431,ENSG00000117525"
"GOTERM_BP_DIRECT","angiogenesis","7","114","274","16968","1.01e-2","3.14e-1","3.80","1.00e+0","3.10e-1","2.51e-3","ENSG00000143995,ENSG00000118523,ENSG00000143878,ENSG00000120093,ENSG00000120708,ENSG00000177606,ENSG00000178878"
"GOTERM_BP_DIRECT","response to light stimulus","3","114","23","16968","1.02e-2","3.14e-1","19.41","1.00e+0","3.10e-1","4.74e-4","ENSG00000120129,ENSG00000121671,ENSG00000170345"
"KEGG_PATHWAY","TNF signaling pathway","5","61","116","8128","1.04e-2","9.25e-1","5.74","8.44e-1","9.25e-1","1.71e-3","ENSG00000128342,ENSG00000118503,ENSG00000136244,ENSG00000177606,ENSG00000170345"
"UP_SEQ_FEATURE","ZN_FING:C2H2-type 12","7","122","278","18235","1.06e-2","5.12e-1","3.76","1.00e+0","5.11e-1","2.68e-3","ENSG00000245680,ENSG00000198939,ENSG00000196263,ENSG00000160321,ENSG00000105708,ENSG00000176293,ENSG00000237440"
"INTERPRO","ADAMTS/ADAMTS-like","3","122","24","18453","1.07e-2","3.88e-1","18.91","9.91e-1","3.85e-1","5.16e-4","ENSG00000134917,ENSG00000156218,ENSG00000154734"
"UP_SEQ_FEATURE","ZN_FING:C2H2-type 10","8","122","367","18235","1.13e-2","5.12e-1","3.26","1.00e+0","5.11e-1","3.29e-3","ENSG00000245680,ENSG00000198939,ENSG00000196263,ENSG00000160321,ENSG00000105708,ENSG00000176293,ENSG00000237440,ENSG00000182986"
"INTERPRO","Cys_knot_C","3","122","25","18453","1.16e-2","3.88e-1","18.15","9.94e-1","3.85e-1","5.83e-4","ENSG00000118523,ENSG00000142871,ENSG00000180875"
"INTERPRO","ADAMTS_CR_3","3","122","25","18453","1.16e-2","3.88e-1","18.15","9.94e-1","3.85e-1","5.83e-4","ENSG00000134917,ENSG00000156218,ENSG00000154734"
"GOTERM_BP_DIRECT","cellular response to hydrogen peroxide","4","114","71","16968","1.18e-2","3.55e-1","8.39","1.00e+0","3.50e-1","1.33e-3","ENSG00000118503,ENSG00000143878,ENSG00000127528,ENSG00000136244"
"UP_KW_BIOLOGICAL_PROCESS","Transcription","25","70","2379","10631","1.24e-2","2.53e-1","1.60","4.23e-1","2.53e-1","7.50e-3","ENSG00000120093,ENSG00000196263,ENSG00000177606,ENSG00000169083,ENSG00000143995,ENSG00000189298,ENSG00000061455,ENSG00000102804,ENSG00000198939,ENSG00000184384,ENSG00000127528,ENSG00000176293,ENSG00000162772,ENSG00000182986,ENSG00000109906,ENSG00000120738,ENSG00000105708,ENSG00000119138,ENSG00000245680,ENSG00000121413,ENSG00000121671,ENSG00000160321,ENSG00000123358,ENSG00000237440,ENSG00000067082"
"UP_SEQ_FEATURE","ZN_FING:C2H2-type 5","10","122","561","18235","1.25e-2","5.12e-1","2.66","1.00e+0","5.11e-1","4.44e-3","ENSG00000245680,ENSG00000189298,ENSG00000198939,ENSG00000196263,ENSG00000160321,ENSG00000109906,ENSG00000105708,ENSG00000176293,ENSG00000237440,ENSG00000182986"
"INTERPRO","ADAMTS_ADAMTS-like","3","122","26","18453","1.25e-2","3.88e-1","17.45","9.96e-1","3.85e-1","6.56e-4","ENSG00000134917,ENSG00000156218,ENSG00000154734"
"UP_SEQ_FEATURE","DOMAIN:CTCK","3","122","26","18235","1.28e-2","5.12e-1","17.25","1.00e+0","5.11e-1","6.79e-4","ENSG00000118523,ENSG00000142871,ENSG00000180875"
"GOTERM_MF_DIRECT","double-stranded DNA binding","5","118","134","17376","1.28e-2","3.12e-1","5.49","9.75e-1","3.05e-1","2.21e-3","ENSG00000109906,ENSG00000177606,ENSG00000123358,ENSG00000170345,ENSG00000125740"
"INTERPRO","Tis11B_N","2","122","2","18453","1.31e-2","3.88e-1","151.25","9.97e-1","3.85e-1","4.34e-5","ENSG00000152518,ENSG00000185650"
"UP_SEQ_FEATURE","REGION:Necessary for mRNA decay activation","2","122","2","18235","1.32e-2","5.12e-1","149.47","1.00e+0","5.11e-1","4.44e-5","ENSG00000185650,ENSG00000128016"
"UP_SEQ_FEATURE","REGION:Necessary and sufficient for the association with mRNA decay enzymes and mRNA decay activation","2","122","2","18235","1.32e-2","5.12e-1","149.47","1.00e+0","5.11e-1","4.44e-5","ENSG00000185650,ENSG00000128016"
"GOTERM_BP_DIRECT","cartilage development","4","114","74","16968","1.32e-2","3.55e-1","8.05","1.00e+0","3.51e-1","1.55e-3","ENSG00000120093,ENSG00000109906,ENSG00000152785,ENSG00000125124"
"GOTERM_BP_DIRECT","nuclear-transcribed mRNA catabolic process, deadenylation-independent decay","2","114","2","16968","1.33e-2","3.55e-1","148.84","1.00e+0","3.51e-1","4.47e-5","ENSG00000185650,ENSG00000128016"
"GOTERM_BP_DIRECT","regulation of keratinocyte apoptotic process","2","114","2","16968","1.33e-2","3.55e-1","148.84","1.00e+0","3.51e-1","4.47e-5","ENSG00000185650,ENSG00000128016"
"GOTERM_BP_DIRECT","regulation of establishment of blood-brain barrier","2","114","2","16968","1.33e-2","3.55e-1","148.84","1.00e+0","3.51e-1","4.47e-5","ENSG00000020181,ENSG00000122707"
"INTERPRO","KRAB_dom_sf","8","122","384","18453","1.34e-2","3.88e-1","3.15","9.97e-1","3.85e-1","4.02e-3","ENSG00000245680,ENSG00000189298,ENSG00000196263,ENSG00000160321,ENSG00000105708,ENSG00000176293,ENSG00000237440,ENSG00000182986"
"INTERPRO","KRAB","8","122","386","18453","1.37e-2","3.88e-1","3.13","9.98e-1","3.85e-1","4.15e-3","ENSG00000245680,ENSG00000189298,ENSG00000196263,ENSG00000160321,ENSG00000105708,ENSG00000176293,ENSG00000237440,ENSG00000182986"
"GOTERM_BP_DIRECT","response to insulin","4","114","75","16968","1.37e-2","3.57e-1","7.94","1.00e+0","3.53e-1","1.63e-3","ENSG00000169047,ENSG00000121671,ENSG00000120738,ENSG00000170345"
"GOTERM_MF_DIRECT","R-SMAD binding","3","118","27","17376","1.41e-2","3.12e-1","16.36","9.83e-1","3.05e-1","7.93e-4","ENSG00000177606,ENSG00000170345,ENSG00000102760"
"UP_SEQ_FEATURE","DOMAIN:KRAB","8","122","384","18235","1.42e-2","5.21e-1","3.11","1.00e+0","5.20e-1","4.31e-3","ENSG00000245680,ENSG00000189298,ENSG00000196263,ENSG00000160321,ENSG00000105708,ENSG00000176293,ENSG00000237440,ENSG00000182986"
"INTERPRO","Growth_fac_rcpt_cys_sf","5","122","142","18453","1.43e-2","3.88e-1","5.33","9.98e-1","3.85e-1","2.54e-3","ENSG00000118523,ENSG00000142871,ENSG00000080224,ENSG00000162591,ENSG00000132561"
"SMART","CT","3","83","22","9778","1.44e-2","2.95e-1","16.06","6.95e-1","2.95e-1","8.08e-4","ENSG00000118523,ENSG00000142871,ENSG00000180875"
"GOTERM_BP_DIRECT","response to steroid hormone","3","114","28","16968","1.48e-2","3.71e-1","15.95","1.00e+0","3.66e-1","8.56e-4","ENSG00000177606,ENSG00000170345,ENSG00000107331"
"GOTERM_BP_DIRECT","cytokine-mediated signaling pathway","5","114","142","16968","1.50e-2","3.71e-1","5.24","1.00e+0","3.66e-1","2.71e-3","ENSG00000158813,ENSG00000169047,ENSG00000136244,ENSG00000117525,ENSG00000180875"
"GOTERM_MF_DIRECT","mRNA 3'-UTR AU-rich region binding","3","118","28","17376","1.52e-2","3.12e-1","15.78","9.87e-1","3.05e-1","8.84e-4","ENSG00000152518,ENSG00000185650,ENSG00000128016"
"GOTERM_MF_DIRECT","DNA binding","21","118","1782","17376","1.53e-2","3.12e-1","1.74","9.88e-1","3.05e-1","8.43e-3","ENSG00000120093,ENSG00000120738,ENSG00000177606,ENSG00000109906,ENSG00000170345,ENSG00000169083,ENSG00000119138,ENSG00000143995,ENSG00000189298,ENSG00000198939,ENSG00000118503,ENSG00000127528,ENSG00000185650,ENSG00000121671,ENSG00000160321,ENSG00000123358,ENSG00000176293,ENSG00000162772,ENSG00000237440,ENSG00000125740,ENSG00000128016"
"UP_KW_DOMAIN","Repeat","51","107","4810","13153","1.59e-2","1.81e-1","1.30","2.26e-1","1.81e-1","1.18e-2","ENSG00000179820,ENSG00000151693,ENSG00000039560,ENSG00000196440,ENSG00000152580,ENSG00000120708,ENSG00000061455,ENSG00000198939,ENSG00000162591,ENSG00000020181,ENSG00000107331,ENSG00000108854,ENSG00000172164,ENSG00000109906,ENSG00000105708,ENSG00000196557,ENSG00000156218,ENSG00000119138,ENSG00000121413,ENSG00000167972,ENSG00000101825,ENSG00000103528,ENSG00000107282,ENSG00000134917,ENSG00000067082,ENSG00000237440,ENSG00000262576,ENSG00000196263,ENSG00000180071,ENSG00000122707,ENSG00000189298,ENSG00000152518,ENSG00000169047,ENSG00000127528,ENSG00000185650,ENSG00000186862,ENSG00000176293,ENSG00000164236,ENSG00000182986,ENSG00000182667,ENSG00000128016,ENSG00000120738,ENSG00000132561,ENSG00000154734,ENSG00000124749,ENSG00000170558,ENSG00000245680,ENSG00000118503,ENSG00000080224,ENSG00000253537,ENSG00000160321"
"GOTERM_BP_DIRECT","response to progesterone","3","114","29","16968","1.59e-2","3.83e-1","15.40","1.00e+0","3.78e-1","9.50e-4","ENSG00000125384,ENSG00000170345,ENSG00000125740"
"UP_KW_MOLECULAR_FUNCTION","DNA-binding","25","87","1983","10932","1.67e-2","1.92e-1","1.58","5.39e-1","1.92e-1","1.01e-2","ENSG00000120093,ENSG00000196263,ENSG00000177606,ENSG00000169083,ENSG00000143995,ENSG00000189298,ENSG00000198939,ENSG00000127528,ENSG00000185650,ENSG00000176293,ENSG00000162772,ENSG00000182986,ENSG00000125740,ENSG00000128016,ENSG00000109906,ENSG00000120738,ENSG00000105708,ENSG00000170345,ENSG00000119138,ENSG00000121413,ENSG00000118503,ENSG00000160321,ENSG00000123358,ENSG00000237440,ENSG00000067082"
"GOTERM_MF_DIRECT","sequence-specific double-stranded DNA binding","10","118","584","17376","1.72e-2","3.26e-1","2.52","9.93e-1","3.19e-1","6.45e-3","ENSG00000189298,ENSG00000127528,ENSG00000120738,ENSG00000177606,ENSG00000123358,ENSG00000170345,ENSG00000162772,ENSG00000067082,ENSG00000169083,ENSG00000125740"
"UP_KW_BIOLOGICAL_PROCESS","Transcription regulation","24","70","2311","10631","1.72e-2","2.53e-1","1.58","5.35e-1","2.53e-1","1.05e-2","ENSG00000196263,ENSG00000120093,ENSG00000120738,ENSG00000177606,ENSG00000109906,ENSG00000105708,ENSG00000169083,ENSG00000119138,ENSG00000245680,ENSG00000189298,ENSG00000061455,ENSG00000121413,ENSG00000198939,ENSG00000102804,ENSG00000184384,ENSG00000127528,ENSG00000121671,ENSG00000160321,ENSG00000123358,ENSG00000176293,ENSG00000162772,ENSG00000067082,ENSG00000237440,ENSG00000182986"
"GOTERM_BP_DIRECT","positive regulation of cell differentiation","4","114","82","16968","1.74e-2","4.10e-1","7.26","1.00e+0","4.05e-1","2.26e-3","ENSG00000118523,ENSG00000142871,ENSG00000174808,ENSG00000169083"
"GOTERM_BP_DIRECT","positive regulation of apoptotic process","7","114","311","16968","1.78e-2","4.10e-1","3.35","1.00e+0","4.05e-1","5.03e-3","ENSG00000142871,ENSG00000102804,ENSG00000143878,ENSG00000120129,ENSG00000136244,ENSG00000109906,ENSG00000123358"
"UP_SEQ_FEATURE","ZN_FING:C2H2-type 15","5","122","151","18235","1.82e-2","6.09e-1","4.95","1.00e+0","6.07e-1","3.48e-3","ENSG00000245680,ENSG00000196263,ENSG00000160321,ENSG00000105708,ENSG00000176293"
"UP_SEQ_FEATURE","ZN_FING:C3H1-type 2","3","122","32","18235","1.90e-2","6.09e-1","14.01","1.00e+0","6.07e-1","1.26e-3","ENSG00000152518,ENSG00000185650,ENSG00000128016"
"UP_SEQ_FEATURE","ZN_FING:C3H1-type 1","3","122","32","18235","1.90e-2","6.09e-1","14.01","1.00e+0","6.07e-1","1.26e-3","ENSG00000152518,ENSG00000185650,ENSG00000128016"
"GOTERM_MF_DIRECT","enzyme binding","8","118","405","17376","1.97e-2","3.52e-1","2.91","9.97e-1","3.44e-1","6.42e-3","ENSG00000170558,ENSG00000178104,ENSG00000118503,ENSG00000169252,ENSG00000120738,ENSG00000177606,ENSG00000169083,ENSG00000128016"
"GOTERM_BP_DIRECT","positive regulation of intracellular mRNA localization","2","114","3","16968","1.98e-2","4.47e-1","99.23","1.00e+0","4.41e-1","1.34e-4","ENSG00000185650,ENSG00000128016"
"KEGG_PATHWAY","MAPK signaling pathway","7","61","294","8128","2.07e-2","1.00e+0","3.17","9.76e-1","1.00e+0","6.17e-3","ENSG00000120129,ENSG00000153956,ENSG00000145431,ENSG00000177606,ENSG00000123358,ENSG00000196557,ENSG00000170345"
"GOTERM_BP_DIRECT","cellular response to glucocorticoid stimulus","3","114","34","16968","2.15e-2","4.53e-1","13.13","1.00e+0","4.47e-1","1.52e-3","ENSG00000152518,ENSG00000185650,ENSG00000128016"
"GOTERM_BP_DIRECT","response to cAMP","3","114","34","16968","2.15e-2","4.53e-1","13.13","1.00e+0","4.47e-1","1.52e-3","ENSG00000120129,ENSG00000170345,ENSG00000125740"
"GOTERM_BP_DIRECT","transcription by RNA polymerase II","6","114","238","16968","2.15e-2","4.53e-1","3.75","1.00e+0","4.47e-1","5.42e-3","ENSG00000102804,ENSG00000169252,ENSG00000123358,ENSG00000170345,ENSG00000169083,ENSG00000125740"
"INTERPRO","Krueppel_C2H2_ZnF","6","122","242","18453","2.17e-2","5.38e-1","3.75","1.00e+0","5.34e-1","5.46e-3","ENSG00000245680,ENSG00000196263,ENSG00000160321,ENSG00000176293,ENSG00000237440,ENSG00000182986"
"UP_KW_DOMAIN","Zinc-finger","23","107","1760","13153","2.26e-2","1.81e-1","1.61","3.06e-1","1.81e-1","1.34e-2","ENSG00000151693,ENSG00000196263,ENSG00000120738,ENSG00000109906,ENSG00000105708,ENSG00000169083,ENSG00000119138,ENSG00000245680,ENSG00000189298,ENSG00000061455,ENSG00000121413,ENSG00000198939,ENSG00000118503,ENSG00000152518,ENSG00000127528,ENSG00000185650,ENSG00000160321,ENSG00000123358,ENSG00000176293,ENSG00000067082,ENSG00000237440,ENSG00000128016,ENSG00000182986"
"GOTERM_CC_DIRECT","endoplasmic reticulum lumen","7","121","330","17924","2.37e-2","1.00e+0","3.14","9.81e-1","1.00e+0","7.11e-3","ENSG00000170558,ENSG00000124749,ENSG00000142871,ENSG00000170876,ENSG00000073067,ENSG00000136244,ENSG00000145431"
"GOTERM_BP_DIRECT","response to xenobiotic stimulus","6","114","246","16968","2.44e-2","5.03e-1","3.63","1.00e+0","4.97e-1","6.34e-3","ENSG00000167972,ENSG00000137936,ENSG00000177606,ENSG00000170345,ENSG00000107331,ENSG00000125740"
"INTERPRO","Znf_CCCH_sf","3","122","37","18453","2.45e-2","5.38e-1","12.26","1.00e+0","5.34e-1","1.86e-3","ENSG00000152518,ENSG00000185650,ENSG00000128016"
"GOTERM_MF_DIRECT","heparin binding","5","118","164","17376","2.49e-2","4.18e-1","4.49","9.99e-1","4.09e-1","5.24e-3","ENSG00000118523,ENSG00000142871,ENSG00000134917,ENSG00000154734,ENSG00000180875"
"INTERPRO","TSC22/Bun","2","122","4","18453","2.60e-2","5.38e-1","75.63","1.00e+0","5.34e-1","2.58e-4","ENSG00000157514,ENSG00000102804"
"INTERPRO","Sprouty_domain","2","122","4","18453","2.60e-2","5.38e-1","75.63","1.00e+0","5.34e-1","2.58e-4","ENSG00000164056,ENSG00000136158"
"INTERPRO","TSC22/BUN_CS","2","122","4","18453","2.60e-2","5.38e-1","75.63","1.00e+0","5.34e-1","2.58e-4","ENSG00000157514,ENSG00000102804"
"GOTERM_BP_DIRECT","negative regulation of neurotrophin TRK receptor signaling pathway","2","114","4","16968","2.64e-2","5.24e-1","74.42","1.00e+0","5.17e-1","2.66e-4","ENSG00000164056,ENSG00000136158"
"GOTERM_BP_DIRECT","regulation of angiogenesis","3","114","38","16968","2.64e-2","5.24e-1","11.75","1.00e+0","5.17e-1","2.10e-3","ENSG00000136244,ENSG00000020181,ENSG00000122707"
"GOTERM_CC_DIRECT","plasma membrane","47","121","5341","17924","2.75e-2","1.00e+0","1.30","9.90e-1","1.00e+0","2.04e-2","ENSG00000262576,ENSG00000179820,ENSG00000151693,ENSG00000125384,ENSG00000136158,ENSG00000153956,ENSG00000120708,ENSG00000122707,ENSG00000169083,ENSG00000178878,ENSG00000092096,ENSG00000111452,ENSG00000154864,ENSG00000164056,ENSG00000102804,ENSG00000143878,ENSG00000169047,ENSG00000174808,ENSG00000120658,ENSG00000162591,ENSG00000129946,ENSG00000186862,ENSG00000145431,ENSG00000020181,ENSG00000107331,ENSG00000108684,ENSG00000182667,ENSG00000158813,ENSG00000108854,ENSG00000172164,ENSG00000130304,ENSG00000073067,ENSG00000012171,ENSG00000169252,ENSG00000136244,ENSG00000105509,ENSG00000117525,ENSG00000196557,ENSG00000170558,ENSG00000119138,ENSG00000118523,ENSG00000170876,ENSG00000167972,ENSG00000080224,ENSG00000103528,ENSG00000107282,ENSG00000253537"
"GOTERM_BP_DIRECT","cell population proliferation","5","114","172","16968","2.80e-2","5.43e-1","4.33","1.00e+0","5.36e-1","6.10e-3","ENSG00000174808,ENSG00000185650,ENSG00000120708,ENSG00000109906,ENSG00000177606"
"GOTERM_CC_DIRECT","presynaptic active zone membrane","3","121","39","17924","2.80e-2","1.00e+0","11.39","9.91e-1","1.00e+0","2.30e-3","ENSG00000107282,ENSG00000153956,ENSG00000182667"
"UP_SEQ_FEATURE","ZN_FING:C2H2-type 14","5","122","174","18235","2.88e-2","8.82e-1","4.30","1.00e+0","8.80e-1","6.31e-3","ENSG00000245680,ENSG00000196263,ENSG00000160321,ENSG00000105708,ENSG00000176293"
"PIR_SUPERFAMILY","IGFBP_rP_CNN","2","12","5","1829","2.97e-2","3.27e-1","60.97","2.83e-1","3.27e-1","3.91e-4","ENSG00000118523,ENSG00000142871"
"GOTERM_BP_DIRECT","positive regulation of vascular associated smooth muscle cell proliferation","3","114","41","16968","3.04e-2","5.80e-1","10.89","1.00e+0","5.72e-1","2.61e-3","ENSG00000177606,ENSG00000154734,ENSG00000102760"
"GOTERM_MF_DIRECT","identical protein binding","20","118","1801","17376","3.19e-2","5.06e-1","1.64","1.00e+0","4.95e-1","1.86e-2","ENSG00000108854,ENSG00000130304,ENSG00000120708,ENSG00000169252,ENSG00000177606,ENSG00000136244,ENSG00000109906,ENSG00000105509,ENSG00000170345,ENSG00000157368,ENSG00000170558,ENSG00000170876,ENSG00000061455,ENSG00000102804,ENSG00000118503,ENSG00000107282,ENSG00000186862,ENSG00000123358,ENSG00000162772,ENSG00000180875"
"GOTERM_BP_DIRECT","transforming growth factor beta receptor signaling pathway","4","114","104","16968","3.22e-2","5.98e-1","5.72","1.00e+0","5.91e-1","5.31e-3","ENSG00000177606,ENSG00000170345,ENSG00000162772,ENSG00000102760"
"INTERPRO","IGFBP_CNN","2","122","5","18453","3.24e-2","6.40e-1","60.50","1.00e+0","6.35e-1","4.28e-4","ENSG00000118523,ENSG00000142871"
"GOTERM_CC_DIRECT","chromatin","14","121","1099","17924","3.24e-2","1.00e+0","1.89","9.96e-1","1.00e+0","1.62e-2","ENSG00000120093,ENSG00000120738,ENSG00000177606,ENSG00000109906,ENSG00000170345,ENSG00000169083,ENSG00000119138,ENSG00000143995,ENSG00000293164,ENSG00000127528,ENSG00000123358,ENSG00000162772,ENSG00000067082,ENSG00000125740"
"GOTERM_BP_DIRECT","positive regulation of amyloid precursor protein biosynthetic process","2","114","5","16968","3.29e-2","5.98e-1","59.54","1.00e+0","5.91e-1","4.42e-4","ENSG00000122707,ENSG00000107331"
"GOTERM_BP_DIRECT","regulation of mRNA stability","3","114","43","16968","3.32e-2","5.98e-1","10.38","1.00e+0","5.91e-1","3.00e-3","ENSG00000152518,ENSG00000185650,ENSG00000128016"
"UP_KW_MOLECULAR_FUNCTION","Developmental protein","14","87","949","10932","3.37e-2","2.58e-1","1.85","7.93e-1","2.58e-1","1.72e-2","ENSG00000158813,ENSG00000120093,ENSG00000155011,ENSG00000157927,ENSG00000152580,ENSG00000136158,ENSG00000152785,ENSG00000143995,ENSG00000164056,ENSG00000143878,ENSG00000152518,ENSG00000185650,ENSG00000145431,ENSG00000180875"
"UP_KW_MOLECULAR_FUNCTION","Developmental protein","14","87","949","10932","3.37e-2","2.58e-1","1.85","7.93e-1","2.58e-1","1.72e-2","ENSG00000158813,ENSG00000120093,ENSG00000155011,ENSG00000157927,ENSG00000152580,ENSG00000136158,ENSG00000152785,ENSG00000143995,ENSG00000164056,ENSG00000143878,ENSG00000152518,ENSG00000185650,ENSG00000145431,ENSG00000180875"
