"Category","Term","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact","User Ids"
"UP_KW_PTM","Disulfide bond","33","94","3416","13414","3.38e-2","2.31e-1","1.38","4.62e-1","2.31e-1","2.36e-2","ENSG00000125384,ENSG00000155011,ENSG00000152580,ENSG00000153956,ENSG00000120708,ENSG00000122707,ENSG00000152785,ENSG00000111452,ENSG00000154864,ENSG00000100626,ENSG00000174808,ENSG00000162591,ENSG00000145431,ENSG00000020181,ENSG00000108684,ENSG00000182667,ENSG00000125740,ENSG00000158813,ENSG00000128342,ENSG00000012171,ENSG00000169252,ENSG00000136244,ENSG00000132561,ENSG00000117525,ENSG00000156218,ENSG00000154734,ENSG00000118523,ENSG00000142871,ENSG00000167972,ENSG00000101825,ENSG00000134917,ENSG00000144057,ENSG00000180875"
"UP_SEQ_FEATURE","DOMAIN:TSP type-1 2","3","122","44","18235","3.45e-2","9.76e-1","10.19","1.00e+0","9.73e-1","3.17e-3","ENSG00000134917,ENSG00000156218,ENSG00000154734"
"UP_SEQ_FEATURE","DOMAIN:TSP type-1 1","3","122","44","18235","3.45e-2","9.76e-1","10.19","1.00e+0","9.73e-1","3.17e-3","ENSG00000134917,ENSG00000156218,ENSG00000154734"
"UP_KW_PTM","Cleavage on pair of basic residues","6","94","264","13414","3.65e-2","2.31e-1","3.24","4.88e-1","2.31e-1","1.06e-2","ENSG00000170558,ENSG00000158813,ENSG00000145431,ENSG00000134917,ENSG00000152785,ENSG00000154734"
"KEGG_PATHWAY","AGE-RAGE signaling pathway in diabetic complications","4","61","100","8128","3.73e-2","1.00e+0","5.33","9.99e-1","1.00e+0","6.58e-3","ENSG00000136244,ENSG00000120738,ENSG00000177606,ENSG00000117525"
"INTERPRO","TSP1_CCN","2","122","6","18453","3.87e-2","7.02e-1","50.42","1.00e+0","6.97e-1","6.39e-4","ENSG00000118523,ENSG00000142871"
"INTERPRO","CCN","2","122","6","18453","3.87e-2","7.02e-1","50.42","1.00e+0","6.97e-1","6.39e-4","ENSG00000118523,ENSG00000142871"
"SMART","KRAB","8","83","378","9778","3.89e-2","6.37e-1","2.49","9.61e-1","6.37e-1","1.46e-2","ENSG00000245680,ENSG00000189298,ENSG00000196263,ENSG00000160321,ENSG00000105708,ENSG00000176293,ENSG00000237440,ENSG00000182986"
"GOTERM_BP_DIRECT","negative regulation of lens fiber cell differentiation","2","114","6","16968","3.93e-2","6.95e-1","49.61","1.00e+0","6.86e-1","6.59e-4","ENSG00000164056,ENSG00000136158"
"GOTERM_CC_DIRECT","transcription factor AP-1 complex","2","121","6","17924","3.95e-2","1.00e+0","49.38","9.99e-1","1.00e+0","6.66e-4","ENSG00000177606,ENSG00000170345"
"UP_SEQ_FEATURE","ZN_FING:C2H2-type 16","4","122","115","18235","4.12e-2","1.00e+0","5.20","1.00e+0","9.99e-1","7.45e-3","ENSG00000245680,ENSG00000160321,ENSG00000105708,ENSG00000176293"
"UP_KW_CELLULAR_COMPONENT","Extracellular matrix","6","114","276","16502","4.13e-2","4.95e-1","3.15","6.36e-1","4.95e-1","1.23e-2","ENSG00000124749,ENSG00000118523,ENSG00000120708,ENSG00000134917,ENSG00000156218,ENSG00000154734"
"GOTERM_MF_DIRECT","monoatomic cation channel activity","3","118","49","17376","4.31e-2","6.46e-1","9.02","1.00e+0","6.32e-1","4.48e-3","ENSG00000196557,ENSG00000108684,ENSG00000154864"
"GOTERM_BP_DIRECT","response to activity","3","114","50","16968","4.38e-2","7.30e-1","8.93","1.00e+0","7.20e-1","4.60e-3","ENSG00000121671,ENSG00000136244,ENSG00000170345"
"GOTERM_CC_DIRECT","extracellular region","26","121","2643","17924","4.40e-2","1.00e+0","1.46","9.99e-1","1.00e+0","2.87e-2","ENSG00000155011,ENSG00000152580,ENSG00000120708,ENSG00000122707,ENSG00000152785,ENSG00000178878,ENSG00000174808,ENSG00000120658,ENSG00000162591,ENSG00000186862,ENSG00000145431,ENSG00000182667,ENSG00000158813,ENSG00000128342,ENSG00000012171,ENSG00000136244,ENSG00000132561,ENSG00000117525,ENSG00000157368,ENSG00000124749,ENSG00000118523,ENSG00000142871,ENSG00000167972,ENSG00000101825,ENSG00000121671,ENSG00000180875"
"INTERPRO","Sprouty","2","122","7","18453","4.50e-2","7.83e-1","43.22","1.00e+0","7.78e-1","8.91e-4","ENSG00000164056,ENSG00000136158"
"UP_SEQ_FEATURE","ZN_FING:C2H2-type 4","9","122","596","18235","4.50e-2","1.00e+0","2.26","1.00e+0","9.99e-1","1.87e-2","ENSG00000245680,ENSG00000189298,ENSG00000198939,ENSG00000196263,ENSG00000160321,ENSG00000109906,ENSG00000176293,ENSG00000237440,ENSG00000182986"
"GOTERM_BP_DIRECT","regulation of DNA-templated transcription","16","114","1402","16968","4.53e-2","7.30e-1","1.70","1.00e+0","7.20e-1","2.51e-2","ENSG00000196263,ENSG00000120093,ENSG00000177606,ENSG00000105708,ENSG00000170345,ENSG00000169083,ENSG00000143995,ENSG00000245680,ENSG00000189298,ENSG00000160321,ENSG00000123358,ENSG00000176293,ENSG00000162772,ENSG00000237440,ENSG00000125740,ENSG00000182986"
"GOTERM_BP_DIRECT","response to glucocorticoid","3","114","51","16968","4.54e-2","7.30e-1","8.76","1.00e+0","7.20e-1","4.87e-3","ENSG00000167972,ENSG00000120129,ENSG00000136244"
"UP_SEQ_FEATURE","DOMAIN:Ig-like C2-type 12","2","122","7","18235","4.55e-2","1.00e+0","42.70","1.00e+0","9.99e-1","9.12e-4","ENSG00000101825,ENSG00000152580"
"UP_SEQ_FEATURE","DOMAIN:SPR","2","122","7","18235","4.55e-2","1.00e+0","42.70","1.00e+0","9.99e-1","9.12e-4","ENSG00000164056,ENSG00000136158"
"UP_SEQ_FEATURE","DOMAIN:Ig-like C2-type 11","2","122","7","18235","4.55e-2","1.00e+0","42.70","1.00e+0","9.99e-1","9.12e-4","ENSG00000101825,ENSG00000152580"
"GOTERM_BP_DIRECT","regulation of macromolecule biosynthetic process","2","114","7","16968","4.57e-2","7.30e-1","42.53","1.00e+0","7.20e-1","9.19e-4","ENSG00000142871,ENSG00000107331"
"GOTERM_BP_DIRECT","chorio-allantoic fusion","2","114","7","16968","4.57e-2","7.30e-1","42.53","1.00e+0","7.20e-1","9.19e-4","ENSG00000142871,ENSG00000185650"
"GOTERM_BP_DIRECT","bud elongation involved in lung branching","2","114","7","16968","4.57e-2","7.30e-1","42.53","1.00e+0","7.20e-1","9.19e-4","ENSG00000164056,ENSG00000136158"
"UP_KW_LIGAND","Zinc","26","52","2449","6665","4.82e-2","1.00e+0","1.36","6.46e-1","1.00e+0","3.41e-2","ENSG00000151693,ENSG00000196263,ENSG00000169083,ENSG00000189298,ENSG00000061455,ENSG00000198939,ENSG00000152518,ENSG00000127528,ENSG00000185650,ENSG00000176293,ENSG00000182986,ENSG00000128016,ENSG00000109906,ENSG00000120738,ENSG00000105708,ENSG00000196557,ENSG00000154734,ENSG00000119138,ENSG00000245680,ENSG00000121413,ENSG00000118503,ENSG00000160321,ENSG00000134917,ENSG00000123358,ENSG00000237440,ENSG00000067082"
"GOTERM_BP_DIRECT","positive regulation of fat cell differentiation","3","114","53","16968","4.86e-2","7.64e-1","8.43","1.00e+0","7.54e-1","5.42e-3","ENSG00000185650,ENSG00000109906,ENSG00000128016"
"UP_SEQ_FEATURE","DOMAIN:Ig-like C2-type 3","4","122","125","18235","5.06e-2","1.00e+0","4.78","1.00e+0","9.99e-1","9.93e-3","ENSG00000101825,ENSG00000152580,ENSG00000156218,ENSG00000182667"
"GOTERM_BP_DIRECT","multicellular organism growth","4","114","125","16968","5.10e-2","7.81e-1","4.76","1.00e+0","7.71e-1","1.01e-2","ENSG00000127528,ENSG00000107282,ENSG00000185650,ENSG00000169083"
"GOTERM_BP_DIRECT","positive regulation of receptor signaling pathway via STAT","2","114","8","16968","5.21e-2","7.81e-1","37.21","1.00e+0","7.71e-1","1.22e-3","ENSG00000128342,ENSG00000136244"
"GOTERM_BP_DIRECT","detection of mechanical stimulus involved in sensory perception","2","114","8","16968","5.21e-2","7.81e-1","37.21","1.00e+0","7.71e-1","1.22e-3","ENSG00000108684,ENSG00000154864"
"GOTERM_CC_DIRECT","stereocilium","3","121","55","17924","5.24e-2","1.00e+0","8.08","1.00e+0","1.00e+0","6.10e-3","ENSG00000186862,ENSG00000125124,ENSG00000154864"
"UP_SEQ_FEATURE","DOMAIN:C2H2-type","8","122","508","18235","5.26e-2","1.00e+0","2.35","1.00e+0","9.99e-1","2.09e-2","ENSG00000119138,ENSG00000121413,ENSG00000198939,ENSG00000120738,ENSG00000109906,ENSG00000176293,ENSG00000067082,ENSG00000237440"
"GOTERM_BP_DIRECT","glucose homeostasis","4","114","127","16968","5.30e-2","7.83e-1","4.69","1.00e+0","7.72e-1","1.06e-2","ENSG00000169047,ENSG00000121671,ENSG00000136244,ENSG00000004799"
"UP_SEQ_FEATURE","REGION:Basic motif","3","122","57","18235","5.50e-2","1.00e+0","7.87","1.00e+0","9.99e-1","6.57e-3","ENSG00000177606,ENSG00000162772,ENSG00000125740"
"INTERPRO","Znf_CCCH","3","122","59","18453","5.73e-2","9.58e-1","7.69","1.00e+0","9.52e-1","7.00e-3","ENSG00000152518,ENSG00000185650,ENSG00000128016"
"UP_SEQ_FEATURE","DOMAIN:Ig-like C2-type 10","2","122","9","18235","5.82e-2","1.00e+0","33.21","1.00e+0","9.99e-1","1.55e-3","ENSG00000101825,ENSG00000152580"
"UP_SEQ_FEATURE","ZN_FING:C2H2-type 19","3","122","59","18235","5.85e-2","1.00e+0","7.60","1.00e+0","9.99e-1","7.23e-3","ENSG00000245680,ENSG00000160321,ENSG00000105708"
"GOTERM_BP_DIRECT","cellular response to hypoxia","4","114","134","16968","6.03e-2","8.78e-1","4.44","1.00e+0","8.66e-1","1.27e-2","ENSG00000185650,ENSG00000120738,ENSG00000170345,ENSG00000102760"
"GOTERM_MF_DIRECT","extracellular matrix structural constituent","4","118","133","17376","6.08e-2","8.67e-1","4.43","1.00e+0","8.48e-1","1.29e-2","ENSG00000142871,ENSG00000101825,ENSG00000120708,ENSG00000132561"
"KEGG_PATHWAY","Measles","4","61","122","8128","6.09e-2","1.00e+0","4.37","1.00e+0","1.00e+0","1.31e-2","ENSG00000118503,ENSG00000136244,ENSG00000177606,ENSG00000170345"
"SMART","ZnF_C3H1","3","83","48","9778","6.12e-2","8.36e-1","7.36","9.94e-1","8.36e-1","7.75e-3","ENSG00000152518,ENSG00000185650,ENSG00000128016"
"GOTERM_CC_DIRECT","anchoring junction","4","121","135","17924","6.22e-2","1.00e+0","4.39","1.00e+0","1.00e+0","1.33e-2","ENSG00000170558,ENSG00000039560,ENSG00000172164,ENSG00000178878"
"GOTERM_CC_DIRECT","intracellular membrane-bounded organelle","4","121","136","17924","6.33e-2","1.00e+0","4.36","1.00e+0","1.00e+0","1.36e-2","ENSG00000167972,ENSG00000169047,ENSG00000073067,ENSG00000107331"
