"Category","Term","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact","User Ids"
"UP_KW_CELLULAR_COMPONENT","Intermediate filament","5","335","76","16502","6.81e-2","3.89e-1","3.24","9.41e-1","3.89e-1","1.91e-2","ENSG00000186442,ENSG00000186832,ENSG00000205420,ENSG00000170465,ENSG00000148798"
"GOTERM_CC_DIRECT","intermediate filament","6","365","108","17924","6.92e-2","9.76e-1","2.73","1.00e+0","9.69e-1","2.31e-2","ENSG00000186442,ENSG00000186832,ENSG00000205420,ENSG00000170465,ENSG00000242372,ENSG00000148798"
"UP_KW_MOLECULAR_FUNCTION","Cytokine","8","238","166","10932","6.95e-2","4.55e-1","2.21","9.94e-1","4.30e-1","2.87e-2","ENSG00000188373,ENSG00000111536,ENSG00000127318,ENSG00000136695,ENSG00000112115,ENSG00000136694,ENSG00000136688,ENSG00000142224"
"INTERPRO","SH2","6","373","109","18453","6.97e-2","1.00e+0","2.72","1.00e+0","9.97e-1","2.33e-2","ENSG00000125508,ENSG00000107338,ENSG00000095585,ENSG00000168610,ENSG00000183918,ENSG00000115415"
"GOTERM_BP_DIRECT","positive regulation of type I interferon-mediated signaling pathway","3","355","21","16968","7.02e-2","1.00e+0","6.83","1.00e+0","9.92e-1","9.13e-3","ENSG00000185507,ENSG00000114251,ENSG00000262406"
"GOTERM_BP_DIRECT","fatty acid oxidation","3","355","21","16968","7.02e-2","1.00e+0","6.83","1.00e+0","9.92e-1","9.13e-3","ENSG00000159346,ENSG00000112033,ENSG00000006831"
"GOTERM_BP_DIRECT","sphingolipid biosynthetic process","4","355","46","16968","7.08e-2","1.00e+0","4.16","1.00e+0","9.92e-1","1.54e-2","ENSG00000165389,ENSG00000164181,ENSG00000100596,ENSG00000205639"
"UP_SEQ_FEATURE","DOMAIN:SH2","6","374","108","18235","7.09e-2","1.00e+0","2.71","1.00e+0","1.00e+0","2.39e-2","ENSG00000125508,ENSG00000107338,ENSG00000095585,ENSG00000168610,ENSG00000183918,ENSG00000115415"
"UP_KW_BIOLOGICAL_PROCESS","Necrosis","3","236","20","10631","7.12e-2","5.42e-1","6.76","1.00e+0","5.11e-1","9.31e-3","ENSG00000247077,ENSG00000167914,ENSG00000108179"
"UP_KW_BIOLOGICAL_PROCESS","Cell cycle","22","236","676","10631","7.16e-2","5.42e-1","1.47","1.00e+0","5.11e-1","4.56e-2","ENSG00000129451,ENSG00000146670,ENSG00000113712,ENSG00000134057,ENSG00000165490,ENSG00000170312,ENSG00000178999,ENSG00000169679,ENSG00000117399,ENSG00000122952,ENSG00000184661,ENSG00000036672,ENSG00000126787,ENSG00000142945,ENSG00000105173,ENSG00000121152,ENSG00000087586,ENSG00000140534,ENSG00000145386,ENSG00000164611,ENSG00000165304,ENSG00000165799"
"INTERPRO","PRY","4","373","48","18453","7.23e-2","1.00e+0","4.12","1.00e+0","9.97e-1","1.59e-2","ENSG00000204613,ENSG00000106785,ENSG00000204610,ENSG00000241322"
"GOTERM_CC_DIRECT","mitochondrion","44","365","1689","17924","7.37e-2","1.00e+0","1.28","1.00e+0","9.94e-1","5.45e-2","ENSG00000115919,ENSG00000160703,ENSG00000227471,ENSG00000159399,ENSG00000035141,ENSG00000137767,ENSG00000181061,ENSG00000170312,ENSG00000151498,ENSG00000065833,ENSG00000114023,ENSG00000247077,ENSG00000223572,ENSG00000167325,ENSG00000138496,ENSG00000166411,ENSG00000008311,ENSG00000005022,ENSG00000089127,ENSG00000161267,ENSG00000102743,ENSG00000125166,ENSG00000166855,ENSG00000237289,ENSG00000198074,ENSG00000110955,ENSG00000134326,ENSG00000101084,ENSG00000284194,ENSG00000165949,ENSG00000134321,ENSG00000169230,ENSG00000197006,ENSG00000131174,ENSG00000115267,ENSG00000198814,ENSG00000126709,ENSG00000088986,ENSG00000059728,ENSG00000164466,ENSG00000148459,ENSG00000122643,ENSG00000147689,ENSG00000108179"
"GOTERM_BP_DIRECT","T cell activation","5","355","76","16968","7.44e-2","1.00e+0","3.14","1.00e+0","9.92e-1","2.15e-2","ENSG00000116824,ENSG00000121594,ENSG00000172243,ENSG00000026751,ENSG00000160654"
"GOTERM_BP_DIRECT","wound healing","5","355","76","16968","7.44e-2","1.00e+0","3.14","1.00e+0","9.92e-1","2.15e-2","ENSG00000114251,ENSG00000173083,ENSG00000163209,ENSG00000205420,ENSG00000112033"
"GOTERM_MF_DIRECT","oxidoreductase activity","11","360","287","17376","7.53e-2","1.00e+0","1.85","1.00e+0","9.99e-1","3.74e-2","ENSG00000198074,ENSG00000088826,ENSG00000141098,ENSG00000181333,ENSG00000008311,ENSG00000171848,ENSG00000196344,ENSG00000227471,ENSG00000137767,ENSG00000158125,ENSG00000007171"
"GOTERM_BP_DIRECT","transmembrane transport","18","355","558","16968","7.56e-2","1.00e+0","1.54","1.00e+0","9.92e-1","4.56e-2","ENSG00000151012,ENSG00000100170,ENSG00000121073,ENSG00000172350,ENSG00000119686,ENSG00000174502,ENSG00000165474,ENSG00000121742,ENSG00000070729,ENSG00000005022,ENSG00000166736,ENSG00000156282,ENSG00000167914,ENSG00000109572,ENSG00000164466,ENSG00000141424,ENSG00000103257,ENSG00000205639"
"GOTERM_CC_DIRECT","cell surface","21","365","695","17924","7.65e-2","1.00e+0","1.48","1.00e+0","9.95e-1","4.89e-2","ENSG00000106302,ENSG00000110955,ENSG00000131015,ENSG00000151012,ENSG00000180871,ENSG00000116824,ENSG00000172243,ENSG00000174502,ENSG00000174469,ENSG00000172936,ENSG00000169258,ENSG00000114251,ENSG00000157193,ENSG00000078081,ENSG00000121594,ENSG00000140479,ENSG00000181847,ENSG00000109572,ENSG00000141424,ENSG00000163235,ENSG00000272398"
"INTERPRO","Gly_Hdrlase_35_cat","2","373","4","18453","7.82e-2","1.00e+0","24.74","1.00e+0","9.97e-1","2.38e-3","ENSG00000166105,ENSG00000149328"
"INTERPRO","Glycoside_Hdrlase_35","2","373","4","18453","7.82e-2","1.00e+0","24.74","1.00e+0","9.97e-1","2.38e-3","ENSG00000166105,ENSG00000149328"
"INTERPRO","B-gal_1-like","2","373","4","18453","7.82e-2","1.00e+0","24.74","1.00e+0","9.97e-1","2.38e-3","ENSG00000166105,ENSG00000149328"
"INTERPRO","Cyclin_A/B-like","2","373","4","18453","7.82e-2","1.00e+0","24.74","1.00e+0","9.97e-1","2.38e-3","ENSG00000134057,ENSG00000145386"
"INTERPRO","IFI6/IFI27-like","2","373","4","18453","7.82e-2","1.00e+0","24.74","1.00e+0","9.97e-1","2.38e-3","ENSG00000126709,ENSG00000165949"
"INTERPRO","BetaGal_gal-bd","2","373","4","18453","7.82e-2","1.00e+0","24.74","1.00e+0","9.97e-1","2.38e-3","ENSG00000166105,ENSG00000149328"
"INTERPRO","BetaGal1-like_ABD1","2","373","4","18453","7.82e-2","1.00e+0","24.74","1.00e+0","9.97e-1","2.38e-3","ENSG00000166105,ENSG00000149328"
"INTERPRO","GGCT-like","2","373","4","18453","7.82e-2","1.00e+0","24.74","1.00e+0","9.97e-1","2.38e-3","ENSG00000143942,ENSG00000128965"
"INTERPRO","IFI6/IFI27-like_sf","2","373","4","18453","7.82e-2","1.00e+0","24.74","1.00e+0","9.97e-1","2.38e-3","ENSG00000126709,ENSG00000165949"
"INTERPRO","GGCT-like_sf","2","373","4","18453","7.82e-2","1.00e+0","24.74","1.00e+0","9.97e-1","2.38e-3","ENSG00000143942,ENSG00000128965"
"INTERPRO","ATP-synt_VA_C","2","373","4","18453","7.82e-2","1.00e+0","24.74","1.00e+0","9.97e-1","2.38e-3","ENSG00000110955,ENSG00000147416"
"GOTERM_MF_DIRECT","cytokine activity","8","360","179","17376","7.85e-2","1.00e+0","2.16","1.00e+0","9.99e-1","3.33e-2","ENSG00000114251,ENSG00000111536,ENSG00000127318,ENSG00000136695,ENSG00000112115,ENSG00000136694,ENSG00000136688,ENSG00000142224"
"UP_SEQ_FEATURE","REGION:Cardiolipin-binding","2","374","4","18235","7.94e-2","1.00e+0","24.38","1.00e+0","1.00e+0","2.45e-3","ENSG00000237289,ENSG00000223572"
"GOTERM_MF_DIRECT","allyl-alcohol dehydrogenase activity","2","360","4","17376","8.01e-2","1.00e+0","24.13","1.00e+0","9.99e-1","2.50e-3","ENSG00000198074,ENSG00000227471"
"GOTERM_MF_DIRECT","adipokinetic hormone receptor activity","2","360","4","17376","8.01e-2","1.00e+0","24.13","1.00e+0","9.99e-1","2.50e-3","ENSG00000159346,ENSG00000006831"
"GOTERM_MF_DIRECT","ATP:ADP antiporter activity","2","360","4","17376","8.01e-2","1.00e+0","24.13","1.00e+0","9.99e-1","2.50e-3","ENSG00000121073,ENSG00000005022"
"GOTERM_MF_DIRECT","aromatic amino acid transmembrane transporter activity","2","360","4","17376","8.01e-2","1.00e+0","24.13","1.00e+0","9.99e-1","2.50e-3","ENSG00000103257,ENSG00000268104"
"GOTERM_MF_DIRECT","gap junction channel activity involved in cell communication by electrical coupling","2","360","4","17376","8.01e-2","1.00e+0","24.13","1.00e+0","9.99e-1","2.50e-3","ENSG00000165474,ENSG00000121742"
"GOTERM_MF_DIRECT","glucosylceramidase activity","2","360","4","17376","8.01e-2","1.00e+0","24.13","1.00e+0","9.99e-1","2.50e-3","ENSG00000070610,ENSG00000177628"
"GOTERM_MF_DIRECT","Toll-like receptor 4 binding","2","360","4","17376","8.01e-2","1.00e+0","24.13","1.00e+0","9.99e-1","2.50e-3","ENSG00000163220,ENSG00000143546"
"GOTERM_BP_DIRECT","CD4-positive, alpha-beta T cell activation","2","355","4","16968","8.09e-2","1.00e+0","23.90","1.00e+0","9.92e-1","2.55e-3","ENSG00000134321,ENSG00000124215"
"GOTERM_BP_DIRECT","cell cycle G2/M phase transition","2","355","4","16968","8.09e-2","1.00e+0","23.90","1.00e+0","9.92e-1","2.55e-3","ENSG00000087586,ENSG00000178999"
"GOTERM_BP_DIRECT","positive regulation of mitochondrial ATP synthesis coupled electron transport","2","355","4","16968","8.09e-2","1.00e+0","23.90","1.00e+0","9.92e-1","2.55e-3","ENSG00000134057,ENSG00000170312"
"GOTERM_BP_DIRECT","negative regulation of chemokine (C-X-C motif) ligand 2 production","2","355","4","16968","8.09e-2","1.00e+0","23.90","1.00e+0","9.92e-1","2.55e-3","ENSG00000089127,ENSG00000111331"
"INTERPRO","SH2_dom_sf","6","373","114","18453","8.09e-2","1.00e+0","2.60","1.00e+0","9.97e-1","2.83e-2","ENSG00000125508,ENSG00000107338,ENSG00000095585,ENSG00000168610,ENSG00000183918,ENSG00000115415"
"GOTERM_CC_DIRECT","cyclin-dependent protein kinase holoenzyme complex","4","365","50","17924","8.10e-2","1.00e+0","3.93","1.00e+0","9.95e-1","1.87e-2","ENSG00000105173,ENSG00000145386,ENSG00000176749,ENSG00000170312"
"KEGG_PATHWAY","Other glycan degradation","3","217","18","8128","8.14e-2","8.99e-1","6.24","1.00e+0","8.82e-1","1.14e-2","ENSG00000070610,ENSG00000177628,ENSG00000115488"
"GOTERM_BP_DIRECT","proton transmembrane transport","8","355","179","16968","8.17e-2","1.00e+0","2.14","1.00e+0","9.92e-1","3.46e-2","ENSG00000110955,ENSG00000151012,ENSG00000147416,ENSG00000005022,ENSG00000182938,ENSG00000183034,ENSG00000131174,ENSG00000109572"
"UP_KW_DOMAIN","Transit peptide","17","255","567","13153","8.20e-2","6.48e-1","1.55","8.60e-1","6.48e-1","4.99e-2","ENSG00000237289,ENSG00000110955,ENSG00000160703,ENSG00000134326,ENSG00000165949,ENSG00000284194,ENSG00000169230,ENSG00000137767,ENSG00000131174,ENSG00000151498,ENSG00000223572,ENSG00000008311,ENSG00000166411,ENSG00000161267,ENSG00000125166,ENSG00000108179,ENSG00000166855"
"GOTERM_BP_DIRECT","amino acid import across plasma membrane","3","355","23","16968","8.24e-2","1.00e+0","6.23","1.00e+0","9.92e-1","1.18e-2","ENSG00000151012,ENSG00000103257,ENSG00000268104"
"GOTERM_BP_DIRECT","response to lipopolysaccharide","7","355","145","16968","8.35e-2","1.00e+0","2.31","1.00e+0","9.92e-1","3.30e-2","ENSG00000131203,ENSG00000143556,ENSG00000143546,ENSG00000121742,ENSG00000143839,ENSG00000148346,ENSG00000007171"
"UP_KW_DOMAIN","Signal","86","255","3861","13153","8.45e-2","6.48e-1","1.15","8.69e-1","6.48e-1","7.10e-2","ENSG00000131126,ENSG00000134755,ENSG00000151012,ENSG00000049249,ENSG00000173083,ENSG00000166509,ENSG00000149573,ENSG00000064886,ENSG00000141098,ENSG00000168610,ENSG00000157193,ENSG00000078081,ENSG00000167286,ENSG00000142549,ENSG00000160654,ENSG00000163600,ENSG00000142224,ENSG00000131015,ENSG00000174343,ENSG00000129451,ENSG00000197006,ENSG00000112115,ENSG00000188293,ENSG00000263155,ENSG00000171236,ENSG00000171711,ENSG00000176920,ENSG00000174469,ENSG00000165078,ENSG00000114251,ENSG00000126709,ENSG00000062038,ENSG00000188373,ENSG00000183760,ENSG00000164746,ENSG00000140479,ENSG00000127318,ENSG00000168703,ENSG00000149328,ENSG00000165799,ENSG00000125780,ENSG00000105854,ENSG00000111536,ENSG00000183908,ENSG00000116824,ENSG00000174951,ENSG00000177628,ENSG00000196743,ENSG00000137563,ENSG00000283992,ENSG00000167941,ENSG00000203722,ENSG00000005001,ENSG00000116260,ENSG00000166736,ENSG00000148346,ENSG00000153292,ENSG00000124215,ENSG00000182585,ENSG00000186806,ENSG00000111802,ENSG00000181333,ENSG00000134827,ENSG00000172382,ENSG00000262406,ENSG00000143839,ENSG00000173431,ENSG00000026751,ENSG00000165490,ENSG00000196611,ENSG00000151025,ENSG00000134028,ENSG00000121316,ENSG00000085117,ENSG00000170515,ENSG00000169258,ENSG00000121594,ENSG00000167759,ENSG00000062096,ENSG00000181847,ENSG00000141424,ENSG00000129437,ENSG00000163235,ENSG00000272398,ENSG00000163599,ENSG00000124102"
"UP_KW_BIOLOGICAL_PROCESS","Chromosome partition","4","236","47","10631","8.51e-2","6.02e-1","3.83","1.00e+0","5.67e-1","2.00e-2","ENSG00000169679,ENSG00000005022,ENSG00000142945,ENSG00000164611"
"GOTERM_BP_DIRECT","antimicrobial humoral immune response mediated by antimicrobial peptide","6","355","112","16968","8.53e-2","1.00e+0","2.56","1.00e+0","9.92e-1","3.03e-2","ENSG00000143556,ENSG00000163220,ENSG00000163221,ENSG00000205420,ENSG00000171711,ENSG00000165799"
"GOTERM_BP_DIRECT","negative regulation of T cell proliferation","4","355","50","16968","8.62e-2","1.00e+0","3.82","1.00e+0","9.92e-1","2.04e-2","ENSG00000131203,ENSG00000121594,ENSG00000163599,ENSG00000118520"
"GOTERM_BP_DIRECT","response to activity","4","355","50","16968","8.62e-2","1.00e+0","3.82","1.00e+0","9.92e-1","2.04e-2","ENSG00000284194,ENSG00000174951,ENSG00000170312,ENSG00000112033"
"GOTERM_BP_DIRECT","positive regulation of interleukin-2 production","4","355","50","16968","8.62e-2","1.00e+0","3.82","1.00e+0","9.92e-1","2.04e-2","ENSG00000143106,ENSG00000065675,ENSG00000121594,ENSG00000172243"
"GOTERM_MF_DIRECT","hydrolase activity","16","360","492","17376","8.65e-2","1.00e+0","1.57","1.00e+0","9.99e-1","5.12e-2","ENSG00000151117,ENSG00000177628,ENSG00000173431,ENSG00000181381,ENSG00000064886,ENSG00000137563,ENSG00000119125,ENSG00000115267,ENSG00000123836,ENSG00000167553,ENSG00000089723,ENSG00000183760,ENSG00000167759,ENSG00000129437,ENSG00000163874,ENSG00000165799"
"GOTERM_BP_DIRECT","oligosaccharide biosynthetic process","3","355","24","16968","8.87e-2","1.00e+0","5.97","1.00e+0","9.92e-1","1.33e-2","ENSG00000174951,ENSG00000171124,ENSG00000176920"
"GOTERM_BP_DIRECT","negative regulation of inflammatory response","7","355","148","16968","9.00e-2","1.00e+0","2.26","1.00e+0","9.92e-1","3.62e-2","ENSG00000160703,ENSG00000168610,ENSG00000177628,ENSG00000127318,ENSG00000136695,ENSG00000112033,ENSG00000147324"
"COG_ONTOLOGY","Carbohydrate transport and metabolism","3","28","37","1968","9.00e-2","1.00e+0","5.70","7.33e-1","1.00e+0","1.45e-2","ENSG00000105854,ENSG00000159399,ENSG00000205639"
"UP_SEQ_FEATURE","DISULFID:Redox-active","4","374","52","18235","9.02e-2","1.00e+0","3.75","1.00e+0","1.00e+0","2.18e-2","ENSG00000167325,ENSG00000129235,ENSG00000284194,ENSG00000116260"
"GOTERM_BP_DIRECT","positive regulation of inflammatory response","6","355","114","16968","9.04e-2","1.00e+0","2.52","1.00e+0","9.92e-1","3.26e-2","ENSG00000163220,ENSG00000143546,ENSG00000163221,ENSG00000114251,ENSG00000168610,ENSG00000137757"
"GOTERM_BP_DIRECT","positive regulation of angiogenesis","7","355","149","16968","9.22e-2","1.00e+0","2.25","1.00e+0","9.92e-1","3.74e-2","ENSG00000114251,ENSG00000168610,ENSG00000173083,ENSG00000100292,ENSG00000159399,ENSG00000171236,ENSG00000163874"
"UP_KW_MOLECULAR_FUNCTION","Serine protease inhibitor","5","238","79","10932","9.22e-2","5.53e-1","2.91","9.99e-1","5.23e-1","2.87e-2","ENSG00000206073,ENSG00000057149,ENSG00000197641,ENSG00000168703,ENSG00000124102"
"GOTERM_CC_DIRECT","secretory granule lumen","6","365","118","17924","9.27e-2","1.00e+0","2.50","1.00e+0","9.95e-1","3.37e-2","ENSG00000163220,ENSG00000143106,ENSG00000143546,ENSG00000163221,ENSG00000169299,ENSG00000160213"
"GOTERM_MF_DIRECT","ubiquitin-like protein ligase binding","3","360","25","17376","9.36e-2","1.00e+0","5.79","1.00e+0","9.99e-1","1.45e-2","ENSG00000138496,ENSG00000115415,ENSG00000134057"
"UP_SEQ_FEATURE","DOMAIN:B box-type","4","374","53","18235","9.42e-2","1.00e+0","3.68","1.00e+0","1.00e+0","2.32e-2","ENSG00000204613,ENSG00000106785,ENSG00000204610,ENSG00000241322"
"PIR_SUPERFAMILY","Cyclin_A_B_D_E","2","46","4","1829","9.49e-2","1.00e+0","19.88","9.81e-1","1.00e+0","3.60e-3","ENSG00000134057,ENSG00000145386"
"PIR_SUPERFAMILY","B-gal","2","46","4","1829","9.49e-2","1.00e+0","19.88","9.81e-1","1.00e+0","3.60e-3","ENSG00000166105,ENSG00000149328"
"GOTERM_BP_DIRECT","hematopoietic stem cell proliferation","3","355","25","16968","9.51e-2","1.00e+0","5.74","1.00e+0","9.92e-1","1.48e-2","ENSG00000107338,ENSG00000114251,ENSG00000177628"
"GOTERM_BP_DIRECT","cholesterol metabolic process","5","355","83","16968","9.54e-2","1.00e+0","2.88","1.00e+0","9.92e-1","3.00e-2","ENSG00000070610,ENSG00000112972,ENSG00000104549,ENSG00000177628,ENSG00000112033"
"INTERPRO","Keratin_2_head","3","373","26","18453","9.60e-2","1.00e+0","5.71","1.00e+0","9.97e-1","1.51e-2","ENSG00000186442,ENSG00000205420,ENSG00000170465"
"SMART","BBOX","4","174","62","9778","9.68e-2","1.00e+0","3.63","1.00e+0","1.00e+0","2.43e-2","ENSG00000204613,ENSG00000106785,ENSG00000204610,ENSG00000241322"
"INTERPRO","ATP-guanido_PTrfase","2","373","5","18453","9.68e-2","1.00e+0","19.79","1.00e+0","9.97e-1","3.91e-3","ENSG00000237289,ENSG00000223572"
"INTERPRO","ATPase_F1/V1/A1_a/bsu_nucl-bd","2","373","5","18453","9.68e-2","1.00e+0","19.79","1.00e+0","9.97e-1","3.91e-3","ENSG00000110955,ENSG00000147416"
"INTERPRO","IL-1RA/IL-36","2","373","5","18453","9.68e-2","1.00e+0","19.79","1.00e+0","9.97e-1","3.91e-3","ENSG00000136695,ENSG00000136688"
"INTERPRO","ATP-guanido_PTrfase_N","2","373","5","18453","9.68e-2","1.00e+0","19.79","1.00e+0","9.97e-1","3.91e-3","ENSG00000237289,ENSG00000223572"
"INTERPRO","ATPase_F1/V1/A1_a/bsu_N","2","373","5","18453","9.68e-2","1.00e+0","19.79","1.00e+0","9.97e-1","3.91e-3","ENSG00000110955,ENSG00000147416"
"INTERPRO","ATP-guanido_PTrfase_N_sf","2","373","5","18453","9.68e-2","1.00e+0","19.79","1.00e+0","9.97e-1","3.91e-3","ENSG00000237289,ENSG00000223572"
"INTERPRO","ATPase_a/bsu_AS","2","373","5","18453","9.68e-2","1.00e+0","19.79","1.00e+0","9.97e-1","3.91e-3","ENSG00000110955,ENSG00000147416"
"INTERPRO","ATP-guanido_PTrfase_AS","2","373","5","18453","9.68e-2","1.00e+0","19.79","1.00e+0","9.97e-1","3.91e-3","ENSG00000237289,ENSG00000223572"
"INTERPRO","IL-10/19/20/24/26","2","373","5","18453","9.68e-2","1.00e+0","19.79","1.00e+0","9.97e-1","3.91e-3","ENSG00000111536,ENSG00000142224"
"INTERPRO","ATP-guanido_PTrfase_cat","2","373","5","18453","9.68e-2","1.00e+0","19.79","1.00e+0","9.97e-1","3.91e-3","ENSG00000237289,ENSG00000223572"
"GOTERM_CC_DIRECT","protein complex involved in cell adhesion","2","365","5","17924","9.75e-2","1.00e+0","19.64","1.00e+0","9.95e-1","3.97e-3","ENSG00000121594,ENSG00000163599"
"UP_SEQ_FEATURE","REGION:MHC class I alpha-1 like","2","374","5","18235","9.82e-2","1.00e+0","19.50","1.00e+0","1.00e+0","4.03e-3","ENSG00000203722,ENSG00000131015"
"UP_SEQ_FEATURE","DOMAIN:Phosphagen kinase C-terminal","2","374","5","18235","9.82e-2","1.00e+0","19.50","1.00e+0","1.00e+0","4.03e-3","ENSG00000237289,ENSG00000223572"
"UP_SEQ_FEATURE","DOMAIN:ATPase F1/V1/A1 complex alpha/beta subunit nucleotide-binding","2","374","5","18235","9.82e-2","1.00e+0","19.50","1.00e+0","1.00e+0","4.03e-3","ENSG00000110955,ENSG00000147416"
"UP_SEQ_FEATURE","REGION:MHC class I alpha-2 like","2","374","5","18235","9.82e-2","1.00e+0","19.50","1.00e+0","1.00e+0","4.03e-3","ENSG00000203722,ENSG00000131015"
"UP_SEQ_FEATURE","DOMAIN:Ubiquitin-like 1","2","374","5","18235","9.82e-2","1.00e+0","19.50","1.00e+0","1.00e+0","4.03e-3","ENSG00000187608,ENSG00000135114"
"UP_SEQ_FEATURE","DOMAIN:Ubiquitin-like 2","2","374","5","18235","9.82e-2","1.00e+0","19.50","1.00e+0","1.00e+0","4.03e-3","ENSG00000187608,ENSG00000135114"
"UP_SEQ_FEATURE","DOMAIN:Phosphagen kinase N-terminal","2","374","5","18235","9.82e-2","1.00e+0","19.50","1.00e+0","1.00e+0","4.03e-3","ENSG00000237289,ENSG00000223572"
"GOTERM_MF_DIRECT","beta-glucosidase activity","2","360","5","17376","9.91e-2","1.00e+0","19.31","1.00e+0","9.99e-1","4.11e-3","ENSG00000070610,ENSG00000177628"
"GOTERM_MF_DIRECT","beta-galactosidase activity","2","360","5","17376","9.91e-2","1.00e+0","19.31","1.00e+0","9.99e-1","4.11e-3","ENSG00000166105,ENSG00000149328"
"GOTERM_MF_DIRECT","phosphotransferase activity, nitrogenous group as acceptor","2","360","5","17376","9.91e-2","1.00e+0","19.31","1.00e+0","9.99e-1","4.11e-3","ENSG00000237289,ENSG00000223572"
"GOTERM_MF_DIRECT","galactosylceramidase activity","2","360","5","17376","9.91e-2","1.00e+0","19.31","1.00e+0","9.99e-1","4.11e-3","ENSG00000070610,ENSG00000177628"
"GOTERM_MF_DIRECT","serine C-palmitoyltransferase activity","2","360","5","17376","9.91e-2","1.00e+0","19.31","1.00e+0","9.99e-1","4.11e-3","ENSG00000165389,ENSG00000100596"

