"Category","Term","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact","User Ids"
"GOTERM_MF_DIRECT","identical protein binding","49","360","1801","17376","3.98e-2","1.00e+0","1.31","1.00e+0","9.99e-1","2.86e-2","ENSG00000140519,ENSG00000172350,ENSG00000172432,ENSG00000006831,ENSG00000167325,ENSG00000168610,ENSG00000167286,ENSG00000140600,ENSG00000160654,ENSG00000111907,ENSG00000136868,ENSG00000100292,ENSG00000165949,ENSG00000112559,ENSG00000172243,ENSG00000196754,ENSG00000115267,ENSG00000165474,ENSG00000184330,ENSG00000162645,ENSG00000125775,ENSG00000108010,ENSG00000123473,ENSG00000092295,ENSG00000182938,ENSG00000116824,ENSG00000139547,ENSG00000115415,ENSG00000112742,ENSG00000065833,ENSG00000131462,ENSG00000163221,ENSG00000036672,ENSG00000166736,ENSG00000148346,ENSG00000156282,ENSG00000161405,ENSG00000173391,ENSG00000154451,ENSG00000159346,ENSG00000026751,ENSG00000139433,ENSG00000157601,ENSG00000172936,ENSG00000088986,ENSG00000171848,ENSG00000181847,ENSG00000147689,ENSG00000164687"
"INTERPRO","ChaC","2","373","2","18453","3.99e-2","1.00e+0","49.47","1.00e+0","9.97e-1","4.08e-4","ENSG00000143942,ENSG00000128965"
"INTERPRO","Asp_trans","2","373","2","18453","3.99e-2","1.00e+0","49.47","1.00e+0","9.97e-1","4.08e-4","ENSG00000120053,ENSG00000125166"
"INTERPRO","Prot_inh_stefin","2","373","2","18453","3.99e-2","1.00e+0","49.47","1.00e+0","9.97e-1","4.08e-4","ENSG00000121552,ENSG00000160213"
"INTERPRO","Glyco_trans_11","2","373","2","18453","3.99e-2","1.00e+0","49.47","1.00e+0","9.97e-1","4.08e-4","ENSG00000174951,ENSG00000176920"
"INTERPRO","Ig_4","2","373","2","18453","3.99e-2","1.00e+0","49.47","1.00e+0","9.97e-1","4.08e-4","ENSG00000167286,ENSG00000160654"
"UP_SEQ_FEATURE","REGION:Coil 2","5","374","63","18235","3.99e-2","1.00e+0","3.87","1.00e+0","1.00e+0","9.39e-3","ENSG00000186442,ENSG00000186832,ENSG00000205420,ENSG00000170465,ENSG00000148798"
"UP_KW_CELLULAR_COMPONENT","Plastid","2","335","2","16502","4.01e-2","3.87e-1","49.26","8.05e-1","3.87e-1","4.11e-4","ENSG00000174951,ENSG00000176920"
"SMART","Filament","5","174","73","9778","4.01e-2","1.00e+0","3.85","9.98e-1","1.00e+0","9.55e-3","ENSG00000186442,ENSG00000186832,ENSG00000205420,ENSG00000170465,ENSG00000148798"
"GOTERM_CC_DIRECT","cyclin A2-CDK1 complex","2","365","2","17924","4.02e-2","8.94e-1","49.11","1.00e+0","8.87e-1","4.14e-4","ENSG00000145386,ENSG00000170312"
"GOTERM_CC_DIRECT","cyclin B1-CDK1 complex","2","365","2","17924","4.02e-2","8.94e-1","49.11","1.00e+0","8.87e-1","4.14e-4","ENSG00000134057,ENSG00000170312"
"GOTERM_CC_DIRECT","calprotectin complex","2","365","2","17924","4.02e-2","8.94e-1","49.11","1.00e+0","8.87e-1","4.14e-4","ENSG00000163220,ENSG00000143546"
"INTERPRO","Aminotransferase_I/II_large","3","373","16","18453","4.04e-2","1.00e+0","9.28","1.00e+0","9.97e-1","3.77e-3","ENSG00000120053,ENSG00000100596,ENSG00000125166"
"UP_SEQ_FEATURE","REGION:2 X 12 AA approximate repeats","2","374","2","18235","4.05e-2","1.00e+0","48.76","1.00e+0","1.00e+0","4.20e-4","ENSG00000169469,ENSG00000169474"
"UP_SEQ_FEATURE","REGION:6 X 8 AA approximate tandem repeats","2","374","2","18235","4.05e-2","1.00e+0","48.76","1.00e+0","1.00e+0","4.20e-4","ENSG00000169469,ENSG00000169474"
"UP_SEQ_FEATURE","REGION:OAS domain 2","2","374","2","18235","4.05e-2","1.00e+0","48.76","1.00e+0","1.00e+0","4.20e-4","ENSG00000111335,ENSG00000111331"
"UP_SEQ_FEATURE","SITE:Interaction with dsRNA","2","374","2","18235","4.05e-2","1.00e+0","48.76","1.00e+0","1.00e+0","4.20e-4","ENSG00000089127,ENSG00000111331"
"UP_SEQ_FEATURE","REGION:OAS domain 1","2","374","2","18235","4.05e-2","1.00e+0","48.76","1.00e+0","1.00e+0","4.20e-4","ENSG00000111335,ENSG00000111331"
"GOTERM_MF_DIRECT","ADP-D-ribose binding","2","360","2","17376","4.09e-2","1.00e+0","48.27","1.00e+0","9.99e-1","4.28e-4","ENSG00000138496,ENSG00000113648"
"GOTERM_MF_DIRECT","alpha-(1,2)-fucosyltransferase activity","2","360","2","17376","4.09e-2","1.00e+0","48.27","1.00e+0","9.99e-1","4.28e-4","ENSG00000174951,ENSG00000176920"
"GOTERM_MF_DIRECT","L-aspartate:2-oxoglutarate transaminase activity","2","360","2","17376","4.09e-2","1.00e+0","48.27","1.00e+0","9.99e-1","4.28e-4","ENSG00000120053,ENSG00000125166"
"GOTERM_MF_DIRECT","glutathione specific gamma-glutamylcyclotransferase activity","2","360","2","17376","4.09e-2","1.00e+0","48.27","1.00e+0","9.99e-1","4.28e-4","ENSG00000143942,ENSG00000128965"
"GOTERM_MF_DIRECT","steryl-beta-glucosidase activity","2","360","2","17376","4.09e-2","1.00e+0","48.27","1.00e+0","9.99e-1","4.28e-4","ENSG00000070610,ENSG00000177628"
"GOTERM_MF_DIRECT","galactoside 2-alpha-L-fucosyltransferase activity","2","360","2","17376","4.09e-2","1.00e+0","48.27","1.00e+0","9.99e-1","4.28e-4","ENSG00000174951,ENSG00000176920"
"GOTERM_MF_DIRECT","ribonucleoside-diphosphate reductase activity, glutaredoxin disulfide as acceptor","2","360","2","17376","4.09e-2","1.00e+0","48.27","1.00e+0","9.99e-1","4.28e-4","ENSG00000167325,ENSG00000171848"
"GOTERM_BP_DIRECT","peptidyl-cysteine S-nitrosylation","2","355","2","16968","4.13e-2","1.00e+0","47.80","1.00e+0","9.92e-1","4.37e-4","ENSG00000143546,ENSG00000007171"
"GOTERM_BP_DIRECT","positive regulation of AIM2 inflammasome complex assembly","2","355","2","16968","4.13e-2","1.00e+0","47.80","1.00e+0","9.92e-1","4.37e-4","ENSG00000154451,ENSG00000162645"
"GOTERM_BP_DIRECT","guanine catabolic process","2","355","2","16968","4.13e-2","1.00e+0","47.80","1.00e+0","9.92e-1","4.37e-4","ENSG00000158125,ENSG00000119125"
"GOTERM_BP_DIRECT","cell envelope organization","2","355","2","16968","4.13e-2","1.00e+0","47.80","1.00e+0","9.92e-1","4.37e-4","ENSG00000092295,ENSG00000197915"
"GOTERM_BP_DIRECT","repair of mitotic kinetochore microtubule attachment defect","2","355","2","16968","4.13e-2","1.00e+0","47.80","1.00e+0","9.92e-1","4.37e-4","ENSG00000112742,ENSG00000178999"
"GOTERM_BP_DIRECT","neutrophil aggregation","2","355","2","16968","4.13e-2","1.00e+0","47.80","1.00e+0","9.92e-1","4.37e-4","ENSG00000163220,ENSG00000143546"
"GOTERM_BP_DIRECT","pyrimidine nucleobase metabolic process","2","355","2","16968","4.13e-2","1.00e+0","47.80","1.00e+0","9.92e-1","4.37e-4","ENSG00000167325,ENSG00000025708"
"GOTERM_BP_DIRECT","protein processing","7","355","121","16968","4.13e-2","1.00e+0","2.77","1.00e+0","9.92e-1","1.37e-2","ENSG00000137648,ENSG00000005001,ENSG00000166562,ENSG00000172382,ENSG00000153802,ENSG00000167759,ENSG00000140479"
"GOTERM_BP_DIRECT","mitotic sister chromatid segregation","4","355","37","16968","4.15e-2","1.00e+0","5.17","1.00e+0","9.92e-1","7.22e-3","ENSG00000122952,ENSG00000121621,ENSG00000142945,ENSG00000131462"
"GOTERM_CC_DIRECT","perinuclear region of cytoplasm","23","365","727","17924","4.22e-2","8.94e-1","1.55","1.00e+0","8.87e-1","2.50e-2","ENSG00000100170,ENSG00000100292,ENSG00000163209,ENSG00000154451,ENSG00000132768,ENSG00000139629,ENSG00000115415,ENSG00000111335,ENSG00000176749,ENSG00000157601,ENSG00000117399,ENSG00000197915,ENSG00000078081,ENSG00000036672,ENSG00000162645,ENSG00000102886,ENSG00000087586,ENSG00000167914,ENSG00000007171,ENSG00000049283,ENSG00000163235,ENSG00000163599,ENSG00000111907"
"GOTERM_BP_DIRECT","response to ethanol","7","355","122","16968","4.27e-2","1.00e+0","2.74","1.00e+0","9.92e-1","1.43e-2","ENSG00000172936,ENSG00000143546,ENSG00000169258,ENSG00000168610,ENSG00000196344,ENSG00000125166,ENSG00000170312"
"GOTERM_BP_DIRECT","sphingosine biosynthetic process","3","355","16","16968","4.30e-2","1.00e+0","8.96","1.00e+0","9.92e-1","4.15e-3","ENSG00000165389,ENSG00000177628,ENSG00000100596"
"GOTERM_BP_DIRECT","positive regulation of reactive oxygen species biosynthetic process","3","355","16","16968","4.30e-2","1.00e+0","8.96","1.00e+0","9.92e-1","4.15e-3","ENSG00000169258,ENSG00000148346,ENSG00000109572"
"GOTERM_MF_DIRECT","serine-type peptidase activity","6","360","93","17376","4.36e-2","1.00e+0","3.11","1.00e+0","9.99e-1","1.28e-2","ENSG00000137648,ENSG00000005001,ENSG00000129451,ENSG00000172382,ENSG00000153802,ENSG00000140479"
"GOTERM_BP_DIRECT","glucose metabolic process","5","355","65","16968","4.67e-2","1.00e+0","3.68","1.00e+0","9.92e-1","1.15e-2","ENSG00000089127,ENSG00000169299,ENSG00000159399,ENSG00000112033,ENSG00000164687"
"GOTERM_BP_DIRECT","protein heterotetramerization","3","355","17","16968","4.80e-2","1.00e+0","8.43","1.00e+0","9.92e-1","4.97e-3","ENSG00000167325,ENSG00000169258,ENSG00000171848"
"KEGG_PATHWAY","Galactose metabolism","4","217","31","8128","4.82e-2","7.56e-1","4.83","1.00e+0","7.41e-1","8.83e-3","ENSG00000198074,ENSG00000169299,ENSG00000227471,ENSG00000159399"
"GOTERM_CC_DIRECT","external side of plasma membrane","14","365","381","17924","4.82e-2","9.36e-1","1.80","1.00e+0","9.29e-1","2.47e-2","ENSG00000131015,ENSG00000049249,ENSG00000180871,ENSG00000116824,ENSG00000026751,ENSG00000112115,ENSG00000203722,ENSG00000167286,ENSG00000121594,ENSG00000109572,ENSG00000272398,ENSG00000163599,ENSG00000160654,ENSG00000163600"
"UP_KW_BIOLOGICAL_PROCESS","Apoptosis","19","236","533","10631","4.86e-2","4.68e-1","1.61","9.95e-1","4.42e-1","2.84e-2","ENSG00000107338,ENSG00000100292,ENSG00000165949,ENSG00000169230,ENSG00000137757,ENSG00000165490,ENSG00000170312,ENSG00000114023,ENSG00000169679,ENSG00000163220,ENSG00000143546,ENSG00000126709,ENSG00000088986,ENSG00000148346,ENSG00000128965,ENSG00000163874,ENSG00000165304,ENSG00000108179,ENSG00000142224"
"GOTERM_BP_DIRECT","erythrocyte differentiation","5","355","66","16968","4.89e-2","1.00e+0","3.62","1.00e+0","9.92e-1","1.23e-2","ENSG00000204613,ENSG00000100292,ENSG00000005022,ENSG00000164466,ENSG00000147324"
"GOTERM_MF_DIRECT","structural molecule activity","9","360","194","17376","4.90e-2","1.00e+0","2.24","1.00e+0","9.99e-1","2.00e-2","ENSG00000169469,ENSG00000167553,ENSG00000100292,ENSG00000125780,ENSG00000163209,ENSG00000203785,ENSG00000169474,ENSG00000186832,ENSG00000156282"
"GOTERM_MF_DIRECT","iron-sulfur cluster binding","4","360","40","17376","4.93e-2","1.00e+0","4.83","1.00e+0","9.99e-1","9.20e-3","ENSG00000132768,ENSG00000134321,ENSG00000158125,ENSG00000108010"
"INTERPRO","PyrdxlP-dep_Trfase","4","373","41","18453","4.93e-2","1.00e+0","4.83","1.00e+0","9.97e-1","9.23e-3","ENSG00000115919,ENSG00000120053,ENSG00000100596,ENSG00000125166"
"INTERPRO","Cyclin-like_sf","4","373","41","18453","4.93e-2","1.00e+0","4.83","1.00e+0","9.97e-1","9.23e-3","ENSG00000134057,ENSG00000105173,ENSG00000145386,ENSG00000176749"
"INTERPRO","PyrdxlP-dep_Trfase_major","4","373","41","18453","4.93e-2","1.00e+0","4.83","1.00e+0","9.97e-1","9.23e-3","ENSG00000115919,ENSG00000120053,ENSG00000100596,ENSG00000125166"
"INTERPRO","Cyclin_C-dom","3","373","18","18453","5.01e-2","1.00e+0","8.25","1.00e+0","9.97e-1","5.34e-3","ENSG00000134057,ENSG00000105173,ENSG00000145386"
"UP_SEQ_FEATURE","REGION:Coil 1B","5","374","68","18235","5.05e-2","1.00e+0","3.59","1.00e+0","1.00e+0","1.28e-2","ENSG00000186442,ENSG00000186832,ENSG00000205420,ENSG00000170465,ENSG00000148798"
"GOTERM_CC_DIRECT","mitochondrial inner membrane","17","365","502","17924","5.09e-2","9.36e-1","1.66","1.00e+0","9.29e-1","2.89e-2","ENSG00000237289,ENSG00000110955,ENSG00000101084,ENSG00000284194,ENSG00000134321,ENSG00000137767,ENSG00000131174,ENSG00000181061,ENSG00000247077,ENSG00000223572,ENSG00000126709,ENSG00000168610,ENSG00000005022,ENSG00000161267,ENSG00000102743,ENSG00000164466,ENSG00000166855"
"GOTERM_BP_DIRECT","immune system process","7","355","128","16968","5.18e-2","1.00e+0","2.61","1.00e+0","9.92e-1","1.81e-2","ENSG00000185507,ENSG00000131203,ENSG00000143106,ENSG00000173391,ENSG00000183918,ENSG00000121594,ENSG00000213928"
"KEGG_PATHWAY","Amoebiasis","7","217","101","8128","5.19e-2","7.56e-1","2.60","1.00e+0","7.41e-1","1.82e-2","ENSG00000206073,ENSG00000057149,ENSG00000197641,ENSG00000007171,ENSG00000118520,ENSG00000060558,ENSG00000144566"
"UP_SEQ_FEATURE","DOMAIN:Ig-like V-type","7","374","131","18235","5.26e-2","1.00e+0","2.61","1.00e+0","1.00e+0","1.85e-2","ENSG00000149573,ENSG00000116824,ENSG00000121594,ENSG00000026751,ENSG00000181847,ENSG00000163599,ENSG00000163600"
"SMART","PRY","4","174","48","9778","5.27e-2","1.00e+0","4.68","1.00e+0","1.00e+0","1.03e-2","ENSG00000204613,ENSG00000106785,ENSG00000204610,ENSG00000241322"
"UP_SEQ_FEATURE","REGION:Linker 1","5","374","69","18235","5.28e-2","1.00e+0","3.53","1.00e+0","1.00e+0","1.36e-2","ENSG00000186442,ENSG00000186832,ENSG00000205420,ENSG00000170465,ENSG00000148798"
"UP_SEQ_FEATURE","REGION:Coil 1A","5","374","69","18235","5.28e-2","1.00e+0","3.53","1.00e+0","1.00e+0","1.36e-2","ENSG00000186442,ENSG00000186832,ENSG00000205420,ENSG00000170465,ENSG00000148798"
"GOTERM_BP_DIRECT","positive regulation of keratinocyte proliferation","3","355","18","16968","5.33e-2","1.00e+0","7.97","1.00e+0","9.92e-1","5.87e-3","ENSG00000092295,ENSG00000062038,ENSG00000171236"
"GOTERM_BP_DIRECT","positive regulation of type I interferon production","4","355","41","16968","5.36e-2","1.00e+0","4.66","1.00e+0","9.92e-1","1.04e-2","ENSG00000185507,ENSG00000172936,ENSG00000182481,ENSG00000204610"
"GOTERM_BP_DIRECT","hormone-mediated signaling pathway","4","355","41","16968","5.36e-2","1.00e+0","4.66","1.00e+0","9.92e-1","1.04e-2","ENSG00000143839,ENSG00000159346,ENSG00000112033,ENSG00000006831"
"UP_KW_CELLULAR_COMPONENT","Mitochondrion","37","335","1350","16502","5.37e-2","3.87e-1","1.35","8.90e-1","3.87e-1","3.77e-2","ENSG00000106785,ENSG00000160703,ENSG00000227471,ENSG00000159399,ENSG00000137767,ENSG00000181061,ENSG00000170312,ENSG00000151498,ENSG00000119686,ENSG00000114023,ENSG00000247077,ENSG00000223572,ENSG00000166411,ENSG00000008311,ENSG00000005022,ENSG00000089127,ENSG00000161267,ENSG00000102743,ENSG00000125166,ENSG00000166855,ENSG00000237289,ENSG00000110955,ENSG00000134326,ENSG00000101084,ENSG00000284194,ENSG00000165949,ENSG00000134321,ENSG00000169230,ENSG00000197006,ENSG00000131174,ENSG00000115267,ENSG00000198814,ENSG00000126709,ENSG00000088986,ENSG00000164466,ENSG00000148459,ENSG00000108179"
"INTERPRO","Cyclin","3","373","19","18453","5.53e-2","1.00e+0","7.81","1.00e+0","9.97e-1","6.24e-3","ENSG00000134057,ENSG00000105173,ENSG00000145386"
"GOTERM_CC_DIRECT","vacuole","3","365","19","17924","5.60e-2","9.36e-1","7.75","1.00e+0","9.29e-1","6.37e-3","ENSG00000137563,ENSG00000166105,ENSG00000149328"
"KEGG_PATHWAY","Sphingolipid metabolism","5","217","55","8128","5.78e-2","7.56e-1","3.41","1.00e+0","7.41e-1","1.53e-2","ENSG00000070610,ENSG00000177628,ENSG00000100596,ENSG00000196743,ENSG00000115488"
"GOTERM_CC_DIRECT","mitochondrial membrane","10","365","241","17924","5.81e-2","9.36e-1","2.04","1.00e+0","9.29e-1","2.64e-2","ENSG00000110955,ENSG00000247077,ENSG00000126709,ENSG00000165949,ENSG00000102743,ENSG00000131174,ENSG00000181061,ENSG00000164466,ENSG00000114023,ENSG00000119686"
"UP_KW_DOMAIN","SH2 domain","6","255","108","13153","5.81e-2","6.48e-1","2.87","7.48e-1","6.48e-1","1.86e-2","ENSG00000125508,ENSG00000107338,ENSG00000095585,ENSG00000168610,ENSG00000183918,ENSG00000115415"
"UP_KW_CELLULAR_COMPONENT","Kinetochore","6","335","103","16502","5.81e-2","3.87e-1","2.87","9.09e-1","3.87e-1","1.85e-2","ENSG00000169679,ENSG00000117399,ENSG00000122952,ENSG00000113712,ENSG00000142945,ENSG00000178999"
"GOTERM_BP_DIRECT","positive regulation of cytokine production involved in immune response","3","355","19","16968","5.88e-2","1.00e+0","7.55","1.00e+0","9.92e-1","6.86e-3","ENSG00000114251,ENSG00000172243,ENSG00000103257"
"GOTERM_BP_DIRECT","cholesterol biosynthetic process via lathosterol","3","355","19","16968","5.88e-2","1.00e+0","7.55","1.00e+0","9.92e-1","6.86e-3","ENSG00000112972,ENSG00000104549,ENSG00000172893"
"GOTERM_BP_DIRECT","intermediate filament cytoskeleton organization","3","355","19","16968","5.88e-2","1.00e+0","7.55","1.00e+0","9.92e-1","6.86e-3","ENSG00000186442,ENSG00000113712,ENSG00000170465"
"GOTERM_MF_DIRECT","FAD binding","4","360","43","17376","5.88e-2","1.00e+0","4.49","1.00e+0","9.99e-1","1.18e-2","ENSG00000116260,ENSG00000104549,ENSG00000137767,ENSG00000158125"
"INTERPRO","Otopetrin","2","373","3","18453","5.93e-2","1.00e+0","32.98","1.00e+0","9.97e-1","1.21e-3","ENSG00000182938,ENSG00000183034"
"INTERPRO","NHTrfase_class1_PyrdxlP-BS","2","373","3","18453","5.93e-2","1.00e+0","32.98","1.00e+0","9.97e-1","1.21e-3","ENSG00000120053,ENSG00000125166"
"INTERPRO","L_AA_transporter","2","373","3","18453","5.93e-2","1.00e+0","32.98","1.00e+0","9.97e-1","1.21e-3","ENSG00000151012,ENSG00000103257"
"INTERPRO","CD3_esu/gsu/dsu","2","373","3","18453","5.93e-2","1.00e+0","32.98","1.00e+0","9.97e-1","1.21e-3","ENSG00000167286,ENSG00000160654"
"GOTERM_CC_DIRECT","ribonucleoside-diphosphate reductase complex","2","365","3","17924","5.97e-2","9.36e-1","32.74","1.00e+0","9.29e-1","1.22e-3","ENSG00000167325,ENSG00000171848"
"GOTERM_CC_DIRECT","ISGF3 complex","2","365","3","17924","5.97e-2","9.36e-1","32.74","1.00e+0","9.29e-1","1.22e-3","ENSG00000115415,ENSG00000213928"
"UP_SEQ_FEATURE","REGION:Head","5","374","72","18235","6.00e-2","1.00e+0","3.39","1.00e+0","1.00e+0","1.61e-2","ENSG00000186442,ENSG00000186832,ENSG00000205420,ENSG00000170465,ENSG00000148798"
"UP_SEQ_FEATURE","REGION:Interaction with dsRNA","2","374","3","18235","6.01e-2","1.00e+0","32.50","1.00e+0","1.00e+0","1.24e-3","ENSG00000089127,ENSG00000111331"
"UP_SEQ_FEATURE","DISULFID:Interchain (with C-210 in SLC3A2)","2","374","3","18235","6.01e-2","1.00e+0","32.50","1.00e+0","1.00e+0","1.24e-3","ENSG00000151012,ENSG00000103257"
"GOTERM_BP_DIRECT","positive regulation of G1/S transition of mitotic cell cycle","4","355","43","16968","6.02e-2","1.00e+0","4.45","1.00e+0","9.92e-1","1.22e-2","ENSG00000167325,ENSG00000171848,ENSG00000105173,ENSG00000123473"
"KEGG_PATHWAY","Coronavirus disease - COVID-19","11","217","215","8128","6.04e-2","7.56e-1","1.92","1.00e+0","7.41e-1","2.90e-2","ENSG00000172936,ENSG00000187608,ENSG00000168610,ENSG00000089127,ENSG00000115415,ENSG00000111335,ENSG00000196611,ENSG00000213928,ENSG00000111331,ENSG00000157601,ENSG00000115267"
"KEGG_PATHWAY","Fructose and mannose metabolism","4","217","34","8128","6.06e-2","7.56e-1","4.41","1.00e+0","7.41e-1","1.22e-2","ENSG00000123836,ENSG00000198074,ENSG00000227471,ENSG00000159399"
"GOTERM_MF_DIRECT","ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor","2","360","3","17376","6.07e-2","1.00e+0","32.18","1.00e+0","9.99e-1","1.27e-3","ENSG00000167325,ENSG00000171848"
"GOTERM_MF_DIRECT","adiponectin binding","2","360","3","17376","6.07e-2","1.00e+0","32.18","1.00e+0","9.99e-1","1.27e-3","ENSG00000159346,ENSG00000006831"
"UP_SEQ_FEATURE","DOMAIN:Thioredoxin","4","374","44","18235","6.08e-2","1.00e+0","4.43","1.00e+0","1.00e+0","1.24e-2","ENSG00000129235,ENSG00000284194,ENSG00000116260,ENSG00000108010"
"KEGG_PATHWAY","Pyrimidine metabolism","5","217","56","8128","6.10e-2","7.56e-1","3.34","1.00e+0","7.41e-1","1.64e-2","ENSG00000167325,ENSG00000134326,ENSG00000171848,ENSG00000025708,ENSG00000122643"
"GOTERM_BP_DIRECT","ribonucleoside diphosphate metabolic process","2","355","3","16968","6.13e-2","1.00e+0","31.86","1.00e+0","9.92e-1","1.29e-3","ENSG00000167325,ENSG00000171848"
"GOTERM_BP_DIRECT","L-aspartate biosynthetic process","2","355","3","16968","6.13e-2","1.00e+0","31.86","1.00e+0","9.92e-1","1.29e-3","ENSG00000120053,ENSG00000125166"
"GOTERM_BP_DIRECT","glucosylceramide catabolic process","2","355","3","16968","6.13e-2","1.00e+0","31.86","1.00e+0","9.92e-1","1.29e-3","ENSG00000070610,ENSG00000177628"
"GOTERM_BP_DIRECT","deoxyguanosine catabolic process","2","355","3","16968","6.13e-2","1.00e+0","31.86","1.00e+0","9.92e-1","1.29e-3","ENSG00000158125,ENSG00000119125"
"GOTERM_BP_DIRECT","regulation of ribonuclease activity","2","355","3","16968","6.13e-2","1.00e+0","31.86","1.00e+0","9.92e-1","1.29e-3","ENSG00000089127,ENSG00000111331"
"GOTERM_BP_DIRECT","regulation of cytokine-mediated signaling pathway","2","355","3","16968","6.13e-2","1.00e+0","31.86","1.00e+0","9.92e-1","1.29e-3","ENSG00000134070,ENSG00000272398"
"GOTERM_BP_DIRECT","negative regulation of IP-10 production","2","355","3","16968","6.13e-2","1.00e+0","31.86","1.00e+0","9.92e-1","1.29e-3","ENSG00000089127,ENSG00000111331"
"GOTERM_BP_DIRECT","pyrimidine nucleoside metabolic process","2","355","3","16968","6.13e-2","1.00e+0","31.86","1.00e+0","9.92e-1","1.29e-3","ENSG00000025708,ENSG00000122643"
"GOTERM_BP_DIRECT","deoxyribonucleotide biosynthetic process","2","355","3","16968","6.13e-2","1.00e+0","31.86","1.00e+0","9.92e-1","1.29e-3","ENSG00000167325,ENSG00000171848"
"GOTERM_BP_DIRECT","positive regulation of mitotic sister chromatid segregation","2","355","3","16968","6.13e-2","1.00e+0","31.86","1.00e+0","9.92e-1","1.29e-3","ENSG00000170312,ENSG00000178999"
"GOTERM_BP_DIRECT","2'-deoxyribonucleotide biosynthetic process","2","355","3","16968","6.13e-2","1.00e+0","31.86","1.00e+0","9.92e-1","1.29e-3","ENSG00000167325,ENSG00000171848"
"GOTERM_CC_DIRECT","outer kinetochore","3","365","20","17924","6.14e-2","9.36e-1","7.37","1.00e+0","9.29e-1","7.38e-3","ENSG00000169679,ENSG00000122952,ENSG00000134057"
"UP_KW_LIGAND","Flavoprotein","7","152","124","6665","6.19e-2","1.00e+0","2.48","8.86e-1","1.00e+0","2.28e-2","ENSG00000088826,ENSG00000116260,ENSG00000104549,ENSG00000137767,ENSG00000158125,ENSG00000007171,ENSG00000151498"
"GOTERM_BP_DIRECT","negative regulation of canonical NF-kappaB signal transduction","6","355","102","16968","6.24e-2","1.00e+0","2.81","1.00e+0","9.92e-1","2.02e-2","ENSG00000134070,ENSG00000160703,ENSG00000168610,ENSG00000115415,ENSG00000050730,ENSG00000163874"
"KEGG_PATHWAY","Th17 cell differentiation","7","217","106","8128","6.27e-2","7.56e-1","2.47","1.00e+0","7.41e-1","2.30e-2","ENSG00000168610,ENSG00000167286,ENSG00000065675,ENSG00000115415,ENSG00000127318,ENSG00000112115,ENSG00000160654"
"UP_KW_DISEASE","Ichthyosis","4","88","51","4830","6.33e-2","8.87e-1","4.30","9.36e-1","8.87e-1","1.34e-2","ENSG00000165474,ENSG00000092295,ENSG00000177628,ENSG00000121552"
"GOTERM_BP_DIRECT","intermediate filament organization","5","355","72","16968","6.35e-2","1.00e+0","3.32","1.00e+0","9.92e-1","1.74e-2","ENSG00000186442,ENSG00000186832,ENSG00000205420,ENSG00000170465,ENSG00000148798"
"GOTERM_CC_DIRECT","spindle","10","365","246","17924","6.43e-2","9.42e-1","2.00","1.00e+0","9.35e-1","2.98e-2","ENSG00000117399,ENSG00000113712,ENSG00000126787,ENSG00000142945,ENSG00000087586,ENSG00000112742,ENSG00000170312,ENSG00000131462,ENSG00000178999,ENSG00000165304"
"GOTERM_BP_DIRECT","response to immobilization stress","3","355","20","16968","6.44e-2","1.00e+0","7.17","1.00e+0","9.92e-1","7.95e-3","ENSG00000120053,ENSG00000143839,ENSG00000139433"
"GOTERM_BP_DIRECT","cholesterol biosynthetic process via desmosterol","3","355","20","16968","6.44e-2","1.00e+0","7.17","1.00e+0","9.92e-1","7.95e-3","ENSG00000112972,ENSG00000104549,ENSG00000172893"
"INTERPRO","IF_rod_dom","5","373","75","18453","6.48e-2","1.00e+0","3.30","1.00e+0","9.97e-1","1.79e-2","ENSG00000186442,ENSG00000186832,ENSG00000205420,ENSG00000170465,ENSG00000148798"
"UP_KW_MOLECULAR_FUNCTION","Glycosyltransferase","10","238","231","10932","6.49e-2","4.55e-1","1.99","9.92e-1","4.30e-1","2.98e-2","ENSG00000138496,ENSG00000070610,ENSG00000139629,ENSG00000176928,ENSG00000025708,ENSG00000174951,ENSG00000177628,ENSG00000171124,ENSG00000179913,ENSG00000176920"
"UP_KW_BIOLOGICAL_PROCESS","Deoxyribonucleotide synthesis","2","236","3","10631","6.49e-2","5.42e-1","30.03","9.99e-1","5.11e-1","1.45e-3","ENSG00000167325,ENSG00000171848"
"UP_SEQ_FEATURE","REGION:Tail","5","374","74","18235","6.50e-2","1.00e+0","3.29","1.00e+0","1.00e+0","1.80e-2","ENSG00000186442,ENSG00000186832,ENSG00000205420,ENSG00000170465,ENSG00000148798"
"UP_SEQ_FEATURE","DOMAIN:IF rod","5","374","74","18235","6.50e-2","1.00e+0","3.29","1.00e+0","1.00e+0","1.80e-2","ENSG00000186442,ENSG00000186832,ENSG00000205420,ENSG00000170465,ENSG00000148798"
"GOTERM_BP_DIRECT","positive regulation of interleukin-10 production","4","355","45","16968","6.72e-2","1.00e+0","4.25","1.00e+0","9.92e-1","1.43e-2","ENSG00000187608,ENSG00000168610,ENSG00000172243,ENSG00000181847"
"KEGG_PATHWAY","Mineral absorption","5","217","58","8128","6.77e-2","7.80e-1","3.23","1.00e+0","7.65e-1","1.89e-2","ENSG00000136868,ENSG00000100170,ENSG00000100292,ENSG00000181333,ENSG00000174502"
