FDR,num_genes,analysis
0.0031700001,2097,"Todas las muestras
~ Instrument + condition"
0.0031800001,2103,"Todas las muestras
~ Instrument + condition"
0.0031900001,2108,"Todas las muestras
~ Instrument + condition"
0.0032000001,2111,"Todas las muestras
~ Instrument + condition"
0.0032100001,2116,"Todas las muestras
~ Instrument + condition"
0.0032200001000000002,2117,"Todas las muestras
~ Instrument + condition"
0.0032300001000000003,2118,"Todas las muestras
~ Instrument + condition"
0.0032400001000000003,2121,"Todas las muestras
~ Instrument + condition"
0.0032500001000000003,2121,"Todas las muestras
~ Instrument + condition"
0.0032600001000000003,2132,"Todas las muestras
~ Instrument + condition"
0.0032700001000000004,2134,"Todas las muestras
~ Instrument + condition"
0.0032800001000000004,2136,"Todas las muestras
~ Instrument + condition"
0.0032900001000000004,2137,"Todas las muestras
~ Instrument + condition"
0.0033000001000000004,2139,"Todas las muestras
~ Instrument + condition"
0.0033100001000000005,2141,"Todas las muestras
~ Instrument + condition"
0.0033200001000000005,2142,"Todas las muestras
~ Instrument + condition"
0.0033300001,2149,"Todas las muestras
~ Instrument + condition"
0.0033400001,2150,"Todas las muestras
~ Instrument + condition"
0.0033500001,2150,"Todas las muestras
~ Instrument + condition"
0.0033600001,2152,"Todas las muestras
~ Instrument + condition"
0.0033700001,2152,"Todas las muestras
~ Instrument + condition"
0.0033800001000000002,2155,"Todas las muestras
~ Instrument + condition"
0.0033900001000000003,2158,"Todas las muestras
~ Instrument + condition"
0.0034000001000000003,2159,"Todas las muestras
~ Instrument + condition"
0.0034100001000000003,2159,"Todas las muestras
~ Instrument + condition"
0.0034200001000000003,2160,"Todas las muestras
~ Instrument + condition"
0.0034300001000000004,2161,"Todas las muestras
~ Instrument + condition"
0.0034400001000000004,2162,"Todas las muestras
~ Instrument + condition"
0.0034500001000000004,2168,"Todas las muestras
~ Instrument + condition"
0.0034600001000000004,2170,"Todas las muestras
~ Instrument + condition"
0.0034700001000000005,2174,"Todas las muestras
~ Instrument + condition"
0.0034800001000000005,2177,"Todas las muestras
~ Instrument + condition"
0.0034900001000000005,2178,"Todas las muestras
~ Instrument + condition"
0.0035000001,2180,"Todas las muestras
~ Instrument + condition"
0.0035100001,2180,"Todas las muestras
~ Instrument + condition"
0.0035200001,2180,"Todas las muestras
~ Instrument + condition"
0.0035300001,2181,"Todas las muestras
~ Instrument + condition"
0.0035400001,2183,"Todas las muestras
~ Instrument + condition"
0.0035500001000000002,2184,"Todas las muestras
~ Instrument + condition"
0.0035600001000000003,2184,"Todas las muestras
~ Instrument + condition"
0.0035700001000000003,2185,"Todas las muestras
~ Instrument + condition"
0.0035800001000000003,2185,"Todas las muestras
~ Instrument + condition"
0.0035900001000000003,2190,"Todas las muestras
~ Instrument + condition"
0.0036000001000000004,2190,"Todas las muestras
~ Instrument + condition"
0.0036100001000000004,2191,"Todas las muestras
~ Instrument + condition"
0.0036200001000000004,2192,"Todas las muestras
~ Instrument + condition"
0.0036300001000000004,2192,"Todas las muestras
~ Instrument + condition"
0.0036400001000000005,2192,"Todas las muestras
~ Instrument + condition"
0.0036500001000000005,2192,"Todas las muestras
~ Instrument + condition"
0.0036600001000000005,2194,"Todas las muestras
~ Instrument + condition"
0.0036700001,2200,"Todas las muestras
~ Instrument + condition"
0.0036800001,2200,"Todas las muestras
~ Instrument + condition"
0.0036900001,2200,"Todas las muestras
~ Instrument + condition"
0.0037000001,2202,"Todas las muestras
~ Instrument + condition"
0.0037100001000000002,2202,"Todas las muestras
~ Instrument + condition"
0.0037200001000000003,2203,"Todas las muestras
~ Instrument + condition"
0.0037300001000000003,2203,"Todas las muestras
~ Instrument + condition"
0.0037400001000000003,2205,"Todas las muestras
~ Instrument + condition"
0.0037500001000000003,2208,"Todas las muestras
~ Instrument + condition"
0.0037600001000000004,2210,"Todas las muestras
~ Instrument + condition"
0.0037700001000000004,2210,"Todas las muestras
~ Instrument + condition"
0.0037800001000000004,2214,"Todas las muestras
~ Instrument + condition"
0.0037900001000000004,2216,"Todas las muestras
~ Instrument + condition"
0.0038000001000000005,2217,"Todas las muestras
~ Instrument + condition"
0.0038100001000000005,2218,"Todas las muestras
~ Instrument + condition"
0.0038200001000000005,2218,"Todas las muestras
~ Instrument + condition"
0.0038300001000000005,2222,"Todas las muestras
~ Instrument + condition"
0.0038400001000000006,2224,"Todas las muestras
~ Instrument + condition"
0.0038500001,2225,"Todas las muestras
~ Instrument + condition"
0.0038600001,2227,"Todas las muestras
~ Instrument + condition"
0.0038700001,2229,"Todas las muestras
~ Instrument + condition"
0.0038800001000000002,2230,"Todas las muestras
~ Instrument + condition"
0.0038900001000000003,2233,"Todas las muestras
~ Instrument + condition"
0.0039000001000000003,2237,"Todas las muestras
~ Instrument + condition"
0.0039100001,2240,"Todas las muestras
~ Instrument + condition"
0.0039200001,2240,"Todas las muestras
~ Instrument + condition"
0.0039300001,2240,"Todas las muestras
~ Instrument + condition"
0.0039400000999999995,2242,"Todas las muestras
~ Instrument + condition"
0.0039500001,2243,"Todas las muestras
~ Instrument + condition"
0.0039600001,2243,"Todas las muestras
~ Instrument + condition"
0.0039700001,2243,"Todas las muestras
~ Instrument + condition"
0.0039800001,2245,"Todas las muestras
~ Instrument + condition"
0.0039900001,2246,"Todas las muestras
~ Instrument + condition"
0.0040000001,2247,"Todas las muestras
~ Instrument + condition"
0.0040100001,2249,"Todas las muestras
~ Instrument + condition"
0.0040200001,2254,"Todas las muestras
~ Instrument + condition"
0.0040300001,2254,"Todas las muestras
~ Instrument + condition"
0.0040400001,2255,"Todas las muestras
~ Instrument + condition"
0.0040500001,2256,"Todas las muestras
~ Instrument + condition"
0.0040600001,2259,"Todas las muestras
~ Instrument + condition"
0.0040700001,2259,"Todas las muestras
~ Instrument + condition"
0.0040800001,2260,"Todas las muestras
~ Instrument + condition"
0.0040900001,2261,"Todas las muestras
~ Instrument + condition"
0.0041000001,2264,"Todas las muestras
~ Instrument + condition"
0.0041100000999999995,2266,"Todas las muestras
~ Instrument + condition"
0.0041200001,2267,"Todas las muestras
~ Instrument + condition"
0.0041300001,2271,"Todas las muestras
~ Instrument + condition"
0.0041400001,2272,"Todas las muestras
~ Instrument + condition"
0.0041500001,2274,"Todas las muestras
~ Instrument + condition"
0.0041600001,2275,"Todas las muestras
~ Instrument + condition"
0.0041700001,2277,"Todas las muestras
~ Instrument + condition"
0.0041800001,2280,"Todas las muestras
~ Instrument + condition"
0.0041900001,2280,"Todas las muestras
~ Instrument + condition"
0.0042000001,2281,"Todas las muestras
~ Instrument + condition"
0.0042100001,2284,"Todas las muestras
~ Instrument + condition"
0.0042200001,2284,"Todas las muestras
~ Instrument + condition"
0.0042300001,2287,"Todas las muestras
~ Instrument + condition"
0.0042400001,2289,"Todas las muestras
~ Instrument + condition"
0.0042500001,2290,"Todas las muestras
~ Instrument + condition"
0.0042600001,2291,"Todas las muestras
~ Instrument + condition"
0.0042700001,2291,"Todas las muestras
~ Instrument + condition"
0.0042800000999999996,2292,"Todas las muestras
~ Instrument + condition"
0.0042900001,2293,"Todas las muestras
~ Instrument + condition"
0.0043000001,2295,"Todas las muestras
~ Instrument + condition"
0.0043100001,2299,"Todas las muestras
~ Instrument + condition"
0.0043200001,2300,"Todas las muestras
~ Instrument + condition"
0.0043300001,2301,"Todas las muestras
~ Instrument + condition"
0.0043400001,2304,"Todas las muestras
~ Instrument + condition"
0.0043500001,2304,"Todas las muestras
~ Instrument + condition"
0.0043600001,2308,"Todas las muestras
~ Instrument + condition"
0.0043700001,2310,"Todas las muestras
~ Instrument + condition"
0.0043800001,2313,"Todas las muestras
~ Instrument + condition"
